Time_s,DetectorVoltage_V,Power_dB,RelativeAmplitude,RelativePower
73.324,0.207,8.28,0.0539510622515128,0.00291071711806661
73.343,0.531,21.24,0.239883291901949,0.0575439937337158
73.343,0.155,6.2,0.0424619563946313,0.00180301774085957
73.361,0.518,20.72,0.225943577022098,0.0510504999975407
73.38,0.285,11.4,0.0772680585095703,0.00597035286583838
73.38,0.479,19.16,0.188799134909629,0.0356451133426244
73.4,0.634,25.36,0.385478357665772,0.148593564228701
73.419,0.427,17.08,0.148593564228701,0.022080047330189
73.419,0.621,24.84,0.363078054770102,0.131825673855641
73.437,0.349,13.96,0.103752841581801,0.0107646521362984
73.456,0.595,23.8,0.322106879128344,0.103752841581801
73.457,0.686,27.44,0.489778819368447,0.239883291901949
73.476,0.569,22.76,0.285759054337495,0.0816582371358593
73.476,0.673,26.92,0.46131757456038,0.212813904598272
73.495,0.725,29,0.586138164514029,0.343557947899875
73.513,0.66,26.4,0.434510224171572,0.18879913490963
73.513,0.725,29,0.586138164514029,0.343557947899875
73.532,0.738,29.52,0.62230028516916,0.387257644921618
73.551,0.712,28.48,0.552077439280758,0.304789498962799
73.552,0.738,29.52,0.62230028516916,0.387257644921618
73.57,0.725,29,0.586138164514029,0.343557947899875
73.57,0.751,30.04,0.660693448007596,0.436515832240167
73.588,0.738,29.52,0.62230028516916,0.387257644921618
73.608,0.699,27.96,0.519995996533516,0.270395836410885
73.608,0.738,29.52,0.62230028516916,0.387257644921618
73.626,0.712,28.48,0.552077439280758,0.304789498962799
73.644,0.634,25.36,0.385478357665772,0.148593564228701
73.644,0.725,29,0.586138164514029,0.343557947899875
73.665,0.647,25.88,0.409260659730011,0.167494287602644
73.665,0.492,19.68,0.200447202736516,0.040179081084894
73.683,0.673,26.92,0.46131757456038,0.212813904598272
73.702,0.544,21.76,0.254683025258504,0.064863443354824
73.702,0.181,7.24,0.0478630092322639,0.00229086765276777
73.722,0.582,23.28,0.303389118419427,0.0920449571753172
73.739,0.22,8.8,0.057279603098583,0.00328095293113119
73.739,0.531,21.24,0.239883291901949,0.0575439937337158
73.758,0.349,13.96,0.103752841581801,0.0107646521362984
73.777,0.505,20.2,0.212813904598271,0.0452897579903621
73.777,0.647,25.88,0.409260659730011,0.167494287602644
73.795,0.44,17.6,0.157761126969935,0.0248885731828239
73.813,0.647,25.88,0.409260659730011,0.167494287602644
73.813,0.349,13.96,0.103752841581801,0.0107646521362984
73.831,0.621,24.84,0.363078054770102,0.131825673855641
73.831,0.725,29,0.586138164514029,0.343557947899875
73.849,0.608,24.32,0.341979442513709,0.116949939101987
73.867,0.699,27.96,0.519995996533516,0.270395836410885
73.867,0.751,30.04,0.660693448007596,0.436515832240167
73.884,0.686,27.44,0.489778819368447,0.239883291901949
73.903,0.751,30.04,0.660693448007596,0.436515832240167
73.903,0.764,30.56,0.701455298419972,0.492039535681452
73.92,0.738,29.52,0.62230028516916,0.387257644921618
73.938,0.776,31.04,0.741310241300918,0.549540873857625
73.938,0.764,30.56,0.701455298419972,0.492039535681452
73.956,0.764,30.56,0.701455298419972,0.492039535681452
73.975,0.764,30.56,0.701455298419972,0.492039535681452
73.975,0.738,29.52,0.62230028516916,0.387257644921618
73.993,0.764,30.56,0.701455298419972,0.492039535681452
74.015,0.738,29.52,0.62230028516916,0.387257644921618
74.015,0.673,26.92,0.46131757456038,0.212813904598272
74.035,0.751,30.04,0.660693448007596,0.436515832240167
74.036,0.699,27.96,0.519995996533516,0.270395836410885
74.056,0.556,22.24,0.269153480392692,0.0724435960074991
74.075,0.712,28.48,0.552077439280758,0.304789498962799
74.075,0.608,24.32,0.341979442513709,0.116949939101987
74.094,0.181,7.24,0.0478630092322639,0.00229086765276777
74.094,0.621,24.84,0.363078054770102,0.131825673855641
74.114,0.311,12.44,0.0870963589956081,0.00758577575029184
74.133,0.544,21.76,0.254683025258504,0.064863443354824
74.133,0.44,17.6,0.157761126969935,0.0248885731828239
74.157,0.479,19.16,0.188799134909629,0.0356451133426244
74.157,0.673,26.92,0.46131757456038,0.212813904598272
74.182,0.401,16.04,0.131825673855641,0.0173780082874938
74.182,0.647,25.88,0.409260659730011,0.167494287602644
74.209,0.246,9.84,0.0645654229034656,0.00416869383470336
74.209,0.621,24.84,0.363078054770102,0.131825673855641
74.231,0.738,29.52,0.62230028516916,0.387257644921618
74.231,0.582,23.28,0.303389118419427,0.0920449571753172
74.252,0.725,29,0.586138164514029,0.343557947899875
74.252,0.776,31.04,0.741310241300918,0.549540873857625
74.274,0.699,27.96,0.519995996533516,0.270395836410885
74.274,0.764,30.56,0.701455298419972,0.492039535681452
74.296,0.789,31.56,0.787045789695099,0.619441075076782
74.296,0.764,30.56,0.701455298419972,0.492039535681452
74.316,0.776,31.04,0.741310241300918,0.549540873857625
74.335,0.789,31.56,0.787045789695099,0.619441075076782
74.335,0.789,31.56,0.787045789695099,0.619441075076782
74.359,0.776,31.04,0.741310241300918,0.549540873857625
74.359,0.764,30.56,0.701455298419972,0.492039535681452
74.384,0.789,31.56,0.787045789695099,0.619441075076782
74.384,0.776,31.04,0.741310241300918,0.549540873857625
74.405,0.712,28.48,0.552077439280758,0.304789498962799
74.405,0.776,31.04,0.741310241300918,0.549540873857625
74.426,0.725,29,0.586138164514029,0.343557947899875
74.447,0.595,23.8,0.322106879128344,0.103752841581801
74.447,0.738,29.52,0.62230028516916,0.387257644921618
74.469,0.621,24.84,0.363078054770102,0.131825673855641
74.469,0.246,9.84,0.0645654229034656,0.00416869383470336
74.495,0.66,26.4,0.434510224171572,0.18879913490963
74.495,0.388,15.52,0.124165230759241,0.0154170045294956
74.517,0.518,20.72,0.225943577022098,0.0510504999975407
74.517,0.492,19.68,0.200447202736516,0.040179081084894
74.535,0.453,18.12,0.167494287602644,0.0280543363795172
74.535,0.686,27.44,0.489778819368447,0.239883291901949
74.554,0.336,13.44,0.0977237220955811,0.00954992586021437
74.572,0.647,25.88,0.409260659730011,0.167494287602644
74.572,0.22,8.8,0.057279603098583,0.00328095293113119
74.59,0.621,24.84,0.363078054770102,0.131825673855641
74.608,0.738,29.52,0.62230028516916,0.387257644921618
74.608,0.582,23.28,0.303389118419427,0.0920449571753172
74.625,0.725,29,0.586138164514029,0.343557947899875
74.643,0.776,31.04,0.741310241300918,0.549540873857625
74.643,0.712,28.48,0.552077439280758,0.304789498962799
74.661,0.776,31.04,0.741310241300918,0.549540873857625
74.68,0.802,32.08,0.835603018231248,0.698232404077172
74.68,0.764,30.56,0.701455298419972,0.492039535681452
74.701,0.802,32.08,0.835603018231248,0.698232404077172
74.701,0.802,32.08,0.835603018231248,0.698232404077172
74.725,0.802,32.08,0.835603018231248,0.698232404077172
74.725,0.802,32.08,0.835603018231248,0.698232404077172
74.744,0.776,31.04,0.741310241300918,0.549540873857625
74.763,0.802,32.08,0.835603018231248,0.698232404077172
74.763,0.789,31.56,0.787045789695099,0.619441075076782
74.782,0.738,29.52,0.62230028516916,0.387257644921618
74.801,0.789,31.56,0.787045789695099,0.619441075076782
74.801,0.738,29.52,0.62230028516916,0.387257644921618
74.821,0.634,25.36,0.385478357665772,0.148593564228701
74.821,0.751,30.04,0.660693448007596,0.436515832240167
74.839,0.66,26.4,0.434510224171572,0.18879913490963
74.858,0.531,21.24,0.239883291901949,0.0575439937337158
74.858,0.686,27.44,0.489778819368447,0.239883291901949
74.876,0.453,18.12,0.167494287602644,0.0280543363795172
74.894,0.518,20.72,0.225943577022098,0.0510504999975407
74.894,0.518,20.72,0.225943577022098,0.0510504999975407
74.912,0.427,17.08,0.148593564228701,0.022080047330189
74.929,0.673,26.92,0.46131757456038,0.212813904598272
74.929,0.285,11.4,0.0772680585095703,0.00597035286583838
74.947,0.647,25.88,0.409260659730011,0.167494287602644
74.965,0.751,30.04,0.660693448007596,0.436515832240167
74.965,0.608,24.32,0.341979442513709,0.116949939101987
74.984,0.738,29.52,0.62230028516916,0.387257644921618
75.003,0.569,22.76,0.285759054337495,0.0816582371358593
75.003,0.725,29,0.586138164514029,0.343557947899875
75.021,0.789,31.56,0.787045789695099,0.619441075076782
75.022,0.712,28.48,0.552077439280758,0.304789498962799
75.04,0.776,31.04,0.741310241300918,0.549540873857625
75.058,0.802,32.08,0.835603018231248,0.698232404077172
75.058,0.764,30.56,0.701455298419972,0.492039535681452
75.077,0.802,32.08,0.835603018231248,0.698232404077172
75.094,0.802,32.08,0.835603018231248,0.698232404077172
75.094,0.789,31.56,0.787045789695099,0.619441075076782
75.112,0.802,32.08,0.835603018231248,0.698232404077172
75.13,0.776,31.04,0.741310241300918,0.549540873857625
75.13,0.802,32.08,0.835603018231248,0.698232404077172
75.148,0.789,31.56,0.787045789695099,0.619441075076782
75.166,0.738,29.52,0.62230028516916,0.387257644921618
75.166,0.802,32.08,0.835603018231248,0.698232404077172
75.183,0.751,30.04,0.660693448007596,0.436515832240167
75.202,0.647,25.88,0.409260659730011,0.167494287602644
75.202,0.751,30.04,0.660693448007596,0.436515832240167
75.219,0.673,26.92,0.46131757456038,0.212813904598272
75.236,0.414,16.56,0.139958732257262,0.0195884467350599
75.236,0.686,27.44,0.489778819368447,0.239883291901949
75.255,0.505,20.2,0.212813904598271,0.0452897579903621
75.273,0.44,17.6,0.157761126969935,0.0248885731828239
75.273,0.556,22.24,0.269153480392692,0.0724435960074991
75.291,0.349,13.96,0.103752841581801,0.0107646521362984
75.309,0.66,26.4,0.434510224171572,0.18879913490963
75.309,0.194,7.76,0.0508159442560561,0.0025822601906346
75.326,0.621,24.84,0.363078054770102,0.131825673855641
75.344,0.738,29.52,0.62230028516916,0.387257644921618
75.344,0.569,22.76,0.285759054337495,0.0816582371358593
75.362,0.712,28.48,0.552077439280758,0.304789498962799
75.38,0.531,21.24,0.239883291901949,0.0575439937337158
75.38,0.699,27.96,0.519995996533516,0.270395836410885
75.398,0.776,31.04,0.741310241300918,0.549540873857625
75.417,0.686,27.44,0.489778819368447,0.239883291901949
75.417,0.751,30.04,0.660693448007596,0.436515832240167
75.434,0.802,32.08,0.835603018231248,0.698232404077172
