Time_s,DetectorVoltage_V,Power_dB,RelativeAmplitude,RelativePower
3.972,0.155,6.2,0.0539510622515128,0.00291071711806661
3.989,0.595,23.8,0.409260659730011,0.167494287602644
4.005,0.582,23.28,0.385478357665772,0.148593564228701
4.005,0.44,17.6,0.200447202736516,0.040179081084894
4.022,0.582,23.28,0.385478357665772,0.148593564228701
4.038,0.634,25.36,0.489778819368446,0.239883291901949
4.054,0.569,22.76,0.363078054770101,0.131825673855641
4.054,0.634,25.36,0.489778819368446,0.239883291901949
4.071,0.647,25.88,0.519995996533516,0.270395836410884
4.087,0.621,24.84,0.461317574560379,0.212813904598271
4.087,0.647,25.88,0.519995996533516,0.270395836410884
4.104,0.647,25.88,0.519995996533516,0.270395836410884
4.122,0.647,25.88,0.519995996533516,0.270395836410884
4.138,0.647,25.88,0.519995996533516,0.270395836410884
4.138,0.634,25.36,0.489778819368446,0.239883291901949
4.156,0.66,26.4,0.552077439280757,0.304789498962798
4.172,0.634,25.36,0.489778819368446,0.239883291901949
4.172,0.569,22.76,0.363078054770101,0.131825673855641
4.189,0.634,25.36,0.489778819368446,0.239883291901949
4.205,0.595,23.8,0.409260659730011,0.167494287602644
4.205,0.492,19.68,0.254683025258504,0.0648634433548238
4.223,0.595,23.8,0.409260659730011,0.167494287602644
4.239,0.492,19.68,0.254683025258504,0.0648634433548238
4.257,0.22,8.8,0.0727779804536824,0.00529663443891658
4.257,0.531,21.24,0.304789498962798,0.0928966386779936
4.273,0.298,11.92,0.10423174293933,0.0108642562361707
4.29,0.349,13.96,0.131825673855641,0.0173780082874937
4.29,0.388,15.52,0.157761126969935,0.0248885731828239
4.306,0.272,10.88,0.0924698173938222,0.00855066712884683
4.323,0.518,20.72,0.287078058202469,0.0824138115013002
4.339,0.181,7.24,0.0608135001278718,0.00369828179780266
4.339,0.492,19.68,0.254683025258504,0.0648634433548238
4.356,0.336,13.44,0.124165230759241,0.0154170045294956
4.373,0.44,17.6,0.200447202736516,0.040179081084894
4.373,0.608,24.32,0.434510224171571,0.188799134909629
4.389,0.414,16.56,0.177827941003892,0.0316227766016838
4.407,0.582,23.28,0.385478357665772,0.148593564228701
4.424,0.634,25.36,0.489778819368446,0.239883291901949
4.424,0.544,21.76,0.323593656929628,0.10471285480509
4.441,0.634,25.36,0.489778819368446,0.239883291901949
4.458,0.66,26.4,0.552077439280757,0.304789498962798
4.458,0.608,24.32,0.434510224171571,0.188799134909629
4.474,0.66,26.4,0.552077439280757,0.304789498962798
4.492,0.66,26.4,0.552077439280757,0.304789498962798
4.492,0.647,25.88,0.519995996533516,0.270395836410884
4.508,0.66,26.4,0.552077439280757,0.304789498962798
4.525,0.634,25.36,0.489778819368446,0.239883291901949
4.542,0.66,26.4,0.552077439280757,0.304789498962798
4.542,0.634,25.36,0.489778819368446,0.239883291901949
4.559,0.569,22.76,0.363078054770101,0.131825673855641
4.575,0.647,25.88,0.519995996533516,0.270395836410884
4.575,0.595,23.8,0.409260659730011,0.167494287602644
4.591,0.479,19.16,0.239883291901949,0.0575439937337157
4.607,0.608,24.32,0.434510224171571,0.188799134909629
4.625,0.518,20.72,0.287078058202469,0.0824138115013002
4.625,0.272,10.88,0.0924698173938222,0.00855066712884683
4.642,0.544,21.76,0.323593656929628,0.10471285480509
4.66,0.349,13.96,0.131825673855641,0.0173780082874937
4.66,0.311,12.44,0.110662378397767,0.0122461619926505
4.678,0.401,16.04,0.167494287602644,0.0280543363795171
4.695,0.246,9.84,0.0820351544329818,0.00672976656284318
4.695,0.492,19.68,0.254683025258504,0.0648634433548238
4.713,0.181,7.24,0.0608135001278718,0.00369828179780266
4.733,0.479,19.16,0.239883291901949,0.0575439937337157
4.733,0.595,23.8,0.409260659730011,0.167494287602644
4.75,0.44,17.6,0.200447202736516,0.040179081084894
4.769,0.569,22.76,0.363078054770101,0.131825673855641
4.769,0.388,15.52,0.157761126969935,0.0248885731828239
4.788,0.544,21.76,0.323593656929628,0.10471285480509
4.805,0.621,24.84,0.461317574560379,0.212813904598271
4.805,0.544,21.76,0.323593656929628,0.10471285480509
4.823,0.621,24.84,0.461317574560379,0.212813904598271
4.841,0.634,25.36,0.489778819368446,0.239883291901949
4.841,0.595,23.8,0.409260659730011,0.167494287602644
4.859,0.647,25.88,0.519995996533516,0.270395836410884
4.876,0.66,26.4,0.552077439280757,0.304789498962798
4.876,0.647,25.88,0.519995996533516,0.270395836410884
4.893,0.66,26.4,0.552077439280757,0.304789498962798
4.911,0.634,25.36,0.489778819368446,0.239883291901949
4.911,0.647,25.88,0.519995996533516,0.270395836410884
4.928,0.634,25.36,0.489778819368446,0.239883291901949
4.944,0.595,23.8,0.409260659730011,0.167494287602644
4.945,0.647,25.88,0.519995996533516,0.270395836410884
4.962,0.608,24.32,0.434510224171571,0.188799134909629
4.98,0.505,20.2,0.270395836410884,0.0731139083483417
4.981,0.621,24.84,0.461317574560379,0.212813904598271
4.997,0.531,21.24,0.304789498962798,0.0928966386779936
5.015,0.311,12.44,0.110662378397767,0.0122461619926505
5.015,0.556,22.24,0.341979442513709,0.116949939101987
5.033,0.375,15,0.148593564228701,0.022080047330189
5.05,0.272,10.88,0.0924698173938222,0.00855066712884683
5.068,0.44,17.6,0.200447202736516,0.040179081084894
5.068,0.181,7.24,0.0608135001278718,0.00369828179780266
5.085,0.479,19.16,0.239883291901949,0.0575439937337157
5.102,0.272,10.88,0.0924698173938222,0.00855066712884683
5.102,0.453,18.12,0.212813904598271,0.0452897579903621
5.12,0.582,23.28,0.385478357665772,0.148593564228701
5.136,0.414,16.56,0.177827941003892,0.0316227766016838
5.136,0.556,22.24,0.341979442513709,0.116949939101987
5.155,0.324,12.96,0.117489755493953,0.0138038426460288
5.172,0.544,21.76,0.323593656929628,0.10471285480509
5.172,0.621,24.84,0.461317574560379,0.212813904598271
5.19,0.505,20.2,0.270395836410884,0.0731139083483417
5.207,0.608,24.32,0.434510224171571,0.188799134909629
5.207,0.647,25.88,0.519995996533516,0.270395836410884
5.224,0.595,23.8,0.409260659730011,0.167494287602644
5.241,0.647,25.88,0.519995996533516,0.270395836410884
5.241,0.647,25.88,0.519995996533516,0.270395836410884
5.258,0.647,25.88,0.519995996533516,0.270395836410884
5.276,0.66,26.4,0.552077439280757,0.304789498962798
5.293,0.647,25.88,0.519995996533516,0.270395836410884
5.293,0.66,26.4,0.552077439280757,0.304789498962798
5.311,0.634,25.36,0.489778819368446,0.239883291901949
5.328,0.582,23.28,0.385478357665772,0.148593564228701
5.328,0.647,25.88,0.519995996533516,0.270395836410884
5.346,0.621,24.84,0.461317574560379,0.212813904598271
5.364,0.518,20.72,0.287078058202469,0.0824138115013002
5.364,0.621,24.84,0.461317574560379,0.212813904598271
5.383,0.544,21.76,0.323593656929628,0.10471285480509
5.401,0.349,13.96,0.131825673855641,0.0173780082874937
5.401,0.556,22.24,0.341979442513709,0.116949939101987
5.421,0.621,24.84,0.461317574560379,0.212813904598271
5.421,0.22,8.8,0.0727779804536824,0.00529663443891658
5.44,0.453,18.12,0.212813904598271,0.0452897579903621
5.458,0.168,6.72,0.0572796030985829,0.00328095293113119
5.458,0.466,18.64,0.225943577022098,0.0510504999975407
5.477,0.194,7.76,0.0645654229034656,0.00416869383470336
5.494,0.427,17.08,0.188799134909629,0.0356451133426244
5.495,0.569,22.76,0.363078054770101,0.131825673855641
5.511,0.375,15,0.148593564228701,0.022080047330189
5.528,0.544,21.76,0.323593656929628,0.10471285480509
5.528,0.311,12.44,0.110662378397767,0.0122461619926505
5.546,0.531,21.24,0.304789498962798,0.0928966386779936
5.563,0.608,24.32,0.434510224171571,0.188799134909629
5.563,0.492,19.68,0.254683025258504,0.0648634433548238
5.583,0.595,23.8,0.409260659730011,0.167494287602644
5.602,0.647,25.88,0.519995996533516,0.270395836410884
5.602,0.582,23.28,0.385478357665772,0.148593564228701
5.619,0.634,25.36,0.489778819368446,0.239883291901949
5.637,0.647,25.88,0.519995996533516,0.270395836410884
5.637,0.621,24.84,0.461317574560379,0.212813904598271
5.656,0.66,26.4,0.552077439280757,0.304789498962798
5.674,0.647,25.88,0.519995996533516,0.270395836410884
5.674,0.647,25.88,0.519995996533516,0.270395836410884
5.692,0.647,25.88,0.519995996533516,0.270395836410884
5.712,0.608,24.32,0.434510224171571,0.188799134909629
5.712,0.647,25.88,0.519995996533516,0.270395836410884
5.731,0.608,24.32,0.434510224171571,0.188799134909629
5.731,0.531,21.24,0.304789498962798,0.0928966386779936
5.75,0.634,25.36,0.489778819368446,0.239883291901949
5.768,0.556,22.24,0.341979442513709,0.116949939101987
5.768,0.375,15,0.148593564228701,0.022080047330189
5.785,0.569,22.76,0.363078054770101,0.131825673855641
5.803,0.44,17.6,0.200447202736516,0.040179081084894
5.803,0.207,8.28,0.0685488226452661,0.00469894108605215
5.82,0.466,18.64,0.225943577022098,0.0510504999975407
