Time_s,DetectorVoltage_V,Power_dB,RelativeAmplitude,RelativePower
33.267,0.233,9.32,0.0645654229034656,0.00416869383470336
33.286,0.621,24.84,0.385478357665772,0.148593564228701
33.286,0.22,8.8,0.0608135001278718,0.00369828179780266
33.303,0.582,23.28,0.322106879128343,0.103752841581801
33.323,0.699,27.96,0.552077439280757,0.304789498962798
33.323,0.518,20.72,0.239883291901949,0.0575439937337157
33.341,0.699,27.96,0.552077439280757,0.304789498962798
33.359,0.751,30.04,0.701455298419971,0.492039535681451
33.359,0.673,26.92,0.489778819368446,0.239883291901949
33.377,0.738,29.52,0.660693448007596,0.436515832240166
33.395,0.776,31.04,0.787045789695099,0.619441075076782
33.395,0.725,29,0.622300285169159,0.387257644921617
33.412,0.764,30.56,0.744731973905989,0.554625712957911
33.43,0.776,31.04,0.787045789695099,0.619441075076782
33.43,0.764,30.56,0.744731973905989,0.554625712957911
33.449,0.789,31.56,0.835603018231248,0.698232404077172
33.466,0.751,30.04,0.701455298419971,0.492039535681451
33.466,0.789,31.56,0.835603018231248,0.698232404077172
33.484,0.764,30.56,0.744731973905989,0.554625712957911
33.502,0.712,28.48,0.586138164514029,0.343557947899875
33.502,0.776,31.04,0.787045789695099,0.619441075076782
33.521,0.725,29,0.622300285169159,0.387257644921617
33.54,0.608,24.32,0.363078054770101,0.131825673855641
33.54,0.751,30.04,0.701455298419971,0.492039535681451
33.558,0.647,25.88,0.434510224171572,0.188799134909629
33.576,0.375,15,0.124165230759241,0.0154170045294956
33.577,0.686,27.44,0.519995996533516,0.270395836410885
33.594,0.544,21.76,0.270395836410884,0.0731139083483418
33.612,0.44,17.6,0.167494287602644,0.0280543363795171
33.612,0.518,20.72,0.239883291901949,0.0575439937337157
33.631,0.349,13.96,0.110153930954142,0.0121338885046498
33.631,0.647,25.88,0.434510224171572,0.188799134909629
33.65,0.194,7.76,0.0539510622515128,0.00291071711806661
33.668,0.621,24.84,0.385478357665772,0.148593564228701
33.668,0.738,29.52,0.660693448007596,0.436515832240166
33.685,0.595,23.8,0.341979442513709,0.116949939101987
33.704,0.725,29,0.622300285169159,0.387257644921617
33.704,0.531,21.24,0.254683025258504,0.0648634433548238
33.721,0.712,28.48,0.586138164514029,0.343557947899875
33.74,0.789,31.56,0.835603018231248,0.698232404077172
33.74,0.686,27.44,0.519995996533516,0.270395836410885
33.758,0.764,30.56,0.744731973905989,0.554625712957911
33.779,0.802,32.08,0.887156012037961,0.787045789695099
33.779,0.764,30.56,0.744731973905989,0.554625712957911
33.797,0.802,32.08,0.887156012037961,0.787045789695099
33.797,0.815,32.6,0.941889596522841,0.88715601203796
33.815,0.789,31.56,0.835603018231248,0.698232404077172
33.833,0.802,32.08,0.887156012037961,0.787045789695099
33.851,0.776,31.04,0.787045789695099,0.619441075076782
33.851,0.802,32.08,0.887156012037961,0.787045789695099
33.869,0.789,31.56,0.835603018231248,0.698232404077172
33.869,0.738,29.52,0.660693448007596,0.436515832240166
33.888,0.802,32.08,0.887156012037961,0.787045789695099
33.905,0.751,30.04,0.701455298419971,0.492039535681451
33.905,0.647,25.88,0.434510224171572,0.188799134909629
33.924,0.764,30.56,0.744731973905989,0.554625712957911
33.942,0.673,26.92,0.489778819368446,0.239883291901949
33.942,0.414,16.56,0.148593564228701,0.022080047330189
33.96,0.699,27.96,0.552077439280757,0.304789498962798
33.979,0.505,20.2,0.225943577022098,0.0510504999975407
33.979,0.582,23.28,0.322106879128343,0.103752841581801
33.996,0.569,22.76,0.303389118419427,0.0920449571753171
34.014,0.298,11.92,0.0870963589956081,0.00758577575029184
34.014,0.647,25.88,0.434510224171572,0.188799134909629
34.033,0.155,6.2,0.045081670454146,0.00203235701093622
34.051,0.608,24.32,0.363078054770101,0.131825673855641
34.052,0.738,29.52,0.660693448007596,0.436515832240166
34.07,0.569,22.76,0.303389118419427,0.0920449571753171
34.088,0.725,29,0.622300285169159,0.387257644921617
34.088,0.505,20.2,0.225943577022098,0.0510504999975407
34.106,0.712,28.48,0.586138164514029,0.343557947899875
34.124,0.776,31.04,0.787045789695099,0.619441075076782
34.124,0.686,27.44,0.519995996533516,0.270395836410885
34.141,0.776,31.04,0.787045789695099,0.619441075076782
34.16,0.815,32.6,0.941889596522841,0.88715601203796
34.16,0.764,30.56,0.744731973905989,0.554625712957911
34.178,0.815,32.6,0.941889596522841,0.88715601203796
34.178,0.815,32.6,0.941889596522841,0.88715601203796
34.198,0.802,32.08,0.887156012037961,0.787045789695099
34.217,0.828,33.12,1,1
34.217,0.789,31.56,0.835603018231248,0.698232404077172
34.235,0.815,32.6,0.941889596522841,0.88715601203796
34.253,0.802,32.08,0.887156012037961,0.787045789695099
34.253,0.764,30.56,0.744731973905989,0.554625712957911
34.271,0.802,32.08,0.887156012037961,0.787045789695099
34.29,0.776,31.04,0.787045789695099,0.619441075076782
34.29,0.673,26.92,0.489778819368446,0.239883291901949
34.307,0.789,31.56,0.835603018231248,0.698232404077172
34.325,0.699,27.96,0.552077439280757,0.304789498962798
34.325,0.505,20.2,0.225943577022098,0.0510504999975407
34.343,0.725,29,0.622300285169159,0.387257644921617
34.362,0.569,22.76,0.303389118419427,0.0920449571753171
34.362,0.336,13.44,0.103752841581801,0.0107646521362983
34.379,0.608,24.32,0.363078054770101,0.131825673855641
34.397,0.194,7.76,0.0539510622515128,0.00291071711806661
34.397,0.647,25.88,0.434510224171572,0.188799134909629
34.416,0.22,8.8,0.0608135001278718,0.00369828179780266
34.434,0.595,23.8,0.341979442513709,0.116949939101987
34.434,0.738,29.52,0.660693448007596,0.436515832240166
34.452,0.544,21.76,0.270395836410884,0.0731139083483418
34.469,0.725,29,0.622300285169159,0.387257644921617
34.469,0.479,19.16,0.200447202736516,0.040179081084894
34.487,0.699,27.96,0.552077439280757,0.304789498962798
34.504,0.776,31.04,0.787045789695099,0.619441075076782
34.505,0.686,27.44,0.519995996533516,0.270395836410885
34.523,0.764,30.56,0.744731973905989,0.554625712957911
34.541,0.815,32.6,0.941889596522841,0.88715601203796
34.541,0.751,30.04,0.701455298419971,0.492039535681451
34.561,0.802,32.08,0.887156012037961,0.787045789695099
34.561,0.815,32.6,0.941889596522841,0.88715601203796
34.579,0.802,32.08,0.887156012037961,0.787045789695099
34.598,0.815,32.6,0.941889596522841,0.88715601203796
34.598,0.802,32.08,0.887156012037961,0.787045789695099
34.617,0.815,32.6,0.941889596522841,0.88715601203796
34.635,0.815,32.6,0.941889596522841,0.88715601203796
34.635,0.764,30.56,0.744731973905989,0.554625712957911
34.655,0.815,32.6,0.941889596522841,0.88715601203796
34.673,0.776,31.04,0.787045789695099,0.619441075076782
34.673,0.686,27.44,0.519995996533516,0.270395836410885
34.692,0.789,31.56,0.835603018231248,0.698232404077172
34.692,0.712,28.48,0.586138164514029,0.343557947899875
34.711,0.531,21.24,0.254683025258504,0.0648634433548238
34.73,0.725,29,0.622300285169159,0.387257644921617
34.73,0.582,23.28,0.322106879128343,0.103752841581801
34.749,0.311,12.44,0.0924698173938222,0.00855066712884683
34.768,0.634,25.36,0.409260659730011,0.167494287602644
34.768,0.207,8.28,0.057279603098583,0.00328095293113119
34.787,0.621,24.84,0.385478357665772,0.148593564228701
34.787,0.298,11.92,0.0870963589956081,0.00758577575029184
34.805,0.582,23.28,0.322106879128343,0.103752841581801
34.824,0.725,29,0.622300285169159,0.387257644921617
34.824,0.518,20.72,0.239883291901949,0.0575439937337157
34.842,0.699,27.96,0.552077439280757,0.304789498962798
34.861,0.44,17.6,0.167494287602644,0.0280543363795171
34.861,0.686,27.44,0.519995996533516,0.270395836410885
34.879,0.764,30.56,0.744731973905989,0.554625712957911
34.898,0.647,25.88,0.434510224171572,0.188799134909629
34.898,0.764,30.56,0.744731973905989,0.554625712957911
34.916,0.802,32.08,0.887156012037961,0.787045789695099
34.933,0.751,30.04,0.701455298419971,0.492039535681451
34.933,0.802,32.08,0.887156012037961,0.787045789695099
34.951,0.815,32.6,0.941889596522841,0.88715601203796
34.97,0.789,31.56,0.835603018231248,0.698232404077172
34.97,0.815,32.6,0.941889596522841,0.88715601203796
34.987,0.789,31.56,0.835603018231248,0.698232404077172
35.005,0.802,32.08,0.887156012037961,0.787045789695099
35.005,0.802,32.08,0.887156012037961,0.787045789695099
35.024,0.764,30.56,0.744731973905989,0.554625712957911
35.041,0.802,32.08,0.887156012037961,0.787045789695099
35.041,0.776,31.04,0.787045789695099,0.619441075076782
35.059,0.699,27.96,0.552077439280757,0.304789498962798
35.077,0.789,31.56,0.835603018231248,0.698232404077172
35.077,0.725,29,0.622300285169159,0.387257644921617
35.096,0.556,22.24,0.285759054337495,0.0816582371358593
35.096,0.738,29.52,0.660693448007596,0.436515832240166
35.113,0.595,23.8,0.341979442513709,0.116949939101987
35.131,0.181,7.24,0.0508159442560561,0.0025822601906346
35.131,0.647,25.88,0.434510224171572,0.188799134909629
35.149,0.272,10.88,0.0772680585095703,0.00597035286583838
35.167,0.595,23.8,0.341979442513709,0.116949939101987
35.167,0.401,16.04,0.139958732257262,0.0195884467350599
35.186,0.531,21.24,0.254683025258504,0.0648634433548238
35.205,0.712,28.48,0.586138164514029,0.343557947899875
35.205,0.466,18.64,0.188799134909629,0.0356451133426244
35.223,0.686,27.44,0.519995996533516,0.270395836410885
35.242,0.336,13.44,0.103752841581801,0.0107646521362983
35.242,0.66,26.4,0.461317574560379,0.212813904598271
35.259,0.764,30.56,0.744731973905989,0.554625712957911
35.279,0.621,24.84,0.385478357665772,0.148593564228701
35.279,0.738,29.52,0.660693448007596,0.436515832240166
35.297,0.789,31.56,0.835603018231248,0.698232404077172
35.314,0.738,29.52,0.660693448007596,0.436515832240166
35.314,0.789,31.56,0.835603018231248,0.698232404077172
35.332,0.802,32.08,0.887156012037961,0.787045789695099
35.35,0.776,31.04,0.787045789695099,0.619441075076782
35.35,0.802,32.08,0.887156012037961,0.787045789695099
35.368,0.789,31.56,0.835603018231248,0.698232404077172
35.386,0.789,31.56,0.835603018231248,0.698232404077172
35.386,0.789,31.56,0.835603018231248,0.698232404077172
35.405,0.764,30.56,0.744731973905989,0.554625712957911
35.422,0.789,31.56,0.835603018231248,0.698232404077172
35.422,0.764,30.56,0.744731973905989,0.554625712957911
35.439,0.699,27.96,0.552077439280757,0.304789498962798
35.457,0.776,31.04,0.787045789695099,0.619441075076782
35.457,0.699,27.96,0.552077439280757,0.304789498962798
35.475,0.556,22.24,0.285759054337495,0.0816582371358593
35.493,0.725,29,0.622300285169159,0.387257644921617
35.493,0.595,23.8,0.341979442513709,0.116949939101987
35.511,0.233,9.32,0.0645654229034656,0.00416869383470336
35.528,0.621,24.84,0.385478357665772,0.148593564228701
35.528,0.298,11.92,0.0870963589956081,0.00758577575029184
35.545,0.505,20.2,0.225943577022098,0.0510504999975407
35.563,0.388,15.52,0.131825673855641,0.0173780082874938
35.563,0.44,17.6,0.167494287602644,0.0280543363795171
35.581,0.621,24.84,0.385478357665772,0.148593564228701
35.6,0.336,13.44,0.103752841581801,0.0107646521362983
35.6,0.582,23.28,0.322106879128343,0.103752841581801
35.618,0.207,8.28,0.057279603098583,0.00328095293113119
35.636,0.544,21.76,0.270395836410884,0.0731139083483418
35.636,0.647,25.88,0.434510224171572,0.188799134909629
35.654,0.505,20.2,0.225943577022098,0.0510504999975407
35.672,0.621,24.84,0.385478357665772,0.148593564228701
35.672,0.673,26.92,0.489778819368446,0.239883291901949
35.69,0.595,23.8,0.341979442513709,0.116949939101987
35.709,0.673,26.92,0.489778819368446,0.239883291901949
35.709,0.686,27.44,0.519995996533516,0.270395836410885
35.727,0.66,26.4,0.461317574560379,0.212813904598271
35.727,0.686,27.44,0.519995996533516,0.270395836410885
35.745,0.686,27.44,0.519995996533516,0.270395836410885
35.762,0.686,27.44,0.519995996533516,0.270395836410885
35.762,0.699,27.96,0.552077439280757,0.304789498962798
35.781,0.673,26.92,0.489778819368446,0.239883291901949
35.798,0.699,27.96,0.552077439280757,0.304789498962798
35.798,0.673,26.92,0.489778819368446,0.239883291901949
35.816,0.621,24.84,0.385478357665772,0.148593564228701
35.833,0.686,27.44,0.519995996533516,0.270395836410885
35.833,0.634,25.36,0.409260659730011,0.167494287602644
35.851,0.492,19.68,0.212813904598271,0.0452897579903621
35.869,0.66,26.4,0.461317574560379,0.212813904598271
35.888,0.531,21.24,0.254683025258504,0.0648634433548238
35.888,0.233,9.32,0.0645654229034656,0.00416869383470336
35.905,0.569,22.76,0.303389118419427,0.0920449571753171
35.922,0.311,12.44,0.0924698173938222,0.00855066712884683
35.922,0.44,17.6,0.167494287602644,0.0280543363795171
35.94,0.401,16.04,0.139958732257262,0.0195884467350599
35.957,0.375,15,0.124165230759241,0.0154170045294956
35.957,0.582,23.28,0.322106879128343,0.103752841581801
35.976,0.285,11.4,0.0820351544329818,0.00672976656284318
35.994,0.582,23.28,0.322106879128343,0.103752841581801
35.994,0.194,7.76,0.0539510622515128,0.00291071711806661
36.012,0.544,21.76,0.270395836410884,0.0731139083483418
36.03,0.673,26.92,0.489778819368446,0.239883291901949
36.03,0.505,20.2,0.225943577022098,0.0510504999975407
36.047,0.66,26.4,0.461317574560379,0.212813904598271
36.066,0.725,29,0.622300285169159,0.387257644921617
36.066,0.66,26.4,0.461317574560379,0.212813904598271
36.084,0.725,29,0.622300285169159,0.387257644921617
36.084,0.751,30.04,0.701455298419971,0.492039535681451
36.102,0.725,29,0.622300285169159,0.387257644921617
36.12,0.751,30.04,0.701455298419971,0.492039535681451
36.12,0.751,30.04,0.701455298419971,0.492039535681451
36.137,0.764,30.56,0.744731973905989,0.554625712957911
36.156,0.764,30.56,0.744731973905989,0.554625712957911
36.156,0.738,29.52,0.660693448007596,0.436515832240166
36.174,0.764,30.56,0.744731973905989,0.554625712957911
36.191,0.751,30.04,0.701455298419971,0.492039535681451
36.191,0.686,27.44,0.519995996533516,0.270395836410885
36.21,0.764,30.56,0.744731973905989,0.554625712957911
36.227,0.712,28.48,0.586138164514029,0.343557947899875
36.227,0.595,23.8,0.341979442513709,0.116949939101987
36.245,0.725,29,0.622300285169159,0.387257644921617
36.263,0.621,24.84,0.385478357665772,0.148593564228701
36.263,0.324,12.96,0.0981747943019985,0.00963829023623972
36.28,0.66,26.4,0.461317574560379,0.212813904598271
36.298,0.44,17.6,0.167494287602644,0.0280543363795171
36.316,0.466,18.64,0.188799134909629,0.0356451133426244
36.316,0.505,20.2,0.225943577022098,0.0510504999975407
36.334,0.375,15,0.124165230759241,0.0154170045294956
36.335,0.66,26.4,0.461317574560379,0.212813904598271
36.352,0.233,9.32,0.0645654229034656,0.00416869383470336
36.369,0.634,25.36,0.409260659730011,0.167494287602644
36.369,0.738,29.52,0.660693448007596,0.436515832240166
36.387,0.595,23.8,0.341979442513709,0.116949939101987
36.405,0.725,29,0.622300285169159,0.387257644921617
36.405,0.556,22.24,0.285759054337495,0.0816582371358593
36.423,0.712,28.48,0.586138164514029,0.343557947899875
36.441,0.764,30.56,0.744731973905989,0.554625712957911
36.459,0.673,26.92,0.489778819368446,0.239883291901949
36.459,0.764,30.56,0.744731973905989,0.554625712957911
36.476,0.802,32.08,0.887156012037961,0.787045789695099
36.494,0.751,30.04,0.701455298419971,0.492039535681451
36.494,0.789,31.56,0.835603018231248,0.698232404077172
36.512,0.802,32.08,0.887156012037961,0.787045789695099
36.529,0.776,31.04,0.787045789695099,0.619441075076782
36.529,0.802,32.08,0.887156012037961,0.787045789695099
36.546,0.789,31.56,0.835603018231248,0.698232404077172
36.564,0.802,32.08,0.887156012037961,0.787045789695099
36.564,0.789,31.56,0.835603018231248,0.698232404077172
36.582,0.725,29,0.622300285169159,0.387257644921617
36.6,0.802,32.08,0.887156012037961,0.787045789695099
36.6,0.751,30.04,0.701455298419971,0.492039535681451
36.618,0.634,25.36,0.409260659730011,0.167494287602644
36.636,0.764,30.56,0.744731973905989,0.554625712957911
36.636,0.673,26.92,0.489778819368446,0.239883291901949
36.654,0.375,15,0.124165230759241,0.0154170045294956
36.673,0.699,27.96,0.552077439280757,0.304789498962798
36.673,0.479,19.16,0.200447202736516,0.040179081084894
36.692,0.453,18.12,0.177827941003892,0.0316227766016838
36.692,0.556,22.24,0.285759054337495,0.0816582371358593
36.71,0.336,13.44,0.103752841581801,0.0107646521362983
36.728,0.647,25.88,0.434510224171572,0.188799134909629
36.728,0.207,8.28,0.057279603098583,0.00328095293113119
36.746,0.634,25.36,0.409260659730011,0.167494287602644
36.764,0.738,29.52,0.660693448007596,0.436515832240166
36.764,0.582,23.28,0.322106879128343,0.103752841581801
36.781,0.712,28.48,0.586138164514029,0.343557947899875
36.8,0.531,21.24,0.254683025258504,0.0648634433548238
36.8,0.699,27.96,0.552077439280757,0.304789498962798
36.818,0.776,31.04,0.787045789695099,0.619441075076782
36.836,0.686,27.44,0.519995996533516,0.270395836410885
36.836,0.764,30.56,0.744731973905989,0.554625712957911
36.854,0.789,31.56,0.835603018231248,0.698232404077172
36.872,0.751,30.04,0.701455298419971,0.492039535681451
36.872,0.789,31.56,0.835603018231248,0.698232404077172
36.891,0.789,31.56,0.835603018231248,0.698232404077172
36.908,0.776,31.04,0.787045789695099,0.619441075076782
36.908,0.789,31.56,0.835603018231248,0.698232404077172
36.926,0.776,31.04,0.787045789695099,0.619441075076782
36.945,0.789,31.56,0.835603018231248,0.698232404077172
36.945,0.776,31.04,0.787045789695099,0.619441075076782
36.963,0.725,29,0.622300285169159,0.387257644921617
36.981,0.776,31.04,0.787045789695099,0.619441075076782
36.981,0.751,30.04,0.701455298419971,0.492039535681451
36.998,0.647,25.88,0.434510224171572,0.188799134909629
37.017,0.751,30.04,0.701455298419971,0.492039535681451
37.017,0.673,26.92,0.489778819368446,0.239883291901949
37.034,0.453,18.12,0.177827941003892,0.0316227766016838
37.052,0.686,27.44,0.519995996533516,0.270395836410885
37.052,0.582,23.28,0.322106879128343,0.103752841581801
37.07,0.349,13.96,0.110153930954142,0.0121338885046498
37.089,0.556,22.24,0.285759054337495,0.0816582371358593
37.089,0.22,8.8,0.0608135001278718,0.00369828179780266
37.107,0.634,25.36,0.409260659730011,0.167494287602644
37.125,0.168,6.72,0.0478630092322639,0.00229086765276777
37.125,0.582,23.28,0.322106879128343,0.103752841581801
37.143,0.725,29,0.622300285169159,0.387257644921617
37.16,0.531,21.24,0.254683025258504,0.0648634433548238
37.161,0.699,27.96,0.552077439280757,0.304789498962798
37.178,0.479,19.16,0.200447202736516,0.040179081084894
37.196,0.673,26.92,0.489778819368446,0.239883291901949
37.197,0.751,30.04,0.701455298419971,0.492039535681451
37.214,0.66,26.4,0.461317574560379,0.212813904598271
37.234,0.751,30.04,0.701455298419971,0.492039535681451
37.234,0.789,31.56,0.835603018231248,0.698232404077172
37.251,0.738,29.52,0.660693448007596,0.436515832240166
37.252,0.789,31.56,0.835603018231248,0.698232404077172
37.269,0.789,31.56,0.835603018231248,0.698232404077172
37.287,0.776,31.04,0.787045789695099,0.619441075076782
37.304,0.789,31.56,0.835603018231248,0.698232404077172
37.304,0.764,30.56,0.744731973905989,0.554625712957911
37.322,0.789,31.56,0.835603018231248,0.698232404077172
37.341,0.776,31.04,0.787045789695099,0.619441075076782
37.341,0.725,29,0.622300285169159,0.387257644921617
37.359,0.776,31.04,0.787045789695099,0.619441075076782
37.359,0.725,29,0.622300285169159,0.387257644921617
37.376,0.634,25.36,0.409260659730011,0.167494287602644
37.394,0.738,29.52,0.660693448007596,0.436515832240166
37.394,0.647,25.88,0.434510224171572,0.188799134909629
37.413,0.44,17.6,0.167494287602644,0.0280543363795171
37.43,0.66,26.4,0.461317574560379,0.212813904598271
37.43,0.492,19.68,0.212813904598271,0.0452897579903621
37.448,0.298,11.92,0.0870963589956081,0.00758577575029184
37.466,0.531,21.24,0.254683025258504,0.0648634433548238
37.466,0.168,6.72,0.0478630092322639,0.00229086765276777
37.484,0.531,21.24,0.254683025258504,0.0648634433548238
37.502,0.207,8.28,0.057279603098583,0.00328095293113119
37.502,0.466,18.64,0.188799134909629,0.0356451133426244
37.52,0.595,23.8,0.341979442513709,0.116949939101987
37.538,0.401,16.04,0.139958732257262,0.0195884467350599
37.538,0.544,21.76,0.270395836410884,0.0731139083483418
37.556,0.298,11.92,0.0870963589956081,0.00758577575029184
37.573,0.505,20.2,0.225943577022098,0.0510504999975407
37.573,0.556,22.24,0.285759054337495,0.0816582371358593
37.591,0.44,17.6,0.167494287602644,0.0280543363795171
37.609,0.518,20.72,0.239883291901949,0.0575439937337157
37.609,0.531,21.24,0.254683025258504,0.0648634433548238
37.628,0.492,19.68,0.212813904598271,0.0452897579903621
37.646,0.544,21.76,0.270395836410884,0.0731139083483418
37.646,0.556,22.24,0.285759054337495,0.0816582371358593
37.664,0.556,22.24,0.285759054337495,0.0816582371358593
37.682,0.608,24.32,0.363078054770101,0.131825673855641
37.682,0.621,24.84,0.385478357665772,0.148593564228701
37.699,0.673,26.92,0.489778819368446,0.239883291901949
37.717,0.673,26.92,0.489778819368446,0.239883291901949
37.717,0.673,26.92,0.489778819368446,0.239883291901949
37.735,0.725,29,0.622300285169159,0.387257644921617
37.754,0.712,28.48,0.586138164514029,0.343557947899875
37.754,0.647,25.88,0.434510224171572,0.188799134909629
37.772,0.764,30.56,0.744731973905989,0.554625712957911
37.789,0.686,27.44,0.519995996533516,0.270395836410885
37.789,0.531,21.24,0.254683025258504,0.0648634433548238
37.808,0.725,29,0.622300285169159,0.387257644921617
37.826,0.608,24.32,0.363078054770101,0.131825673855641
37.827,0.207,8.28,0.057279603098583,0.00328095293113119
37.844,0.647,25.88,0.434510224171572,0.188799134909629
37.862,0.194,7.76,0.0539510622515128,0.00291071711806661
37.862,0.621,24.84,0.385478357665772,0.148593564228701
37.881,0.401,16.04,0.139958732257262,0.0195884467350599
37.901,0.569,22.76,0.303389118419427,0.0920449571753171
37.901,0.725,29,0.622300285169159,0.387257644921617
37.919,0.492,19.68,0.212813904598271,0.0452897579903621
37.919,0.699,27.96,0.552077439280757,0.304789498962798
37.937,0.375,15,0.124165230759241,0.0154170045294956
37.956,0.647,25.88,0.434510224171572,0.188799134909629
37.956,0.738,29.52,0.660693448007596,0.436515832240166
37.973,0.582,23.28,0.322106879128343,0.103752841581801
37.992,0.673,26.92,0.489778819368446,0.239883291901949
37.992,0.712,28.48,0.586138164514029,0.343557947899875
38.01,0.608,24.32,0.363078054770101,0.131825673855641
38.028,0.634,25.36,0.409260659730011,0.167494287602644
38.028,0.608,24.32,0.363078054770101,0.131825673855641
38.045,0.544,21.76,0.270395836410884,0.0731139083483418
38.064,0.531,21.24,0.254683025258504,0.0648634433548238
38.064,0.492,19.68,0.212813904598271,0.0452897579903621
38.082,0.569,22.76,0.303389118419427,0.0920449571753171
38.101,0.531,21.24,0.254683025258504,0.0648634433548238
38.101,0.505,20.2,0.225943577022098,0.0510504999975407
38.119,0.569,22.76,0.303389118419427,0.0920449571753171
38.137,0.582,23.28,0.322106879128343,0.103752841581801
38.137,0.531,21.24,0.254683025258504,0.0648634433548238
38.156,0.634,25.36,0.409260659730011,0.167494287602644
38.173,0.582,23.28,0.322106879128343,0.103752841581801
38.173,0.453,18.12,0.177827941003892,0.0316227766016838
38.192,0.634,25.36,0.409260659730011,0.167494287602644
38.192,0.505,20.2,0.225943577022098,0.0510504999975407
38.211,0.168,6.72,0.0478630092322639,0.00229086765276777
38.231,0.556,22.24,0.285759054337495,0.0816582371358593
38.231,0.259,10.36,0.0727779804536824,0.00529663443891658
38.249,0.492,19.68,0.212813904598271,0.0452897579903621
38.267,0.336,13.44,0.103752841581801,0.0107646521362983
38.267,0.466,18.64,0.188799134909629,0.0356451133426244
38.287,0.699,27.96,0.552077439280757,0.304789498962798
38.306,0.388,15.52,0.131825673855641,0.0173780082874938
38.306,0.621,24.84,0.385478357665772,0.148593564228701
38.325,0.298,11.92,0.0870963589956081,0.00758577575029184
38.325,0.608,24.32,0.363078054770101,0.131825673855641
38.346,0.712,28.48,0.586138164514029,0.343557947899875
38.366,0.582,23.28,0.322106879128343,0.103752841581801
38.366,0.699,27.96,0.552077439280757,0.304789498962798
38.386,0.751,30.04,0.701455298419971,0.492039535681451
38.386,0.699,27.96,0.552077439280757,0.304789498962798
38.406,0.751,30.04,0.701455298419971,0.492039535681451
38.425,0.776,31.04,0.787045789695099,0.619441075076782
38.425,0.751,30.04,0.701455298419971,0.492039535681451
38.444,0.776,31.04,0.787045789695099,0.619441075076782
38.444,0.776,31.04,0.787045789695099,0.619441075076782
38.462,0.776,31.04,0.787045789695099,0.619441075076782
38.481,0.776,31.04,0.787045789695099,0.619441075076782
38.481,0.751,30.04,0.701455298419971,0.492039535681451
38.498,0.789,31.56,0.835603018231248,0.698232404077172
38.517,0.764,30.56,0.744731973905989,0.554625712957911
38.517,0.699,27.96,0.552077439280757,0.304789498962798
38.534,0.776,31.04,0.787045789695099,0.619441075076782
38.553,0.725,29,0.622300285169159,0.387257644921617
38.553,0.582,23.28,0.322106879128343,0.103752841581801
38.573,0.738,29.52,0.660693448007596,0.436515832240166
38.573,0.608,24.32,0.363078054770101,0.131825673855641
38.592,0.544,21.76,0.270395836410884,0.0731139083483418
38.61,0.647,25.88,0.434510224171572,0.188799134909629
38.61,0.349,13.96,0.110153930954142,0.0121338885046498
38.629,0.544,21.76,0.270395836410884,0.0731139083483418
38.648,0.453,18.12,0.177827941003892,0.0316227766016838
38.649,0.466,18.64,0.188799134909629,0.0356451133426244
38.667,0.686,27.44,0.519995996533516,0.270395836410885
38.686,0.362,14.48,0.116949939101987,0.0136772882559585
38.686,0.647,25.88,0.434510224171572,0.188799134909629
38.705,0.246,9.84,0.0685488226452662,0.00469894108605216
38.705,0.621,24.84,0.385478357665772,0.148593564228701
38.723,0.738,29.52,0.660693448007596,0.436515832240166
38.741,0.582,23.28,0.322106879128343,0.103752841581801
38.741,0.725,29,0.622300285169159,0.387257644921617
38.759,0.776,31.04,0.787045789695099,0.619441075076782
38.778,0.712,28.48,0.586138164514029,0.343557947899875
38.778,0.776,31.04,0.787045789695099,0.619441075076782
38.795,0.802,32.08,0.887156012037961,0.787045789695099
38.813,0.764,30.56,0.744731973905989,0.554625712957911
38.813,0.802,32.08,0.887156012037961,0.787045789695099
38.831,0.789,31.56,0.835603018231248,0.698232404077172
38.849,0.789,31.56,0.835603018231248,0.698232404077172
38.849,0.802,32.08,0.887156012037961,0.787045789695099
38.866,0.751,30.04,0.701455298419971,0.492039535681451
38.884,0.802,32.08,0.887156012037961,0.787045789695099
38.884,0.776,31.04,0.787045789695099,0.619441075076782
38.903,0.712,28.48,0.586138164514029,0.343557947899875
38.921,0.776,31.04,0.787045789695099,0.619441075076782
38.921,0.725,29,0.622300285169159,0.387257644921617
38.938,0.595,23.8,0.341979442513709,0.116949939101987
38.956,0.725,29,0.622300285169159,0.387257644921617
38.956,0.634,25.36,0.409260659730011,0.167494287602644
38.975,0.311,12.44,0.0924698173938222,0.00855066712884683
38.993,0.647,25.88,0.434510224171572,0.188799134909629
38.993,0.401,16.04,0.139958732257262,0.0195884467350599
39.011,0.492,19.68,0.212813904598271,0.0452897579903621
39.028,0.492,19.68,0.212813904598271,0.0452897579903621
39.028,0.414,16.56,0.148593564228701,0.022080047330189
39.047,0.66,26.4,0.461317574560379,0.212813904598271
39.065,0.285,11.4,0.0820351544329818,0.00672976656284318
39.065,0.621,24.84,0.385478357665772,0.148593564228701
39.084,0.246,9.84,0.0685488226452662,0.00469894108605216
39.104,0.595,23.8,0.341979442513709,0.116949939101987
39.104,0.725,29,0.622300285169159,0.387257644921617
39.122,0.544,21.76,0.270395836410884,0.0731139083483418
39.122,0.686,27.44,0.519995996533516,0.270395836410885
39.141,0.751,30.04,0.701455298419971,0.492039535681451
39.158,0.673,26.92,0.489778819368446,0.239883291901949
