时间(s),电压(V)
20.817,0.712
20.836,0.595
20.853,0.155
20.853,0.621
20.871,0.336
20.890,0.531
20.890,0.414
20.908,0.479
20.925,0.686
20.925,0.388
20.942,0.660
20.960,0.246
20.960,0.634
20.979,0.751
20.997,0.595
20.997,0.738
21.018,0.802
21.037,0.725
21.037,0.789
21.056,0.802
21.056,0.776
21.073,0.815
21.090,0.802
21.091,0.789
21.110,0.802
21.127,0.764
21.127,0.802
21.145,0.776
21.162,0.712
21.162,0.776
21.180,0.712
21.198,0.621
21.198,0.725
21.215,0.621
21.234,0.298
21.234,0.660
21.251,0.440
21.268,0.518
21.268,0.479
21.286,0.440
21.303,0.699
21.322,0.336
21.322,0.647
21.340,0.155
21.340,0.621
21.358,0.725
21.376,0.569
21.376,0.725
21.394,0.776
21.411,0.699
21.411,0.764
21.431,0.802
21.449,0.764
21.449,0.802
21.466,0.802
21.484,0.802
21.484,0.802
21.502,0.776
21.520,0.802
21.520,0.776
21.539,0.725
21.560,0.789
21.560,0.738
21.579,0.621
21.579,0.751
21.597,0.647
21.616,0.362
21.616,0.673
21.636,0.466
21.654,0.466
21.654,0.544
21.673,0.349
21.673,0.660
21.693,0.220
21.713,0.634
21.713,0.751
21.731,0.595
21.748,0.738
21.748,0.544
21.766,0.712
21.784,0.776
21.784,0.699
21.802,0.776
21.820,0.802
21.820,0.764
21.840,0.802
21.840,0.802
21.858,0.789
21.877,0.802
21.877,0.776
21.895,0.802
21.913,0.789
21.913,0.738
21.931,0.789
21.950,0.751
21.950,0.634
21.969,0.764
21.990,0.673
21.990,0.388
22.010,0.699
22.010,0.518
22.032,0.479
22.032,0.544
22.054,0.324
22.073,0.647
22.073,0.142
22.092,0.621
22.092,0.725
22.112,0.569
22.131,0.725
22.131,0.518
22.150,0.699
22.150,0.776
22.170,0.686
22.189,0.776
22.189,0.802
22.208,0.751
22.227,0.802
22.227,0.802
22.246,0.789
22.246,0.802
22.266,0.789
22.284,0.802
22.284,0.789
22.304,0.751
22.322,0.802
22.322,0.764
22.340,0.660
22.340,0.764
22.358,0.686
22.376,0.479
22.376,0.712
22.394,0.556
22.413,0.362
22.413,0.595
22.431,0.168
22.448,0.634
22.449,0.194
22.466,0.595
22.483,0.725
22.484,0.544
22.503,0.712
22.522,0.582
22.522,0.686
22.540,0.764
22.558,0.660
22.558,0.764
22.576,0.802
22.594,0.751
22.594,0.789
22.611,0.802
22.630,0.789
22.630,0.802
22.649,0.789
22.667,0.802
22.667,0.802
22.685,0.751
22.702,0.802
22.702,0.764
22.720,0.686
22.738,0.764
22.738,0.699
22.756,0.492
22.775,0.725
22.775,0.544
22.793,0.298
22.793,0.608
22.811,0.142
22.828,0.660
22.847,0.272
22.847,0.569
22.865,0.712
22.865,0.505
22.883,0.699
22.901,0.427
22.901,0.660
22.918,0.764
22.937,0.647
22.937,0.751
22.955,0.789
22.974,0.738
22.974,0.802
22.993,0.802
23.010,0.789
23.010,0.802
23.027,0.802
23.046,0.802
23.046,0.789
23.065,0.764
23.082,0.802
23.082,0.776
23.100,0.699
23.117,0.789
23.117,0.725
23.136,0.544
23.155,0.738
23.155,0.595
23.173,0.194
23.189,0.634
23.191,0.233
23.209,0.595
23.227,0.375
23.227,0.634
23.245,0.725
23.262,0.479
23.262,0.699
23.280,0.362
23.298,0.673
23.298,0.764
23.316,0.634
23.334,0.751
23.334,0.789
23.352,0.738
23.369,0.789
23.369,0.815
23.387,0.776
23.405,0.802
23.405,0.802
23.422,0.802
23.441,0.802
23.441,0.764
23.458,0.789
23.476,0.776
23.476,0.699
23.494,0.789
23.511,0.712
23.511,0.569
23.529,0.725
23.546,0.608
23.546,0.582
23.566,0.647
23.583,0.311
23.583,0.556
23.599,0.427
23.618,0.492
23.618,0.686
23.636,0.401
23.654,0.673
23.654,0.272
23.672,0.647
23.691,0.751
23.691,0.608
23.710,0.738
23.710,0.776
23.728,0.712
23.747,0.776
23.747,0.802
23.765,0.764
23.783,0.802
23.783,0.802
23.804,0.789
23.822,0.802
23.822,0.776
23.839,0.802
23.857,0.776
23.857,0.712
23.875,0.789
23.892,0.725
23.893,0.595
23.910,0.751
23.928,0.634
23.928,0.233
23.946,0.673
23.964,0.375
23.964,0.544
23.981,0.479
23.999,0.466
23.999,0.686
24.017,0.362
24.035,0.673
24.035,0.168
24.054,0.647
24.071,0.738
24.072,0.582
24.091,0.725
24.109,0.789
24.109,0.712
24.127,0.776
24.127,0.802
24.145,0.776
24.165,0.802
24.165,0.802
24.181,0.789
24.199,0.802
24.199,0.776
24.217,0.815
24.234,0.789
24.234,0.725
24.253,0.802
24.270,0.738
24.270,0.621
24.288,0.751
24.305,0.647
24.305,0.349
24.323,0.686
24.341,0.453
24.358,0.479
24.358,0.518
24.377,0.414
24.377,0.673
24.396,0.246
24.413,0.634
24.413,0.751
24.432,0.608
24.449,0.738
24.449,0.544
24.467,0.725
24.485,0.789
24.485,0.699
24.504,0.776
24.522,0.802
24.522,0.764
24.538,0.802
24.556,0.802
24.556,0.802
24.574,0.828
24.591,0.789
24.591,0.815
24.610,0.802
24.628,0.738
24.628,0.802
24.646,0.751
24.663,0.647
24.663,0.764
24.683,0.673
24.700,0.388
24.700,0.699
24.720,0.479
24.739,0.466
24.739,0.556
24.757,0.349
24.777,0.673
24.777,0.518
24.796,0.621
24.796,0.751
24.814,0.595
24.832,0.725
24.832,0.544
24.850,0.712
24.868,0.776
24.868,0.686
24.886,0.776
24.904,0.815
24.904,0.764
24.922,0.802
24.939,0.815
24.939,0.802
24.957,0.815
24.975,0.789
24.975,0.815
24.994,0.802
25.010,0.751
25.012,0.802
25.029,0.764
25.047,0.660
25.047,0.776
25.065,0.686
25.084,0.634
25.084,0.712
25.102,0.556
25.120,0.414
25.121,0.595
25.139,0.259
25.157,0.660
25.157,0.194
25.175,0.608
25.175,0.738
25.194,0.556
25.211,0.725
25.211,0.492
25.229,0.699
25.247,0.776
25.248,0.673
25.266,0.776
25.284,0.815
25.284,0.764
25.302,0.802
25.320,0.815
25.320,0.802
25.339,0.815
25.358,0.789
25.358,0.815
25.378,0.802
25.378,0.764
25.396,0.802
25.415,0.764
25.415,0.673
25.433,0.776
25.452,0.712
25.452,0.492
25.470,0.725
25.489,0.569
25.489,0.453
25.508,0.608
25.525,0.168
25.525,0.621
25.544,0.272
25.544,0.582
25.562,0.738
25.580,0.518
25.580,0.712
25.599,0.453
25.617,0.686
25.617,0.776
25.635,0.660
25.653,0.764
25.654,0.802
25.672,0.751
25.690,0.802
25.691,0.815
25.710,0.789
25.728,0.802
25.729,0.802
25.747,0.815
25.747,0.802
25.766,0.776
25.785,0.815
25.785,0.802
25.804,0.699
25.822,0.789
25.822,0.725
25.841,0.556
25.859,0.738
25.859,0.608
25.879,0.233
25.879,0.647
25.897,0.634
25.916,0.608
25.916,0.375
25.935,0.556
25.954,0.725
25.954,0.492
25.972,0.699
25.972,0.388
25.990,0.673
26.010,0.776
26.010,0.647
26.029,0.751
26.046,0.802
26.047,0.751
26.065,0.802
26.085,0.815
26.085,0.789
26.103,0.802
26.122,0.802
26.122,0.802
26.140,0.802
26.140,0.764
26.158,0.802
26.177,0.764
26.177,0.686
26.195,0.764
26.215,0.699
26.215,0.556
26.232,0.699
26.250,0.569
26.250,0.181
26.269,0.595
26.288,0.272
26.288,0.505
26.307,0.401
26.307,0.427
26.326,0.608
26.344,0.336
26.344,0.569
26.362,0.246
26.380,0.531
26.380,0.621
26.399,0.479
26.417,0.595
26.417,0.647
26.437,0.569
26.437,0.621
26.455,0.647
26.473,0.608
26.474,0.634
26.492,0.621
26.511,0.621
26.511,0.634
26.529,0.595
26.548,0.621
26.548,0.595
26.566,0.531
26.584,0.595
26.584,0.531
26.602,0.414
26.621,0.595
26.621,0.453
26.639,0.194
26.656,0.479
26.657,0.233
26.675,0.349
26.675,0.298
26.694,0.272
26.712,0.492
26.712,0.220
26.730,0.453
26.749,0.168
26.749,0.427
26.767,0.544
26.785,0.375
26.785,0.518
26.804,0.569
26.821,0.492
26.822,0.569
26.841,0.582
26.858,0.556
26.858,0.582
26.877,0.582
26.894,0.582
26.894,0.582
26.913,0.556
26.930,0.582
26.931,0.556
26.948,0.492
26.966,0.556
26.967,0.518
26.985,0.388
27.003,0.518
27.003,0.414
27.021,0.168
27.021,0.440
27.039,0.233
27.058,0.259
27.058,0.272
27.075,0.207
27.093,0.440
27.094,0.168
27.112,0.414
27.129,0.453
27.129,0.401
27.147,0.544
27.166,0.375
27.166,0.531
27.184,0.608
27.202,0.531
27.202,0.621
27.220,0.660
27.239,0.608
27.239,0.660
27.256,0.673
27.275,0.673
27.275,0.686
27.295,0.660
27.295,0.686
27.312,0.673
27.329,0.608
27.347,0.699
27.348,0.634
27.367,0.505
27.367,0.647
27.385,0.556
27.405,0.272
27.405,0.582
27.425,0.349
27.448,0.375
27.448,0.427
27.468,0.298
27.468,0.556
27.488,0.207
27.488,0.531
27.508,0.647
27.527,0.492
27.527,0.621
27.546,0.453
27.546,0.608
27.563,0.686
27.581,0.595
27.581,0.686
27.599,0.712
27.619,0.673
27.619,0.699
27.637,0.712
27.656,0.699
27.656,0.712
27.674,0.686
27.693,0.712
27.693,0.699
27.712,0.647
27.712,0.712
27.730,0.647
27.750,0.556
27.750,0.660
27.767,0.569
27.785,0.324
27.785,0.582
27.804,0.401
27.822,0.311
27.822,0.466
27.839,0.582
27.858,0.531
27.858,0.181
27.875,0.479
27.894,0.608
27.894,0.427
27.912,0.582
27.930,0.362
27.930,0.556
27.948,0.621
27.966,0.518
27.966,0.608
27.984,0.634
28.003,0.582
28.003,0.621
28.021,0.608
28.021,0.608
28.039,0.608
28.057,0.569
28.057,0.595
28.076,0.569
28.093,0.518
28.093,0.582
28.114,0.518
28.132,0.427
28.133,0.544
28.151,0.466
28.169,0.582
28.169,0.492
28.187,0.336
28.204,0.194
28.204,0.375
28.222,0.181
28.239,0.440
28.239,0.168
28.257,0.401
28.275,0.544
28.275,0.388
28.292,0.699
28.311,0.336
28.311,0.544
28.327,0.647
28.345,0.544
28.345,0.647
28.364,0.699
28.381,0.647
28.381,0.712
28.399,0.725
28.417,0.725
28.417,0.738
28.434,0.738
28.452,0.751
28.452,0.764
28.469,0.712
28.488,0.764
28.488,0.725
28.507,0.660
28.524,0.751
28.524,0.686
28.541,0.492
28.559,0.712
28.559,0.569
28.577,0.324
28.595,0.608
28.595,0.168
28.614,0.621
28.631,0.298
28.631,0.569
28.649,0.725
28.667,0.582
28.667,0.712
28.685,0.440
28.704,0.686
28.704,0.776
28.722,0.660
28.739,0.764
28.739,0.802
28.757,0.751
28.774,0.802
28.775,0.802
28.792,0.789
28.810,0.802
28.810,0.789
28.828,0.802
28.846,0.802
28.846,0.751
28.865,0.802
28.883,0.764
28.883,0.686
28.901,0.764
28.919,0.712
28.919,0.531
28.936,0.712
28.954,0.569
28.954,0.181
28.972,0.608
28.989,0.207
28.989,0.569
29.008,0.362
29.025,0.518
29.026,0.699
29.045,0.453
29.062,0.660
29.062,0.349
29.080,0.712
29.097,0.725
29.097,0.582
29.116,0.686
29.135,0.738
29.135,0.673
29.153,0.725
29.153,0.738
29.172,0.738
29.190,0.725
29.190,0.725
29.208,0.712
29.225,0.712
29.225,0.673
29.243,0.699
29.261,0.673
29.261,0.595
29.279,0.673
29.296,0.595
29.296,0.440
29.314,0.608
29.331,0.466
29.331,0.181
29.349,0.492
29.367,0.220
29.367,0.414
29.386,0.259
29.403,0.362
29.403,0.531
29.421,0.285
29.439,0.492
29.439,0.207
29.456,0.453
29.474,0.544
29.492,0.712
29.492,0.518
29.511,0.556
29.511,0.492
29.528,0.544
29.547,0.556
29.547,0.531
29.564,0.556
29.581,0.556
29.581,0.556
29.600,0.556
29.618,0.518
29.618,0.544
29.636,0.518
29.654,0.453
29.654,0.531
29.672,0.466
29.690,0.647
29.690,0.479
29.708,0.362
29.727,0.181
29.727,0.401
29.746,0.194
29.763,0.285
29.763,0.233
29.781,0.246
29.799,0.414
29.799,0.259
29.817,0.388
29.834,0.181
29.834,0.362
29.853,0.466
29.871,0.324
29.871,0.453
29.890,0.673
29.908,0.427
29.908,0.492
29.927,0.518
29.927,0.492
29.944,0.518
29.962,0.518
29.962,0.518
29.981,0.531
29.999,0.492
29.999,0.518
30.017,0.505
30.035,0.453
30.035,0.518
30.053,0.466
30.071,0.349
30.071,0.492
30.089,0.388
30.107,0.220
30.107,0.427
30.125,0.233
30.143,0.285
30.144,0.298
30.162,0.246
30.180,0.440
30.180,0.207
30.199,0.544
30.218,0.194
30.218,0.375
30.236,0.479
30.254,0.311
30.254,0.453
30.273,0.505
30.273,0.427
30.291,0.492
30.310,0.518
30.310,0.479
30.329,0.518
30.346,0.531
30.348,0.518
30.365,0.531
30.384,0.505
30.384,0.544
30.402,0.531
30.421,0.492
30.421,0.556
30.439,0.505
30.439,0.414
30.457,0.544
30.476,0.466
30.476,0.246
30.494,0.518
30.512,0.324
30.512,0.336
30.529,0.401
30.548,0.259
30.548,0.544
30.566,0.181
30.585,0.518
30.585,0.647
30.603,0.492
30.621,0.686
30.622,0.453
30.639,0.647
30.658,0.725
30.658,0.634
30.675,0.712
30.693,0.764
30.693,0.725
30.712,0.764
30.730,0.764
30.730,0.764
30.749,0.764
30.749,0.751
30.767,0.776
30.784,0.764
30.785,0.712
30.804,0.764
30.822,0.725
30.822,0.621
30.840,0.738
30.859,0.660
30.859,0.414
30.876,0.686
30.894,0.492
30.895,0.388
30.913,0.556
30.932,0.259
30.932,0.634
30.949,0.142
30.967,0.608
30.968,0.725
30.986,0.569
31.005,0.712
31.005,0.518
31.025,0.699
31.025,0.776
31.045,0.673
31.063,0.764
31.063,0.802
31.081,0.764
31.100,0.802
31.100,0.815
31.119,0.802
31.119,0.802
31.137,0.789
31.157,0.815
31.157,0.802
31.176,0.751
31.193,0.815
31.193,0.764
31.211,0.673
31.230,0.776
31.230,0.712
31.249,0.492
31.249,0.725
31.267,0.569
31.285,0.414
31.285,0.595
31.306,0.220
31.327,0.647
31.327,0.207
31.348,0.608
31.348,0.738
31.368,0.556
31.368,0.712
31.388,0.492
31.407,0.699
31.407,0.764
31.428,0.673
31.428,0.751
31.448,0.802
31.467,0.738
31.467,0.802
31.487,0.802
31.488,0.776
31.508,0.802
31.529,0.776
31.529,0.802
31.550,0.789
31.550,0.738
31.570,0.789
31.589,0.751
31.589,0.673
31.608,0.751
31.609,0.686
31.630,0.492
31.630,0.699
31.650,0.544
31.673,0.259
31.673,0.582
31.693,0.155
31.693,0.556
31.714,0.285
31.714,0.518
31.735,0.673
31.753,0.660
31.753,0.634
31.772,0.349
31.790,0.595
31.790,0.686
31.809,0.569
31.809,0.673
31.827,0.712
31.845,0.647
31.845,0.712
31.863,0.712
31.881,0.699
31.881,0.712
31.901,0.699
31.918,0.712
31.918,0.699
31.936,0.660
31.954,0.699
31.954,0.660
31.972,0.569
31.990,0.660
31.990,0.582
32.009,0.414
32.027,0.582
32.027,0.453
32.045,0.168
32.064,0.466
32.064,0.181
32.082,0.388
32.082,0.246
32.100,0.336
32.119,0.505
32.119,0.285
32.136,0.479
32.155,0.207
32.155,0.427
32.174,0.531
32.192,0.401
32.192,0.518
32.209,0.556
32.228,0.505
32.228,0.544
32.246,0.556
32.264,0.544
32.264,0.556
32.281,0.556
32.299,0.556
32.299,0.556
32.317,0.518
32.335,0.556
32.335,0.531
32.355,0.466
32.372,0.569
32.372,0.505
32.390,0.362
32.407,0.531
32.407,0.414
32.426,0.168
32.444,0.466
32.444,0.220
32.462,0.401
32.480,0.285
32.480,0.349
32.499,0.544
32.516,0.272
32.516,0.531
32.534,0.207
32.552,0.505
32.552,0.621
32.570,0.466
32.589,0.595
32.589,0.660
32.607,0.595
32.607,0.673
32.624,0.686
32.643,0.660
32.643,0.699
32.660,0.699
32.678,0.699
32.678,0.712
32.696,0.673
32.714,0.712
32.714,0.699
32.732,0.621
32.750,0.712
32.750,0.660
32.768,0.505
32.787,0.673
32.787,0.556
32.805,0.207
32.824,0.582
32.824,0.285
32.845,0.466
32.845,0.401
32.866,0.401
32.886,0.608
32.886,0.311
32.906,0.595
32.906,0.220
32.927,0.569
32.947,0.686
32.947,0.531
32.968,0.699
32.968,0.725
32.986,0.647
33.005,0.725
33.005,0.751
33.023,0.725
33.023,0.738
33.042,0.738
33.060,0.738
33.060,0.751
33.080,0.725
33.098,0.764
33.098,0.738
33.116,0.673
33.136,0.738
33.136,0.686
33.155,0.569
33.155,0.712
33.175,0.595
33.195,0.285
33.195,0.647
33.213,0.401
33.230,0.466
33.230,0.492
33.250,0.375
33.250,0.647
33.267,0.233
33.286,0.621
33.286,0.220
33.303,0.582
33.323,0.699
33.323,0.518
33.341,0.699
33.359,0.751
33.359,0.673
33.377,0.738
33.395,0.776
33.395,0.725
33.412,0.764
33.430,0.776
33.430,0.764
33.449,0.789
33.466,0.751
33.466,0.789
33.484,0.764
33.502,0.712
33.502,0.776
33.521,0.725
33.540,0.608
33.540,0.751
33.558,0.647
33.576,0.375
33.577,0.686
33.594,0.544
33.612,0.440
33.612,0.518
33.631,0.349
33.631,0.647
33.650,0.194
33.668,0.621
33.668,0.738
33.685,0.595
33.704,0.725
33.704,0.531
33.721,0.712
33.740,0.789
33.740,0.686
33.758,0.764
33.779,0.802
33.779,0.764
33.797,0.802
33.797,0.815
33.815,0.789
33.833,0.802
33.851,0.776
33.851,0.802
33.869,0.789
33.869,0.738
33.888,0.802
33.905,0.751
33.905,0.647
33.924,0.764
33.942,0.673
33.942,0.414
33.960,0.699
33.979,0.505
33.979,0.582
33.996,0.569
34.014,0.298
34.014,0.647
34.033,0.155
34.051,0.608
34.052,0.738
34.070,0.569
34.088,0.725
34.088,0.505
34.106,0.712
34.124,0.776
34.124,0.686
34.141,0.776
34.160,0.815
34.160,0.764
34.178,0.815
34.178,0.815
34.198,0.802
34.217,0.828
34.217,0.789
34.235,0.815
34.253,0.802
34.253,0.764
34.271,0.802
34.290,0.776
34.290,0.673
34.307,0.789
34.325,0.699
34.325,0.505
34.343,0.725
34.362,0.569
34.362,0.336
34.379,0.608
34.397,0.194
34.397,0.647
34.416,0.220
34.434,0.595
34.434,0.738
34.452,0.544
34.469,0.725
34.469,0.479
34.487,0.699
34.504,0.776
34.505,0.686
34.523,0.764
34.541,0.815
34.541,0.751
34.561,0.802
34.561,0.815
34.579,0.802
34.598,0.815
34.598,0.802
34.617,0.815
34.635,0.815
34.635,0.764
34.655,0.815
34.673,0.776
34.673,0.686
34.692,0.789
34.692,0.712
34.711,0.531
34.730,0.725
34.730,0.582
34.749,0.311
34.768,0.634
34.768,0.207
34.787,0.621
34.787,0.298
34.805,0.582
34.824,0.725
34.824,0.518
34.842,0.699
34.861,0.440
34.861,0.686
34.879,0.764
34.898,0.647
34.898,0.764
34.916,0.802
34.933,0.751
34.933,0.802
34.951,0.815
34.970,0.789
34.970,0.815
34.987,0.789
35.005,0.802
35.005,0.802
35.024,0.764
35.041,0.802
35.041,0.776
35.059,0.699
35.077,0.789
35.077,0.725
35.096,0.556
35.096,0.738
35.113,0.595
35.131,0.181
35.131,0.647
35.149,0.272
35.167,0.595
35.167,0.401
35.186,0.531
35.205,0.712
35.205,0.466
35.223,0.686
35.242,0.336
35.242,0.660
35.259,0.764
35.279,0.621
35.279,0.738
35.297,0.789
35.314,0.738
35.314,0.789
35.332,0.802
35.350,0.776
35.350,0.802
35.368,0.789
35.386,0.789
35.386,0.789
35.405,0.764
35.422,0.789
35.422,0.764
35.439,0.699
35.457,0.776
35.457,0.699
35.475,0.556
35.493,0.725
35.493,0.595
35.511,0.233
35.528,0.621
35.528,0.298
35.545,0.505
35.563,0.388
35.563,0.440
35.581,0.621
35.600,0.336
35.600,0.582
35.618,0.207
35.636,0.544
35.636,0.647
35.654,0.505
35.672,0.621
35.672,0.673
35.690,0.595
35.709,0.673
35.709,0.686
35.727,0.660
35.727,0.686
35.745,0.686
35.762,0.686
35.762,0.699
35.781,0.673
35.798,0.699
35.798,0.673
35.816,0.621
35.833,0.686
35.833,0.634
35.851,0.492
35.869,0.660
35.888,0.531
35.888,0.233
35.905,0.569
35.922,0.311
35.922,0.440
35.940,0.401
35.957,0.375
35.957,0.582
35.976,0.285
35.994,0.582
35.994,0.194
36.012,0.544
36.030,0.673
36.030,0.505
36.047,0.660
36.066,0.725
36.066,0.660
36.084,0.725
36.084,0.751
36.102,0.725
36.120,0.751
36.120,0.751
36.137,0.764
36.156,0.764
36.156,0.738
36.174,0.764
36.191,0.751
36.191,0.686
36.210,0.764
36.227,0.712
36.227,0.595
36.245,0.725
36.263,0.621
36.263,0.324
36.280,0.660
36.298,0.440
36.316,0.466
36.316,0.505
36.334,0.375
36.335,0.660
36.352,0.233
36.369,0.634
36.369,0.738
36.387,0.595
36.405,0.725
36.405,0.556
36.423,0.712
36.441,0.764
36.459,0.673
36.459,0.764
36.476,0.802
36.494,0.751
36.494,0.789
36.512,0.802
36.529,0.776
36.529,0.802
36.546,0.789
36.564,0.802
36.564,0.789
36.582,0.725
36.600,0.802
36.600,0.751
36.618,0.634
36.636,0.764
36.636,0.673
36.654,0.375
36.673,0.699
36.673,0.479
36.692,0.453
36.692,0.556
36.710,0.336
36.728,0.647
36.728,0.207
36.746,0.634
36.764,0.738
36.764,0.582
36.781,0.712
36.800,0.531
36.800,0.699
36.818,0.776
36.836,0.686
36.836,0.764
36.854,0.789
36.872,0.751
36.872,0.789
36.891,0.789
36.908,0.776
36.908,0.789
36.926,0.776
36.945,0.789
36.945,0.776
36.963,0.725
36.981,0.776
36.981,0.751
36.998,0.647
37.017,0.751
37.017,0.673
37.034,0.453
37.052,0.686
37.052,0.582
37.070,0.349
37.089,0.556
37.089,0.220
37.107,0.634
37.125,0.168
37.125,0.582
37.143,0.725
37.160,0.531
37.161,0.699
37.178,0.479
37.196,0.673
37.197,0.751
37.214,0.660
37.234,0.751
37.234,0.789
37.251,0.738
37.252,0.789
37.269,0.789
37.287,0.776
37.304,0.789
37.304,0.764
37.322,0.789
37.341,0.776
37.341,0.725
37.359,0.776
37.359,0.725
37.376,0.634
37.394,0.738
37.394,0.647
37.413,0.440
37.430,0.660
37.430,0.492
37.448,0.298
37.466,0.531
37.466,0.168
37.484,0.531
37.502,0.207
37.502,0.466
37.520,0.595
37.538,0.401
37.538,0.544
37.556,0.298
37.573,0.505
37.573,0.556
37.591,0.440
37.609,0.518
37.609,0.531
37.628,0.492
37.646,0.544
37.646,0.556
37.664,0.556
37.682,0.608
37.682,0.621
37.699,0.673
37.717,0.673
37.717,0.673
37.735,0.725
37.754,0.712
37.754,0.647
37.772,0.764
37.789,0.686
37.789,0.531
37.808,0.725
37.826,0.608
37.827,0.207
37.844,0.647
37.862,0.194
37.862,0.621
37.881,0.401
37.901,0.569
37.901,0.725
37.919,0.492
37.919,0.699
37.937,0.375
37.956,0.647
37.956,0.738
37.973,0.582
37.992,0.673
37.992,0.712
38.010,0.608
38.028,0.634
38.028,0.608
38.045,0.544
38.064,0.531
38.064,0.492
38.082,0.569
38.101,0.531
38.101,0.505
38.119,0.569
38.137,0.582
38.137,0.531
38.156,0.634
38.173,0.582
38.173,0.453
38.192,0.634
38.192,0.505
38.211,0.168
38.231,0.556
38.231,0.259
38.249,0.492
38.267,0.336
38.267,0.466
38.287,0.699
38.306,0.388
38.306,0.621
38.325,0.298
38.325,0.608
38.346,0.712
38.366,0.582
38.366,0.699
38.386,0.751
38.386,0.699
38.406,0.751
38.425,0.776
38.425,0.751
38.444,0.776
38.444,0.776
38.462,0.776
38.481,0.776
38.481,0.751
38.498,0.789
38.517,0.764
38.517,0.699
38.534,0.776
38.553,0.725
38.553,0.582
38.573,0.738
38.573,0.608
38.592,0.544
38.610,0.647
38.610,0.349
38.629,0.544
38.648,0.453
38.649,0.466
38.667,0.686
38.686,0.362
38.686,0.647
38.705,0.246
38.705,0.621
38.723,0.738
38.741,0.582
38.741,0.725
38.759,0.776
38.778,0.712
38.778,0.776
38.795,0.802
38.813,0.764
38.813,0.802
38.831,0.789
38.849,0.789
38.849,0.802
38.866,0.751
38.884,0.802
38.884,0.776
38.903,0.712
38.921,0.776
38.921,0.725
38.938,0.595
38.956,0.725
38.956,0.634
38.975,0.311
38.993,0.647
38.993,0.401
39.011,0.492
39.028,0.492
39.028,0.414
39.047,0.660
39.065,0.285
39.065,0.621
39.084,0.246
39.104,0.595
39.104,0.725
39.122,0.544
39.122,0.686
39.141,0.751
39.158,0.673
39.158,0.738
39.176,0.776
39.194,0.712
39.194,0.764
39.213,0.764
39.230,0.751
39.231,0.751
39.249,0.725
39.267,0.751
39.267,0.738
39.285,0.673
39.303,0.738
39.303,0.686
39.321,0.569
39.338,0.699
39.339,0.595
39.356,0.298
39.375,0.608
39.375,0.388
39.392,0.414
39.411,0.466
39.411,0.311
39.428,0.582
39.447,0.233
39.447,0.531
39.465,0.660
39.484,0.492
39.484,0.634
39.502,0.440
39.520,0.608
39.521,0.673
39.538,0.582
39.538,0.686
39.556,0.686
39.574,0.647
39.574,0.686
39.592,0.686
39.610,0.673
39.610,0.673
39.628,0.686
39.646,0.673
39.646,0.660
39.664,0.595
39.682,0.660
39.682,0.608
39.701,0.505
39.719,0.621
39.719,0.531
39.736,0.311
39.755,0.544
39.755,0.349
39.772,0.272
39.791,0.401
39.791,0.194
39.811,0.453
39.828,0.375
39.828,0.427
39.846,0.531
39.864,0.375
39.864,0.505
39.881,0.324
39.901,0.492
39.901,0.556
39.920,0.453
39.920,0.634
39.937,0.569
39.955,0.518
39.955,0.556
39.973,0.569
39.992,0.544
39.992,0.556
40.010,0.531
40.028,0.544
40.028,0.531
40.046,0.479
40.065,0.531
40.065,0.492
40.082,0.388
40.100,0.505
40.100,0.414
40.118,0.233
40.136,0.440
40.136,0.272
40.154,0.220
40.173,0.324
40.173,0.194
40.190,0.362
40.209,0.181
40.209,0.324
40.227,0.466
40.245,0.388
40.245,0.453
40.264,0.272
40.264,0.440
40.283,0.518
40.301,0.414
40.301,0.518
40.320,0.569
40.337,0.518
40.337,0.569
40.354,0.582
40.372,0.569
40.372,0.595
40.390,0.582
40.409,0.608
40.409,0.595
40.427,0.569
40.445,0.621
40.445,0.582
40.463,0.505
40.480,0.595
40.480,0.544
40.499,0.375
40.516,0.569
40.516,0.440
40.534,0.207
40.552,0.686
40.552,0.207
40.570,0.479
40.588,0.246
40.588,0.440
40.606,0.608
40.625,0.401
40.625,0.608
40.643,0.608
40.660,0.582
40.660,0.673
40.678,0.544
40.696,0.673
40.696,0.712
40.714,0.660
40.733,0.712
40.733,0.738
40.751,0.699
40.768,0.738
40.768,0.725
40.786,0.751
40.803,0.738
40.803,0.699
40.822,0.738
40.840,0.712
40.840,0.634
40.858,0.725
40.875,0.660
40.875,0.492
40.893,0.673
40.912,0.531
40.912,0.207
40.930,0.582
40.930,0.207
40.949,0.556
40.967,0.336
40.967,0.492
40.985,0.673
41.003,0.427
41.003,0.647
41.021,0.349
41.039,0.621
41.039,0.725
41.058,0.608
41.076,0.725
41.076,0.764
41.093,0.712
41.111,0.764
41.111,0.789
41.130,0.764
41.148,0.776
41.148,0.776
41.166,0.776
41.183,0.789
41.183,0.751
41.201,0.789
41.219,0.776
41.219,0.699
41.238,0.776
41.255,0.712
41.255,0.569
41.276,0.738
41.294,0.608
41.294,0.168
41.311,0.647
41.329,0.311
41.329,0.556
41.347,0.453
41.365,0.492
41.365,0.699
41.382,0.401
41.400,0.673
41.400,0.285
41.418,0.647
41.436,0.751
41.436,0.608
41.454,0.738
41.472,0.789
41.472,0.712
41.489,0.776
41.507,0.789
41.507,0.776
41.527,0.802
41.543,0.789
41.543,0.802
41.562,0.802
41.578,0.764
41.578,0.802
41.597,0.776
41.614,0.699
41.614,0.776
41.632,0.725
