时间(s),电压(V)
3.122,0.414
3.138,0.440
3.153,0.259
3.168,0.531
3.168,0.556
3.184,0.336
3.201,0.544
3.217,0.259
3.217,0.518
3.233,0.608
3.249,0.479
3.266,0.595
3.266,0.647
3.281,0.569
3.298,0.634
3.314,0.647
3.314,0.634
3.330,0.647
3.346,0.647
3.362,0.647
3.362,0.647
3.378,0.608
3.394,0.660
3.409,0.621
3.410,0.556
3.425,0.634
3.442,0.569
3.458,0.414
3.459,0.582
3.474,0.466
3.491,0.168
3.491,0.492
3.507,0.220
3.523,0.414
3.540,0.298
3.540,0.349
3.557,0.531
3.573,0.272
3.589,0.518
3.589,0.311
3.606,0.492
3.622,0.582
3.622,0.453
3.639,0.582
3.656,0.634
3.671,0.569
3.671,0.634
3.688,0.660
3.705,0.634
3.722,0.660
3.722,0.647
3.738,0.660
3.755,0.647
3.755,0.621
3.771,0.660
3.787,0.621
3.805,0.556
3.806,0.634
3.823,0.608
3.840,0.440
3.840,0.595
3.856,0.479
3.873,0.168
3.873,0.518
3.890,0.259
3.905,0.375
3.922,0.324
3.922,0.336
3.939,0.544
3.955,0.246
3.955,0.518
3.972,0.155
3.989,0.595
4.005,0.582
4.005,0.440
4.022,0.582
4.038,0.634
4.054,0.569
4.054,0.634
4.071,0.647
4.087,0.621
4.087,0.647
4.104,0.647
4.122,0.647
4.138,0.647
4.138,0.634
4.156,0.660
4.172,0.634
4.172,0.569
4.189,0.634
4.205,0.595
4.205,0.492
4.223,0.595
4.239,0.492
4.257,0.220
4.257,0.531
4.273,0.298
4.290,0.349
4.290,0.388
4.306,0.272
4.323,0.518
4.339,0.181
4.339,0.492
4.356,0.336
4.373,0.440
4.373,0.608
4.389,0.414
4.407,0.582
4.424,0.634
4.424,0.544
4.441,0.634
4.458,0.660
4.458,0.608
4.474,0.660
4.492,0.660
4.492,0.647
4.508,0.660
4.525,0.634
4.542,0.660
4.542,0.634
4.559,0.569
4.575,0.647
4.575,0.595
4.591,0.479
4.607,0.608
4.625,0.518
4.625,0.272
4.642,0.544
4.660,0.349
4.660,0.311
4.678,0.401
4.695,0.246
4.695,0.492
4.713,0.181
4.733,0.479
4.733,0.595
4.750,0.440
4.769,0.569
4.769,0.388
4.788,0.544
4.805,0.621
4.805,0.544
4.823,0.621
4.841,0.634
4.841,0.595
4.859,0.647
4.876,0.660
4.876,0.647
4.893,0.660
4.911,0.634
4.911,0.647
4.928,0.634
4.944,0.595
4.945,0.647
4.962,0.608
4.980,0.505
4.981,0.621
4.997,0.531
5.015,0.311
5.015,0.556
5.033,0.375
5.050,0.272
5.068,0.440
5.068,0.181
5.085,0.479
5.102,0.272
5.102,0.453
5.120,0.582
5.136,0.414
5.136,0.556
5.155,0.324
5.172,0.544
5.172,0.621
5.190,0.505
5.207,0.608
5.207,0.647
5.224,0.595
5.241,0.647
5.241,0.647
5.258,0.647
5.276,0.660
5.293,0.647
5.293,0.660
5.311,0.634
5.328,0.582
5.328,0.647
5.346,0.621
5.364,0.518
5.364,0.621
5.383,0.544
5.401,0.349
5.401,0.556
5.421,0.621
5.421,0.220
5.440,0.453
5.458,0.168
5.458,0.466
5.477,0.194
5.494,0.427
5.495,0.569
5.511,0.375
5.528,0.544
5.528,0.311
5.546,0.531
5.563,0.608
5.563,0.492
5.583,0.595
5.602,0.647
5.602,0.582
5.619,0.634
5.637,0.647
5.637,0.621
5.656,0.660
5.674,0.647
5.674,0.647
5.692,0.647
5.712,0.608
5.712,0.647
5.731,0.608
5.731,0.531
5.750,0.634
5.768,0.556
5.768,0.375
5.785,0.569
5.803,0.440
5.803,0.207
5.820,0.466
5.838,0.181
5.838,0.453
5.857,0.220
5.876,0.401
5.876,0.544
5.893,0.336
5.911,0.544
5.911,0.246
5.927,0.518
5.945,0.608
5.945,0.492
5.962,0.595
5.981,0.647
5.981,0.582
6.001,0.647
6.019,0.660
6.019,0.634
6.037,0.660
6.054,0.634
6.054,0.660
6.072,0.647
6.090,0.608
6.090,0.647
6.107,0.634
6.125,0.531
6.125,0.634
6.143,0.569
6.160,0.414
6.161,0.582
6.179,0.466
6.197,0.181
6.197,0.492
6.214,0.233
6.233,0.427
6.233,0.505
6.250,0.349
6.268,0.544
6.268,0.285
6.287,0.518
6.304,0.220
6.304,0.479
6.322,0.608
6.343,0.466
6.343,0.582
6.360,0.634
6.380,0.569
6.380,0.634
6.399,0.660
6.399,0.621
6.416,0.660
6.434,0.647
6.434,0.660
6.452,0.660
6.470,0.621
6.470,0.660
6.488,0.634
6.507,0.556
6.507,0.647
6.525,0.582
6.543,0.440
6.543,0.595
6.562,0.479
6.582,0.168
6.582,0.505
6.600,0.233
6.600,0.401
6.618,0.336
6.636,0.336
6.636,0.531
6.655,0.246
6.673,0.505
6.673,0.194
6.692,0.492
6.711,0.595
6.711,0.453
6.729,0.582
6.748,0.634
6.748,0.556
6.766,0.634
6.766,0.647
6.784,0.608
6.803,0.660
6.803,0.660
6.822,0.647
6.841,0.647
6.841,0.634
6.860,0.647
6.878,0.634
6.878,0.569
6.898,0.647
6.898,0.582
6.917,0.466
6.936,0.608
6.936,0.505
6.953,0.220
6.972,0.531
6.972,0.311
6.991,0.362
6.991,0.362
7.010,0.272
7.030,0.518
7.030,0.194
7.047,0.505
7.066,0.595
7.066,0.453
7.084,0.582
7.102,0.401
7.103,0.556
7.121,0.634
7.139,0.544
7.139,0.634
7.157,0.660
7.176,0.621
7.176,0.660
7.193,0.660
7.212,0.647
7.212,0.660
7.230,0.634
7.230,0.660
7.247,0.634
7.267,0.569
7.267,0.647
7.284,0.595
7.303,0.479
7.303,0.608
7.320,0.505
7.338,0.233
7.338,0.531
7.354,0.324
7.372,0.311
7.391,0.388
7.391,0.233
7.408,0.505
7.425,0.181
7.425,0.466
7.443,0.582
7.461,0.440
7.461,0.582
7.479,0.401
7.497,0.544
7.497,0.621
7.766,0.531
7.766,0.621
7.766,0.647
7.766,0.608
7.766,0.647
7.766,0.647
7.766,0.634
7.766,0.647
7.766,0.634
7.766,0.647
7.766,0.647
7.766,0.595
7.766,0.647
7.766,0.595
7.766,0.492
7.767,0.608
7.767,0.531
7.767,0.298
7.767,0.556
7.767,0.388
7.767,0.285
7.767,0.414
7.767,0.401
7.787,0.505
7.804,0.181
7.804,0.466
7.823,0.582
7.840,0.414
7.840,0.569
7.860,0.362
7.878,0.544
7.878,0.634
7.895,0.531
7.913,0.621
7.913,0.660
7.933,0.608
7.950,0.647
7.951,0.647
7.969,0.634
7.969,0.660
7.986,0.647
8.005,0.660
8.005,0.647
8.023,0.595
8.041,0.647
8.041,0.608
8.058,0.505
8.077,0.608
8.077,0.531
8.095,0.324
8.113,0.556
8.113,0.401
8.131,0.233
8.149,0.440
8.149,0.246
8.167,0.466
8.186,0.181
8.186,0.427
8.202,0.582
8.221,0.375
8.221,0.556
8.240,0.324
8.258,0.544
8.258,0.621
8.277,0.505
8.294,0.608
8.294,0.647
8.312,0.595
8.330,0.647
8.330,0.660
8.348,0.634
8.366,0.660
8.366,0.647
8.385,0.647
8.402,0.660
8.402,0.595
8.420,0.660
8.438,0.608
8.438,0.531
8.456,0.621
8.474,0.544
8.475,0.375
8.492,0.569
8.492,0.427
8.511,0.194
8.528,0.466
8.529,0.155
8.546,0.466
8.564,0.207
8.564,0.414
8.582,0.569
8.600,0.362
8.601,0.544
8.618,0.285
8.636,0.518
8.636,0.608
8.654,0.505
8.672,0.595
8.672,0.634
8.689,0.608
8.707,0.647
8.707,0.660
8.725,0.634
8.743,0.647
8.743,0.634
8.761,0.660
8.779,0.647
8.779,0.608
8.796,0.660
8.815,0.608
8.815,0.531
8.832,0.621
8.850,0.556
8.850,0.401
8.867,0.582
8.885,0.440
8.885,0.168
8.904,0.479
8.921,0.194
8.921,0.427
8.941,0.259
8.957,0.375
8.957,0.544
8.975,0.298
8.993,0.531
8.993,0.246
9.013,0.505
9.032,0.608
9.032,0.479
9.051,0.595
9.069,0.647
9.069,0.582
9.088,0.634
9.105,0.660
9.105,0.634
9.123,0.660
9.141,0.647
9.141,0.647
9.159,0.660
9.175,0.608
9.175,0.660
9.193,0.634
9.210,0.556
9.210,0.634
9.227,0.569
9.245,0.401
9.245,0.582
9.262,0.453
9.281,0.181
9.281,0.505
9.298,0.194
9.315,0.414
9.315,0.285
9.334,0.349
9.350,0.544
9.351,0.259
9.368,0.518
9.384,0.181
9.403,0.492
9.403,0.595
9.422,0.466
9.422,0.582
9.440,0.634
9.458,0.556
9.458,0.634
9.476,0.647
9.496,0.634
9.496,0.647
9.712,0.647
9.713,0.660
9.713,0.647
9.713,0.621
9.713,0.647
9.713,0.634
9.713,0.556
9.713,0.634
9.713,0.582
9.713,0.440
9.713,0.595
9.713,0.492
9.713,0.181
9.713,0.505
9.713,0.246
9.713,0.388
9.713,0.336
9.713,0.401
9.730,0.544
9.748,0.246
9.748,0.505
9.765,0.168
9.783,0.479
9.783,0.595
9.799,0.427
9.816,0.582
9.816,0.634
9.834,0.556
9.851,0.608
9.851,0.660
9.868,0.621
9.885,0.660
9.903,0.660
9.903,0.647
9.921,0.660
9.937,0.621
9.937,0.660
9.954,0.634
9.972,0.569
9.972,0.647
9.990,0.582
10.008,0.466
10.008,0.595
10.025,0.492
10.042,0.194
10.042,0.518
10.059,0.298
10.076,0.336
10.076,0.362
10.095,0.285
10.113,0.518
10.113,0.207
10.130,0.479
10.147,0.466
10.164,0.466
10.164,0.582
10.182,0.414
10.199,0.569
10.199,0.634
10.217,0.544
10.234,0.621
10.235,0.660
10.252,0.608
10.270,0.647
10.270,0.647
10.287,0.647
10.305,0.660
10.305,0.647
10.324,0.660
10.343,0.634
10.343,0.595
10.361,0.647
10.378,0.608
10.378,0.492
10.397,0.621
10.415,0.531
10.415,0.272
10.434,0.544
10.434,0.336
10.453,0.324
10.471,0.401
10.471,0.518
10.489,0.505
10.507,0.168
10.507,0.479
10.526,0.582
10.543,0.544
10.543,0.582
10.561,0.388
10.577,0.556
10.577,0.647
10.596,0.544
10.612,0.621
10.612,0.647
10.630,0.608
10.648,0.647
10.665,0.660
10.665,0.647
10.682,0.673
10.700,0.634
10.700,0.660
10.717,0.634
10.734,0.595
10.734,0.647
10.752,0.608
10.769,0.505
10.769,0.621
10.787,0.518
10.804,0.285
10.804,0.544
10.822,0.375
10.840,0.259
10.840,0.414
10.857,0.207
10.875,0.479
10.875,0.155
10.893,0.466
10.912,0.582
10.912,0.427
10.932,0.569
10.950,0.349
10.950,0.544
10.970,0.634
10.970,0.518
10.988,0.608
11.007,0.660
11.008,0.595
11.026,0.647
11.043,0.660
11.043,0.647
11.061,0.660
11.079,0.647
11.079,0.660
11.097,0.647
11.114,0.595
11.114,0.660
11.133,0.621
11.152,0.518
11.152,0.660
11.169,0.556
11.188,0.582
11.188,0.556
11.206,0.401
11.224,0.233
11.224,0.466
11.243,0.142
11.262,0.595
11.262,0.194
11.279,0.440
11.279,0.556
11.297,0.401
11.314,0.556
11.332,0.324
11.333,0.531
11.350,0.621
11.369,0.518
11.369,0.608
11.386,0.647
11.404,0.595
11.404,0.647
11.420,0.660
11.437,0.647
11.438,0.660
11.454,0.647
11.472,0.660
11.472,0.647
11.489,0.595
11.507,0.660
11.507,0.621
11.525,0.531
11.544,0.621
11.544,0.556
11.562,0.531
11.578,0.569
11.578,0.427
11.596,0.194
11.612,0.466
11.612,0.129
11.630,0.453
11.647,0.220
11.664,0.401
11.664,0.569
11.682,0.349
11.699,0.544
11.699,0.272
11.717,0.518
11.736,0.608
11.736,0.492
11.753,0.595
11.771,0.660
11.771,0.582
11.790,0.647
11.809,0.660
11.809,0.634
11.825,0.647
11.843,0.647
11.843,0.647
11.860,0.647
11.878,0.608
11.878,0.660
11.896,0.621
11.914,0.544
11.914,0.634
11.931,0.556
11.949,0.401
11.949,0.582
11.966,0.427
11.983,0.168
11.983,0.466
12.000,0.194
12.018,0.427
12.035,0.259
12.035,0.388
12.051,0.556
12.069,0.336
12.069,0.531
12.087,0.233
12.105,0.505
12.105,0.608
12.121,0.479
12.139,0.595
12.139,0.647
12.157,0.569
12.174,0.634
12.174,0.660
12.191,0.621
12.208,0.660
12.208,0.647
12.225,0.647
12.243,0.647
12.260,0.621
12.260,0.660
12.278,0.634
12.294,0.556
12.294,0.634
12.312,0.569
12.330,0.427
12.330,0.595
12.348,0.466
12.365,0.194
12.366,0.505
12.383,0.233
12.400,0.401
12.400,0.311
12.417,0.349
12.434,0.544
12.434,0.272
12.452,0.531
12.469,0.168
12.486,0.492
12.486,0.595
12.504,0.453
12.522,0.582
12.522,0.647
12.539,0.556
12.556,0.634
12.556,0.660
12.573,0.621
12.592,0.647
12.592,0.647
12.608,0.660
12.626,0.660
12.626,0.608
12.642,0.660
12.659,0.634
12.677,0.556
12.677,0.647
12.695,0.582
12.712,0.440
12.712,0.595
12.731,0.492
12.748,0.207
12.749,0.518
12.766,0.259
12.783,0.375
12.783,0.518
12.800,0.621
12.818,0.531
12.818,0.259
12.835,0.505
12.855,0.194
12.855,0.479
12.874,0.582
12.890,0.440
12.890,0.582
12.909,0.634
12.928,0.556
12.928,0.634
12.945,0.660
12.963,0.621
12.963,0.647
12.982,0.660
12.999,0.660
12.999,0.660
13.016,0.634
13.034,0.660
13.034,0.634
13.051,0.569
13.068,0.647
13.068,0.595
13.086,0.466
13.104,0.595
13.104,0.505
13.122,0.233
13.138,0.531
13.138,0.311
13.155,0.336
13.173,0.375
13.189,0.272
13.189,0.518
13.206,0.181
13.224,0.492
13.224,0.595
13.241,0.466
13.259,0.582
13.259,0.414
13.276,0.569
13.293,0.634
13.293,0.544
13.310,0.660
13.327,0.660
13.344,0.621
13.344,0.660
13.362,0.660
13.380,0.647
13.380,0.660
13.398,0.634
13.415,0.647
13.415,0.634
13.432,0.582
13.449,0.647
13.449,0.608
13.467,0.479
13.484,0.608
13.484,0.518
13.501,0.259
13.519,0.544
13.519,0.349
13.537,0.311
13.556,0.414
13.556,0.246
13.573,0.505
13.591,0.155
13.591,0.466
13.608,0.595
13.625,0.427
13.642,0.569
13.642,0.388
13.660,0.556
13.678,0.634
13.678,0.531
13.696,0.621
13.715,0.647
13.715,0.608
13.731,0.660
13.749,0.660
13.749,0.647
13.766,0.660
13.784,0.647
13.784,0.660
13.801,0.647
13.818,0.595
13.818,0.647
13.835,0.608
13.853,0.505
13.853,0.621
13.870,0.531
13.888,0.298
13.888,0.544
13.907,0.375
13.928,0.285
13.928,0.427
13.945,0.194
13.963,0.479
13.963,0.155
13.981,0.453
13.998,0.582
13.998,0.401
14.016,0.556
14.033,0.349
14.033,0.544
14.051,0.621
14.069,0.518
14.069,0.608
14.087,0.647
14.103,0.595
14.103,0.647
14.122,0.660
14.139,0.647
14.139,0.647
14.156,0.647
14.174,0.647
14.174,0.647
14.192,0.595
14.209,0.647
14.227,0.608
14.227,0.531
14.244,0.621
14.262,0.556
14.262,0.349
14.279,0.556
14.296,0.414
14.296,0.311
14.314,0.453
14.331,0.194
14.331,0.479
14.349,0.220
14.366,0.427
14.366,0.569
14.384,0.375
14.402,0.556
14.402,0.311
14.419,0.531
14.437,0.621
14.437,0.505
14.456,0.621
14.473,0.660
14.473,0.595
14.491,0.647
14.509,0.660
14.509,0.634
14.527,0.660
14.543,0.647
14.543,0.660
14.562,0.647
14.580,0.608
14.580,0.660
14.597,0.608
14.614,0.518
14.614,0.634
14.631,0.595
14.649,0.375
14.667,0.569
14.667,0.427
14.686,0.194
14.686,0.466
14.705,0.142
14.723,0.453
14.723,0.207
14.740,0.401
14.759,0.556
14.759,0.349
14.779,0.531
14.797,0.285
14.797,0.518
14.814,0.608
14.832,0.492
14.832,0.608
14.849,0.647
14.867,0.595
14.867,0.634
14.884,0.647
14.903,0.621
14.903,0.647
14.921,0.647
14.939,0.647
14.939,0.647
14.956,0.621
14.975,0.647
14.975,0.621
14.994,0.556
15.012,0.634
15.012,0.569
15.032,0.414
15.032,0.595
15.050,0.453
15.067,0.168
15.067,0.505
15.086,0.194
15.104,0.427
15.104,0.272
15.121,0.375
15.140,0.556
15.140,0.531
15.164,0.531
15.164,0.233
15.190,0.505
15.190,0.608
15.208,0.479
15.227,0.595
15.227,0.647
15.249,0.582
15.249,0.647
15.266,0.660
15.284,0.647
15.284,0.673
15.302,0.660
15.320,0.660
15.320,0.660
15.338,0.608
15.356,0.660
15.356,0.634
15.375,0.556
15.393,0.647
15.393,0.582
15.410,0.427
15.429,0.595
15.429,0.466
15.446,0.233
15.464,0.492
15.464,0.246
15.483,0.414
15.501,0.324
15.501,0.362
15.519,0.556
15.520,0.272
15.539,0.531
15.557,0.246
15.557,0.492
15.577,0.569
15.595,0.414
15.595,0.544
15.614,0.608
15.633,0.544
15.633,0.621
15.651,0.660
15.651,0.634
15.669,0.673
15.687,0.686
15.687,0.686
15.705,0.712
15.723,0.673
15.724,0.712
15.741,0.712
15.761,0.634
15.761,0.725
15.780,0.647
15.798,0.518
15.798,0.673
15.816,0.556
15.835,0.220
15.835,0.569
15.854,0.324
15.854,0.492
15.873,0.414
15.891,0.349
15.891,0.582
15.909,0.233
15.927,0.544
15.927,0.142
15.945,0.492
15.965,0.621
15.965,0.440
15.984,0.582
15.984,0.634
16.002,0.544
16.020,0.608
16.020,0.621
16.038,0.595
16.057,0.608
16.057,0.608
16.075,0.595
16.094,0.608
16.094,0.569
16.112,0.608
16.130,0.569
16.130,0.505
16.148,0.569
16.167,0.505
16.167,0.660
16.185,0.505
16.203,0.401
16.203,0.155
16.221,0.401
16.239,0.233
16.239,0.246
16.255,0.246
16.274,0.181
16.274,0.349
16.293,0.155
16.312,0.311
16.312,0.401
16.328,0.246
16.328,0.388
16.348,0.531
16.365,0.349
16.365,0.440
16.383,0.336
16.402,0.414
16.402,0.440
16.420,0.388
16.439,0.427
16.439,0.440
16.458,0.427
16.477,0.427
16.478,0.427
16.498,0.466
16.498,0.427
16.517,0.362
16.536,0.427
16.536,0.388
16.555,0.272
16.574,0.401
16.574,0.336
16.592,0.181
16.592,0.336
16.610,0.259
16.630,0.168
16.630,0.207
16.650,0.233
16.668,0.272
16.670,0.142
16.688,0.479
16.688,0.336
16.707,0.220
16.726,0.336
16.726,0.194
16.746,0.324
16.746,0.388
16.764,0.285
16.783,0.375
16.783,0.401
16.802,0.349
16.819,0.388
16.819,0.401
16.838,0.388
16.856,0.401
16.856,0.388
16.874,0.388
16.892,0.492
16.892,0.324
16.910,0.388
16.928,0.362
16.928,0.285
16.946,0.362
16.964,0.272
16.964,0.168
16.981,0.298
17.000,0.414
17.000,0.220
17.017,0.259
17.035,0.207
17.035,0.246
17.053,0.155
17.072,0.207
17.072,0.324
17.091,0.220
17.109,0.311
17.109,0.272
17.127,0.324
17.127,0.401
17.145,0.311
17.163,0.414
17.163,0.479
17.181,0.427
17.199,0.505
17.199,0.544
17.217,0.544
17.236,0.569
17.236,0.569
17.254,0.608
17.272,0.621
17.272,0.569
17.290,0.647
17.308,0.621
17.308,0.531
17.325,0.647
17.344,0.595
17.344,0.401
17.363,0.621
17.379,0.466
17.379,0.220
17.398,0.531
17.416,0.712
17.416,0.531
17.434,0.220
17.452,0.492
17.452,0.660
17.471,0.453
17.490,0.647
17.490,0.388
17.508,0.621
17.508,0.725
17.526,0.608
17.544,0.699
17.544,0.764
17.563,0.686
17.580,0.751
17.581,0.776
17.599,0.738
17.618,0.764
17.618,0.764
17.635,0.764
17.653,0.764
17.653,0.725
17.671,0.776
17.688,0.738
17.688,0.660
17.707,0.751
17.726,0.686
17.726,0.505
17.744,0.699
17.762,0.556
17.762,0.207
17.781,0.595
17.799,0.181
17.799,0.544
17.817,0.362
17.835,0.505
17.835,0.673
17.854,0.440
17.854,0.647
17.872,0.336
17.890,0.634
17.890,0.712
17.909,0.595
17.927,0.699
17.928,0.751
17.946,0.686
17.965,0.751
17.965,0.751
17.983,0.738
18.003,0.751
18.003,0.738
18.021,0.751
18.021,0.751
18.039,0.712
18.058,0.764
18.059,0.725
18.076,0.647
18.095,0.725
18.095,0.660
18.114,0.518
18.131,0.673
18.132,0.544
18.150,0.194
18.168,0.569
18.168,0.246
18.186,0.492
18.205,0.375
18.205,0.427
18.223,0.621
18.223,0.362
18.241,0.595
18.260,0.233
18.260,0.582
18.278,0.673
18.297,0.531
18.297,0.660
18.314,0.712
18.332,0.634
18.332,0.712
18.350,0.725
18.369,0.699
18.369,0.725
18.386,0.712
18.405,0.712
18.405,0.712
18.424,0.699
18.442,0.725
18.442,0.699
18.461,0.621
18.478,0.699
18.478,0.647
18.496,0.505
18.496,0.660
18.516,0.544
18.534,0.207
18.534,0.569
18.552,0.298
18.569,0.440
18.569,0.388
18.588,0.388
18.607,0.595
18.607,0.311
18.624,0.569
18.643,0.168
18.644,0.531
18.662,0.647
18.681,0.492
18.681,0.634
18.699,0.699
18.699,0.608
18.717,0.686
18.736,0.712
18.736,0.673
18.755,0.699
18.772,0.699
18.772,0.699
18.790,0.712
18.810,0.673
18.810,0.712
18.828,0.673
18.846,0.608
18.847,0.686
18.864,0.621
18.883,0.518
18.883,0.647
18.901,0.544
18.901,0.259
18.920,0.569
18.938,0.492
18.938,0.388
18.956,0.414
18.974,0.298
18.974,0.556
18.993,0.207
19.012,0.544
19.012,0.647
19.031,0.492
19.048,0.621
19.048,0.453
19.067,0.608
19.085,0.673
19.085,0.582
19.103,0.673
19.121,0.686
19.121,0.660
19.139,0.699
19.157,0.699
19.157,0.699
19.175,0.699
19.192,0.660
19.192,0.699
19.211,0.673
19.211,0.621
19.229,0.699
19.247,0.634
19.247,0.531
19.265,0.660
19.284,0.556
19.284,0.272
19.302,0.582
19.321,0.375
19.321,0.362
19.339,0.440
19.357,0.285
19.357,0.556
19.375,0.453
19.394,0.531
19.394,0.647
19.411,0.492
19.429,0.634
19.430,0.466
19.448,0.634
19.466,0.699
19.466,0.608
19.484,0.699
19.504,0.738
19.504,0.686
19.522,0.738
19.522,0.738
19.540,0.738
19.559,0.738
19.559,0.725
19.576,0.751
19.595,0.738
19.595,0.686
19.612,0.751
19.630,0.712
19.630,0.621
19.649,0.725
19.666,0.647
19.666,0.414
19.685,0.660
19.702,0.505
19.702,0.479
19.721,0.544
19.739,0.207
19.739,0.595
19.759,0.142
19.776,0.569
19.776,0.712
19.795,0.518
19.812,0.686
19.812,0.466
19.830,0.660
19.830,0.751
19.849,0.634
19.868,0.738
19.868,0.776
19.885,0.725
19.904,0.764
19.904,0.776
19.923,0.764
19.942,0.776
19.942,0.764
19.961,0.776
19.979,0.764
19.979,0.725
20.000,0.776
20.000,0.725
20.018,0.634
20.036,0.738
20.036,0.660
20.054,0.466
20.072,0.673
20.072,0.518
20.090,0.324
20.109,0.556
20.109,0.246
20.127,0.582
20.144,0.233
20.144,0.544
20.163,0.686
20.182,0.466
20.183,0.660
20.201,0.427
20.201,0.647
20.219,0.725
20.238,0.595
20.238,0.712
20.255,0.751
20.274,0.699
20.274,0.751
20.293,0.764
20.311,0.751
20.311,0.764
20.330,0.764
20.348,0.764
20.348,0.764
20.366,0.712
20.384,0.776
20.384,0.738
20.403,0.660
20.403,0.751
20.421,0.686
20.439,0.505
20.439,0.712
20.457,0.556
20.475,0.259
20.475,0.686
20.493,0.194
20.510,0.582
20.510,0.336
20.528,0.531
20.546,0.699
20.546,0.518
20.565,0.673
20.582,0.362
20.582,0.647
20.600,0.738
20.619,0.608
20.619,0.712
20.637,0.764
20.655,0.712
20.655,0.776
20.674,0.776
20.691,0.764
20.691,0.789
20.709,0.776
20.727,0.789
20.727,0.751
20.745,0.738
20.763,0.776
20.763,0.751
20.781,0.712
20.799,0.751
20.800,0.686
