时间(s),电压(V)
3.474,0.660
3.474,0.505
3.491,0.207
3.507,0.544
3.523,0.194
3.523,0.531
3.540,0.259
3.557,0.492
3.557,0.647
3.573,0.414
3.589,0.621
3.606,0.349
3.606,0.595
3.622,0.699
3.639,0.569
3.639,0.686
3.656,0.725
3.671,0.660
3.688,0.725
3.688,0.738
3.705,0.725
3.722,0.738
3.738,0.725
3.738,0.738
3.755,0.738
3.771,0.699
3.771,0.738
3.787,0.699
3.805,0.634
3.823,0.712
3.823,0.647
3.840,0.479
3.856,0.660
3.856,0.518
3.873,0.168
3.890,0.569
3.905,0.207
3.905,0.518
3.922,0.311
3.939,0.479
3.939,0.647
3.955,0.414
3.972,0.608
3.989,0.298
3.989,0.608
4.005,0.686
4.022,0.556
4.022,0.673
4.038,0.725
4.054,0.660
4.071,0.699
4.071,0.725
4.087,0.712
4.104,0.738
4.104,0.725
4.122,0.738
4.138,0.738
4.155,0.712
4.156,0.738
4.172,0.712
4.189,0.634
4.189,0.712
4.205,0.647
4.223,0.518
4.239,0.673
4.239,0.556
4.257,0.168
4.273,0.582
4.273,0.272
4.290,0.479
4.306,0.388
4.306,0.414
4.323,0.621
4.339,0.311
4.356,0.595
4.356,0.233
4.373,0.569
4.389,0.686
4.389,0.531
4.407,0.660
4.424,0.725
4.441,0.647
4.441,0.725
4.458,0.738
4.474,0.699
4.474,0.738
4.492,0.738
4.508,0.738
4.525,0.738
4.525,0.712
4.542,0.738
4.559,0.712
4.559,0.647
4.575,0.725
4.591,0.660
4.607,0.544
4.607,0.686
4.625,0.569
4.642,0.220
4.642,0.595
4.660,0.349
4.678,0.453
4.678,0.414
4.695,0.401
4.713,0.621
4.713,0.298
4.733,0.582
4.750,0.220
4.750,0.544
4.769,0.673
4.788,0.518
4.788,0.647
4.805,0.712
4.823,0.634
4.823,0.699
4.841,0.738
4.859,0.699
4.859,0.725
4.876,0.725
4.893,0.712
4.893,0.738
4.911,0.699
4.928,0.738
4.928,0.712
4.944,0.660
4.962,0.725
4.962,0.673
4.981,0.544
4.997,0.686
4.997,0.595
5.015,0.298
5.032,0.608
5.050,0.401
5.050,0.401
5.068,0.466
5.085,0.324
5.085,0.595
5.102,0.544
5.120,0.569
5.120,0.686
5.136,0.531
5.155,0.673
5.155,0.466
5.172,0.647
5.190,0.712
5.190,0.621
5.207,0.699
5.224,0.738
5.224,0.686
5.241,0.725
5.258,0.738
5.276,0.725
5.276,0.738
5.293,0.712
5.311,0.738
5.311,0.712
5.328,0.660
5.346,0.725
5.346,0.673
5.364,0.569
5.383,0.686
5.383,0.595
5.401,0.362
5.421,0.621
5.421,0.479
5.440,0.362
5.440,0.479
5.458,0.233
5.477,0.582
5.477,0.220
5.495,0.531
5.511,0.673
5.511,0.505
5.528,0.647
5.546,0.453
5.546,0.621
5.563,0.712
5.583,0.608
5.583,0.699
5.602,0.738
5.619,0.686
5.619,0.738
5.637,0.738
5.656,0.725
5.656,0.725
5.674,0.712
5.692,0.738
5.692,0.725
5.712,0.673
5.712,0.725
5.731,0.686
5.750,0.595
5.750,0.712
5.768,0.608
5.785,0.401
5.785,0.647
5.803,0.466
5.820,0.336
5.820,0.518
5.838,0.246
5.857,0.556
5.857,0.220
5.876,0.518
5.893,0.660
5.893,0.479
5.911,0.634
5.927,0.401
5.927,0.634
5.945,0.699
5.962,0.595
5.962,0.686
5.981,0.738
6.001,0.686
6.001,0.725
6.019,0.725
6.037,0.725
6.037,0.738
6.054,0.725
6.072,0.738
6.072,0.725
6.090,0.686
6.107,0.738
6.107,0.686
6.125,0.582
6.143,0.699
6.143,0.634
6.160,0.453
6.179,0.647
6.179,0.505
6.197,0.246
6.214,0.556
6.214,0.220
6.233,0.544
6.250,0.349
6.250,0.505
6.268,0.647
6.287,0.440
6.287,0.634
6.304,0.375
6.322,0.608
6.323,0.699
6.343,0.582
6.360,0.699
6.360,0.738
6.380,0.673
6.380,0.725
6.399,0.738
6.416,0.725
6.416,0.738
6.434,0.725
6.452,0.738
6.452,0.725
6.470,0.686
6.488,0.725
6.488,0.699
6.507,0.621
6.525,0.712
6.525,0.634
6.543,0.479
6.562,0.673
6.562,0.518
6.582,0.233
6.582,0.556
6.600,0.246
6.618,0.518
6.618,0.324
6.636,0.466
6.654,0.647
6.655,0.401
6.673,0.595
6.692,0.324
6.692,0.595
6.711,0.673
6.729,0.569
6.729,0.686
6.748,0.725
6.748,0.660
6.766,0.712
6.784,0.738
6.784,0.712
6.803,0.738
6.822,0.725
6.822,0.738
6.841,0.738
6.860,0.699
6.860,0.725
6.878,0.712
6.878,0.634
6.898,0.712
6.917,0.660
6.917,0.518
6.936,0.673
6.953,0.544
6.953,0.246
6.972,0.582
6.991,0.298
6.991,0.492
7.010,0.375
7.010,0.427
7.030,0.634
7.047,0.336
7.047,0.595
7.066,0.220
7.084,0.569
7.084,0.686
7.103,0.531
7.121,0.673
7.121,0.725
7.139,0.647
7.157,0.712
7.157,0.751
7.176,0.712
7.193,0.738
7.194,0.725
7.212,0.738
7.212,0.738
7.230,0.699
7.247,0.738
7.247,0.712
7.267,0.647
7.284,0.712
7.284,0.660
7.303,0.531
7.320,0.686
7.320,0.556
7.338,0.194
7.354,0.595
7.372,0.324
7.372,0.453
7.391,0.401
7.408,0.388
7.408,0.621
7.425,0.311
7.443,0.582
7.443,0.246
7.461,0.569
7.479,0.673
7.479,0.531
7.497,0.660
7.766,0.725
7.766,0.647
7.766,0.699
7.766,0.738
7.766,0.699
7.766,0.725
7.766,0.725
7.766,0.725
7.766,0.725
7.766,0.712
7.766,0.738
7.766,0.712
7.766,0.660
7.766,0.725
7.766,0.673
7.766,0.544
7.767,0.686
7.767,0.582
7.767,0.285
7.767,0.608
7.767,0.375
7.767,0.440
7.767,0.440
7.787,0.388
7.787,0.608
7.804,0.246
7.823,0.569
7.823,0.686
7.840,0.531
7.860,0.673
7.860,0.492
7.878,0.647
7.895,0.712
7.895,0.634
7.913,0.712
7.933,0.725
7.933,0.699
7.951,0.738
7.969,0.725
7.969,0.725
7.986,0.738
7.986,0.712
8.005,0.725
8.023,0.725
8.023,0.673
8.041,0.725
8.058,0.673
8.058,0.556
8.077,0.686
8.095,0.582
8.095,0.324
8.113,0.608
8.131,0.414
8.131,0.388
8.149,0.479
8.167,0.324
8.167,0.582
8.186,0.220
8.202,0.544
8.202,0.660
8.221,0.505
8.240,0.660
8.240,0.466
8.258,0.634
8.277,0.712
8.277,0.608
8.294,0.699
8.312,0.725
8.312,0.686
8.330,0.738
8.348,0.738
8.348,0.725
8.366,0.751
8.385,0.725
8.385,0.738
8.402,0.738
8.420,0.686
8.420,0.725
8.438,0.686
8.456,0.582
8.456,0.699
8.474,0.621
8.475,0.388
8.492,0.634
8.511,0.453
8.511,0.349
8.529,0.505
8.546,0.259
8.546,0.582
8.564,0.233
8.582,0.544
8.582,0.673
8.600,0.492
8.618,0.660
8.618,0.440
8.636,0.621
8.654,0.686
8.654,0.608
8.672,0.699
8.689,0.738
8.689,0.686
8.707,0.725
8.725,0.725
8.725,0.712
8.743,0.738
8.761,0.712
8.761,0.738
8.779,0.725
8.796,0.673
8.796,0.725
8.815,0.699
8.832,0.595
8.832,0.699
8.850,0.621
8.867,0.427
8.885,0.647
8.885,0.479
8.904,0.298
8.904,0.518
8.921,0.246
8.941,0.556
8.941,0.207
8.957,0.505
8.975,0.660
8.975,0.453
8.993,0.634
9.013,0.401
9.013,0.608
9.032,0.699
9.051,0.582
9.051,0.686
9.069,0.738
9.088,0.673
9.088,0.725
9.105,0.738
9.123,0.712
9.123,0.738
9.141,0.725
9.158,0.738
9.159,0.725
9.175,0.673
9.193,0.738
9.193,0.699
9.210,0.608
9.227,0.712
9.228,0.634
9.245,0.440
9.262,0.660
9.262,0.505
9.281,0.285
9.298,0.544
9.298,0.181
9.315,0.544
9.333,0.272
9.334,0.492
9.351,0.634
9.368,0.440
9.368,0.621
9.385,0.349
9.403,0.608
9.404,0.686
9.422,0.582
9.440,0.686
9.440,0.725
9.458,0.673
9.476,0.712
9.476,0.738
9.496,0.712
9.712,0.725
9.712,0.725
9.713,0.738
9.713,0.725
9.713,0.686
9.713,0.738
9.713,0.699
9.713,0.621
9.713,0.712
9.713,0.647
9.713,0.466
9.713,0.673
9.713,0.531
9.713,0.181
9.713,0.569
9.713,0.259
9.713,0.531
9.713,0.336
9.713,0.479
9.730,0.634
9.748,0.388
9.765,0.621
9.765,0.298
9.783,0.582
9.799,0.686
9.799,0.556
9.816,0.673
9.834,0.712
9.834,0.660
9.851,0.712
9.868,0.738
9.868,0.712
9.885,0.738
9.903,0.725
9.921,0.738
9.921,0.725
9.937,0.699
9.954,0.738
9.954,0.712
9.972,0.634
9.990,0.725
9.990,0.660
10.008,0.505
10.025,0.673
10.025,0.531
10.042,0.155
10.059,0.582
10.059,0.272
10.076,0.479
10.095,0.375
10.095,0.427
10.113,0.621
10.130,0.362
10.147,0.595
10.147,0.246
10.164,0.569
10.182,0.673
10.182,0.544
10.199,0.673
10.217,0.725
10.217,0.647
10.234,0.712
10.252,0.738
10.252,0.699
10.270,0.738
10.287,0.738
10.287,0.738
10.305,0.738
10.324,0.712
10.324,0.725
10.343,0.699
10.361,0.647
10.361,0.712
10.378,0.660
10.396,0.531
10.397,0.686
10.415,0.556
10.434,0.298
10.434,0.595
10.453,0.324
10.454,0.466
10.471,0.427
10.489,0.401
10.489,0.608
10.507,0.298
10.526,0.582
10.526,0.207
10.543,0.569
10.561,0.673
10.561,0.518
10.577,0.660
10.596,0.699
10.596,0.647
10.612,0.699
10.630,0.725
10.648,0.699
10.648,0.725
10.665,0.725
10.682,0.725
10.682,0.738
10.700,0.699
10.717,0.725
10.717,0.699
10.734,0.647
10.752,0.725
10.752,0.660
10.769,0.544
10.787,0.673
10.787,0.569
10.804,0.285
10.822,0.608
10.822,0.375
10.840,0.427
10.857,0.453
10.857,0.336
10.875,0.595
10.893,0.207
10.893,0.556
10.912,0.673
10.932,0.531
10.932,0.673
10.950,0.479
10.970,0.647
10.970,0.725
10.988,0.621
10.988,0.699
11.007,0.738
11.026,0.699
11.026,0.738
11.043,0.725
11.061,0.725
11.061,0.738
11.079,0.725
11.097,0.738
11.097,0.725
11.114,0.660
11.133,0.725
11.133,0.686
11.152,0.569
11.169,0.699
11.169,0.595
11.188,0.349
11.206,0.621
11.206,0.414
11.224,0.388
11.243,0.492
11.243,0.285
11.262,0.634
11.262,0.220
11.279,0.556
11.297,0.673
11.314,0.518
11.314,0.660
11.333,0.479
11.350,0.634
11.350,0.712
11.369,0.621
11.369,0.699
11.386,0.738
11.404,0.686
11.420,0.725
11.420,0.725
11.438,0.712
11.454,0.738
11.454,0.712
11.472,0.738
11.489,0.725
11.489,0.673
11.507,0.725
11.525,0.673
11.525,0.569
11.544,0.686
11.562,0.608
11.562,0.479
11.578,0.634
11.596,0.453
11.596,0.349
11.612,0.505
11.630,0.220
11.647,0.556
11.647,0.207
11.664,0.531
11.682,0.660
11.682,0.479
11.699,0.647
11.717,0.427
11.717,0.621
11.736,0.712
11.753,0.595
11.753,0.686
11.771,0.725
11.790,0.686
11.790,0.725
11.809,0.738
11.825,0.725
11.825,0.738
11.843,0.712
11.860,0.738
11.860,0.725
11.878,0.673
11.896,0.738
11.896,0.686
11.914,0.595
11.931,0.712
11.931,0.621
11.949,0.427
11.966,0.647
11.966,0.492
11.983,0.362
12.000,0.531
12.000,0.194
12.018,0.544
12.035,0.207
12.051,0.518
12.051,0.660
12.069,0.479
12.087,0.634
12.087,0.401
12.105,0.621
12.121,0.686
12.121,0.595
12.139,0.699
12.157,0.725
12.157,0.686
12.174,0.712
12.191,0.738
12.191,0.712
12.208,0.725
12.225,0.712
12.243,0.738
12.243,0.725
12.260,0.686
12.278,0.738
12.278,0.686
12.294,0.608
12.312,0.712
12.312,0.634
12.330,0.453
12.348,0.660
12.348,0.505
12.366,0.259
12.383,0.544
12.383,0.207
12.400,0.531
12.417,0.272
12.417,0.492
12.434,0.647
12.452,0.414
12.469,0.621
12.469,0.311
12.486,0.595
12.504,0.699
12.504,0.569
12.522,0.673
12.539,0.725
12.539,0.660
12.556,0.725
12.573,0.738
12.573,0.725
12.592,0.738
12.608,0.725
12.608,0.738
12.626,0.738
12.642,0.699
12.659,0.738
12.659,0.699
12.677,0.608
12.695,0.712
12.695,0.647
12.712,0.479
12.731,0.660
12.731,0.531
12.748,0.220
12.766,0.569
12.766,0.220
12.783,0.505
12.800,0.505
12.800,0.505
12.818,0.634
12.835,0.388
12.835,0.608
12.855,0.311
12.874,0.582
12.874,0.673
12.890,0.544
12.909,0.660
12.909,0.712
12.928,0.660
12.945,0.712
12.945,0.738
12.963,0.699
12.982,0.738
12.982,0.725
12.999,0.725
13.016,0.725
13.016,0.699
13.034,0.738
13.051,0.712
13.051,0.647
13.068,0.725
13.086,0.647
13.086,0.505
13.104,0.673
13.122,0.556
13.122,0.168
13.138,0.595
13.155,0.285
13.155,0.492
13.173,0.388
13.189,0.427
13.206,0.621
13.207,0.336
13.224,0.595
13.241,0.220
13.241,0.569
13.259,0.686
13.276,0.518
13.276,0.660
13.293,0.712
13.310,0.647
13.310,0.712
13.327,0.738
13.344,0.712
13.362,0.725
13.362,0.725
13.380,0.725
13.398,0.738
13.398,0.712
13.415,0.738
13.432,0.712
13.432,0.647
13.449,0.725
13.467,0.660
13.467,0.531
13.484,0.686
13.501,0.556
13.501,0.259
13.519,0.608
13.537,0.349
13.537,0.440
13.556,0.427
13.573,0.388
13.573,0.608
13.591,0.285
13.608,0.582
13.608,0.168
13.625,0.544
13.642,0.660
13.660,0.505
13.660,0.647
13.678,0.712
13.695,0.634
13.696,0.699
13.715,0.738
13.731,0.699
13.731,0.738
13.749,0.738
13.766,0.725
13.766,0.738
13.784,0.712
13.801,0.738
13.801,0.712
13.818,0.660
13.835,0.738
13.835,0.673
13.853,0.544
13.870,0.686
13.870,0.582
13.888,0.272
13.907,0.608
13.907,0.388
13.928,0.427
13.945,0.466
13.946,0.349
13.963,0.595
13.981,0.207
13.981,0.556
13.998,0.673
14.016,0.544
14.016,0.660
14.033,0.479
14.051,0.647
14.051,0.712
14.069,0.621
14.087,0.699
14.087,0.738
14.103,0.699
14.122,0.725
14.122,0.738
14.139,0.725
14.156,0.751
14.156,0.699
14.174,0.738
14.192,0.725
14.192,0.673
14.209,0.725
14.227,0.699
14.244,0.569
14.244,0.686
14.262,0.595
14.279,0.362
14.279,0.634
14.296,0.440
14.314,0.401
14.314,0.492
14.331,0.246
14.349,0.582
14.349,0.155
14.366,0.544
14.384,0.660
14.384,0.505
14.402,0.660
14.418,0.440
14.419,0.634
14.437,0.712
14.456,0.608
14.456,0.699
14.473,0.738
14.491,0.686
14.491,0.725
14.509,0.738
14.527,0.725
14.527,0.738
14.543,0.712
14.562,0.738
14.562,0.725
14.580,0.673
14.597,0.738
14.597,0.699
14.614,0.582
14.631,0.699
14.649,0.647
14.649,0.375
14.667,0.634
14.686,0.453
14.686,0.336
14.705,0.505
14.705,0.207
14.723,0.556
14.740,0.155
14.740,0.518
14.759,0.660
14.779,0.479
14.779,0.634
14.797,0.414
14.814,0.621
14.814,0.699
14.832,0.582
14.849,0.673
14.849,0.725
14.867,0.673
14.884,0.725
14.884,0.725
14.903,0.712
14.921,0.738
14.921,0.725
14.939,0.725
14.956,0.725
14.956,0.686
14.975,0.738
14.994,0.686
14.994,0.621
15.012,0.712
15.032,0.621
15.032,0.440
15.050,0.647
15.050,0.492
15.067,0.259
15.086,0.544
15.086,0.142
15.104,0.544
15.121,0.207
15.122,0.505
15.140,0.673
15.164,0.518
15.164,0.634
15.190,0.375
15.190,0.608
15.208,0.699
15.208,0.582
15.227,0.686
15.227,0.725
15.249,0.673
15.266,0.725
15.266,0.738
15.284,0.725
15.302,0.751
15.302,0.738
15.320,0.751
15.338,0.738
15.338,0.673
15.356,0.725
15.375,0.699
15.375,0.608
15.393,0.712
15.410,0.634
15.410,0.466
15.429,0.660
15.446,0.505
15.446,0.207
15.464,0.544
15.483,0.194
15.483,0.505
15.501,0.272
15.501,0.453
15.520,0.634
15.539,0.414
15.539,0.634
15.557,0.349
15.577,0.621
15.577,0.725
15.595,0.582
15.614,0.673
15.614,0.712
15.633,0.634
15.633,0.673
15.651,0.686
15.669,0.647
15.669,0.673
15.687,0.647
15.705,0.647
15.705,0.634
15.724,0.595
15.741,0.621
15.741,0.608
15.761,0.518
15.780,0.608
15.780,0.544
15.798,0.401
15.816,0.556
15.816,0.453
15.835,0.142
15.835,0.492
15.854,0.194
15.873,0.556
15.873,0.324
15.891,0.414
15.909,0.608
15.909,0.349
15.927,0.608
15.945,0.272
15.945,0.595
15.965,0.699
15.984,0.569
15.984,0.712
16.002,0.764
16.002,0.699
16.020,0.776
16.038,0.789
16.038,0.764
16.057,0.789
16.075,0.789
16.075,0.802
16.094,0.789
16.112,0.764
16.112,0.802
16.130,0.776
16.148,0.725
16.149,0.802
16.167,0.738
16.185,0.621
16.185,0.751
16.203,0.647
16.221,0.246
16.221,0.686
16.239,0.414
16.255,0.556
16.256,0.505
16.274,0.479
16.293,0.712
16.293,0.414
16.312,0.686
16.312,0.246
16.328,0.647
16.348,0.789
16.348,0.621
16.365,0.751
16.383,0.828
16.383,0.738
16.402,0.802
16.420,0.841
16.420,0.802
16.439,0.841
16.458,0.815
16.458,0.828
16.478,0.828
16.478,0.802
16.498,0.841
16.517,0.815
16.517,0.751
16.536,0.828
16.555,0.764
16.555,0.634
16.574,0.776
16.574,0.673
16.592,0.311
16.610,0.712
16.611,0.453
16.630,0.544
16.650,0.544
16.650,0.466
16.670,0.712
16.670,0.336
16.688,0.699
16.707,0.168
16.707,0.647
16.726,0.764
16.746,0.608
16.746,0.764
16.764,0.815
16.764,0.738
16.783,0.802
16.802,0.828
16.802,0.789
16.819,0.828
16.838,0.828
16.838,0.828
16.856,0.841
16.874,0.802
16.874,0.828
16.892,0.815
16.910,0.764
16.910,0.815
16.928,0.789
16.946,0.673
16.946,0.789
16.964,0.699
16.981,0.427
16.981,0.725
17.000,0.531
17.017,0.492
17.017,0.582
17.035,0.401
17.053,0.699
17.053,0.207
17.072,0.660
17.091,0.789
17.091,0.621
17.109,0.764
17.127,0.556
17.127,0.738
17.145,0.815
17.163,0.712
17.163,0.802
17.181,0.841
17.181,0.776
17.199,0.828
17.217,0.828
17.217,0.815
17.236,0.815
17.254,0.789
17.254,0.802
17.272,0.789
17.290,0.725
17.290,0.776
17.308,0.725
17.325,0.621
17.325,0.725
17.344,0.647
17.362,0.388
17.363,0.647
17.379,0.440
17.398,0.349
17.398,0.492
17.416,0.479
17.434,0.544
17.434,0.194
17.452,0.492
17.471,0.621
17.471,0.440
17.490,0.595
17.508,0.362
17.508,0.569
17.526,0.634
17.526,0.518
17.544,0.608
17.563,0.634
17.563,0.582
17.581,0.608
17.599,0.621
17.599,0.595
17.618,0.595
17.635,0.582
17.635,0.582
17.653,0.556
17.671,0.505
17.671,0.544
17.688,0.492
17.707,0.388
17.707,0.505
17.726,0.401
17.744,0.246
17.744,0.414
17.762,0.259
17.781,0.181
17.781,0.324
17.799,0.168
17.817,0.362
17.817,0.194
17.835,0.336
17.835,0.466
17.854,0.285
17.872,0.453
17.872,0.233
17.890,0.427
17.909,0.531
17.909,0.427
17.928,0.531
17.945,0.582
17.946,0.531
17.965,0.595
17.983,0.595
17.983,0.595
18.003,0.608
18.003,0.595
18.021,0.660
18.039,0.621
18.039,0.569
18.059,0.634
18.076,0.595
18.076,0.505
18.095,0.621
18.114,0.544
18.114,0.375
18.132,0.634
18.150,0.427
18.150,0.207
18.168,0.479
18.186,0.142
18.186,0.479
18.205,0.207
18.205,0.440
18.223,0.608
18.241,0.712
18.241,0.595
18.260,0.324
18.278,0.569
18.278,0.660
18.297,0.544
18.314,0.660
18.314,0.712
18.332,0.647
18.350,0.699
18.350,0.712
18.369,0.712
18.386,0.725
18.386,0.725
18.405,0.738
18.424,0.725
18.424,0.686
18.442,0.738
18.461,0.712
18.461,0.621
18.478,0.712
18.496,0.660
18.496,0.505
18.516,0.673
18.516,0.544
18.534,0.181
18.552,0.582
18.552,0.207
18.569,0.531
18.588,0.349
18.588,0.492
18.607,0.660
18.624,0.427
18.625,0.634
18.643,0.324
18.662,0.608
18.662,0.712
18.681,0.569
18.699,0.673
18.699,0.738
18.717,0.686
18.718,0.738
18.736,0.751
18.755,0.738
18.755,0.764
18.772,0.751
18.790,0.764
18.790,0.751
18.810,0.712
18.828,0.751
18.828,0.738
18.846,0.660
18.864,0.751
18.864,0.686
18.883,0.544
18.901,0.699
18.901,0.569
18.920,0.168
18.920,0.608
18.938,0.686
18.956,0.518
18.956,0.414
18.974,0.440
18.993,0.660
18.993,0.362
19.012,0.621
19.031,0.220
19.031,0.595
19.048,0.712
19.067,0.569
19.067,0.686
19.085,0.751
19.103,0.686
19.103,0.751
19.121,0.764
19.139,0.751
19.139,0.776
19.157,0.764
19.175,0.764
19.175,0.776
19.192,0.738
19.211,0.776
19.211,0.751
19.229,0.686
19.229,0.751
19.247,0.699
19.265,0.569
19.265,0.712
19.284,0.595
19.302,0.194
19.302,0.634
19.321,0.349
19.339,0.492
19.339,0.440
19.357,0.427
19.375,0.634
19.375,0.492
19.394,0.608
19.411,0.155
19.411,0.556
19.429,0.686
19.448,0.531
19.448,0.660
19.466,0.712
19.484,0.621
19.484,0.673
19.504,0.712
19.504,0.673
19.522,0.699
19.540,0.686
19.540,0.673
19.559,0.673
19.576,0.634
19.576,0.660
19.595,0.621
19.612,0.556
19.612,0.608
19.630,0.531
19.647,0.427
19.649,0.531
19.666,0.427
19.685,0.272
19.685,0.427
19.702,0.233
19.721,0.505
19.721,0.259
19.739,0.194
19.759,0.388
19.759,0.181
19.776,0.375
19.795,0.466
19.795,0.336
19.812,0.453
19.812,0.298
19.830,0.453
19.849,0.518
19.849,0.440
19.868,0.505
19.885,0.544
19.885,0.505
19.904,0.531
19.923,0.544
19.923,0.531
19.942,0.544
19.961,0.518
19.961,0.531
19.979,0.531
20.000,0.466
20.000,0.531
20.018,0.479
20.018,0.375
20.036,0.492
20.054,0.401
20.054,0.194
20.072,0.634
20.090,0.246
20.090,0.259
20.109,0.298
20.127,0.220
20.127,0.375
20.144,0.142
20.163,0.349
20.163,0.440
20.183,0.311
20.183,0.440
20.201,0.272
20.219,0.427
20.219,0.492
20.238,0.414
20.255,0.479
20.255,0.531
20.274,0.479
20.293,0.531
20.293,0.544
20.311,0.518
20.330,0.544
20.330,0.531
20.348,0.544
20.366,0.518
20.366,0.466
20.384,0.518
20.384,0.466
20.403,0.375
20.421,0.479
20.421,0.401
20.439,0.233
20.457,0.440
20.457,0.272
20.475,0.194
20.493,0.647
20.493,0.155
20.510,0.388
20.528,0.142
20.528,0.349
20.546,0.479
20.565,0.375
20.565,0.479
20.582,0.285
20.600,0.440
20.600,0.518
20.619,0.427
20.637,0.492
20.637,0.544
20.655,0.479
20.674,0.544
20.674,0.531
20.691,0.518
20.709,0.544
20.709,0.531
20.727,0.544
20.745,0.544
20.745,0.505
20.763,0.544
20.781,0.505
20.781,0.569
20.800,0.518
20.817,0.440
