时间(s),电压(V)
20.817,0.285
20.836,0.466
20.853,0.324
20.853,0.181
20.871,0.349
20.890,0.220
20.890,0.362
20.908,0.220
20.925,0.311
20.925,0.427
20.942,0.259
20.960,0.401
20.960,0.233
20.979,0.531
20.997,0.531
20.997,0.349
21.018,0.466
21.018,0.518
21.037,0.440
21.056,0.492
21.056,0.518
21.073,0.492
21.090,0.505
21.091,0.634
21.110,0.518
21.127,0.518
21.127,0.479
21.145,0.518
21.162,0.492
21.162,0.427
21.180,0.505
21.198,0.453
21.198,0.595
21.215,0.453
21.234,0.324
21.234,0.220
21.251,0.375
21.268,0.466
21.268,0.336
21.286,0.194
21.303,0.285
21.303,0.492
21.322,0.246
21.340,0.427
21.340,0.181
21.358,0.388
21.376,0.479
21.376,0.349
21.394,0.453
21.411,0.505
21.411,0.427
21.431,0.505
21.449,0.518
21.449,0.492
21.466,0.518
21.484,0.505
21.484,0.505
21.502,0.621
21.520,0.466
21.520,0.505
21.539,0.479
21.539,0.414
21.560,0.479
21.579,0.427
21.579,0.285
21.597,0.440
21.616,0.544
21.616,0.168
21.636,0.362
21.636,0.168
21.654,0.298
21.673,0.207
21.673,0.246
21.693,0.414
21.713,0.233
21.713,0.401
21.731,0.168
21.731,0.362
21.748,0.466
21.766,0.336
21.766,0.453
21.784,0.492
21.802,0.440
21.802,0.518
21.820,0.518
21.840,0.492
21.840,0.505
21.858,0.518
21.877,0.505
21.877,0.505
21.895,0.492
21.913,0.505
21.913,0.505
21.931,0.427
21.950,0.492
21.950,0.440
21.969,0.311
21.969,0.453
21.990,0.349
22.010,0.181
22.010,0.375
22.032,0.582
22.032,0.375
22.054,0.246
22.054,0.246
22.073,0.388
22.092,0.207
22.092,0.375
22.112,0.155
22.112,0.336
22.131,0.453
22.150,0.298
22.150,0.440
22.170,0.479
22.189,0.427
22.189,0.479
22.208,0.505
22.208,0.479
22.227,0.505
22.246,0.505
22.246,0.505
22.266,0.505
22.284,0.479
22.284,0.505
22.304,0.492
22.304,0.427
22.322,0.492
22.340,0.440
22.340,0.324
22.358,0.453
22.376,0.401
22.376,0.194
22.394,0.375
22.413,0.220
22.413,0.233
22.431,0.246
22.448,0.194
22.449,0.375
22.466,0.194
22.483,0.362
22.484,0.453
22.503,0.324
22.522,0.440
22.522,0.608
22.540,0.427
22.540,0.492
22.558,0.388
22.576,0.479
22.576,0.518
22.594,0.466
22.611,0.505
22.612,0.518
22.630,0.505
22.649,0.518
22.649,0.479
22.667,0.518
22.685,0.492
22.685,0.427
22.702,0.505
22.720,0.440
22.720,0.582
22.738,0.466
22.756,0.375
22.756,0.207
22.775,0.388
22.793,0.246
22.793,0.246
22.811,0.272
22.828,0.181
22.828,0.595
22.847,0.220
22.865,0.336
22.865,0.453
22.883,0.311
22.901,0.427
22.901,0.272
22.918,0.414
22.937,0.479
22.937,0.699
22.955,0.466
22.974,0.505
22.974,0.466
22.993,0.505
23.010,0.505
23.010,0.492
23.027,0.505
23.046,0.725
23.046,0.518
23.065,0.492
23.065,0.453
23.082,0.505
23.100,0.466
23.100,0.375
23.117,0.479
23.136,0.401
23.136,0.233
23.155,0.414
23.173,0.285
23.173,0.220
23.191,0.311
23.209,0.168
23.209,0.362
23.227,0.142
23.245,0.556
23.245,0.453
23.262,0.272
23.280,0.427
23.281,0.220
23.298,0.414
23.316,0.479
23.316,0.375
23.334,0.466
23.352,0.505
23.352,0.453
23.369,0.505
23.387,0.505
23.387,0.492
23.405,0.505
23.422,0.492
23.422,0.518
23.441,0.492
23.458,0.453
23.458,0.505
23.476,0.453
23.494,0.362
23.494,0.479
23.511,0.401
23.529,0.207
23.529,0.414
23.546,0.272
23.566,0.595
23.566,0.311
23.583,0.194
23.599,0.336
23.601,0.168
23.618,0.285
23.636,0.427
23.636,0.272
23.654,0.427
23.672,0.233
23.673,0.401
23.691,0.479
23.710,0.375
23.710,0.466
23.728,0.505
23.746,0.440
23.747,0.582
23.765,0.505
23.783,0.492
23.783,0.505
23.804,0.492
23.804,0.505
23.822,0.505
23.839,0.453
23.839,0.492
23.857,0.647
23.875,0.401
23.875,0.492
23.892,0.427
23.910,0.259
23.910,0.440
23.928,0.311
23.946,0.194
23.946,0.349
23.964,0.168
23.981,0.336
23.981,0.194
23.999,0.272
24.017,0.440
24.017,0.233
24.035,0.427
24.054,0.207
24.054,0.621
24.072,0.466
24.091,0.336
24.091,0.466
24.109,0.505
24.127,0.453
24.127,0.479
24.145,0.505
24.164,0.492
24.165,0.505
24.181,0.492
24.199,0.505
24.199,0.505
24.217,0.479
24.234,0.505
24.234,0.492
24.253,0.401
24.270,0.621
24.270,0.427
24.288,0.311
24.305,0.453
24.305,0.324
24.323,0.168
24.341,0.362
24.341,0.194
24.358,0.298
24.377,0.207
24.377,0.272
24.396,0.440
24.413,0.233
24.413,0.427
24.432,0.194
24.449,0.414
24.449,0.518
24.467,0.388
24.485,0.569
24.485,0.569
24.504,0.518
24.522,0.582
24.522,0.608
24.538,0.582
24.556,0.634
24.556,0.634
24.574,0.634
24.591,0.647
24.591,0.608
24.610,0.660
24.627,0.634
24.628,0.569
24.646,0.647
24.663,0.595
24.663,0.440
24.683,0.621
24.700,0.505
24.700,0.155
24.720,0.544
24.720,0.233
24.739,0.453
24.757,0.362
24.757,0.414
24.777,0.608
24.796,0.505
24.796,0.582
24.814,0.220
24.832,0.556
24.832,0.660
24.850,0.531
24.868,0.647
24.868,0.712
24.886,0.699
24.887,0.686
24.904,0.738
24.922,0.686
24.922,0.725
24.939,0.712
24.957,0.725
24.957,0.725
24.975,0.699
24.994,0.725
24.994,0.712
25.012,0.647
25.029,0.712
25.029,0.660
25.047,0.544
25.065,0.673
25.065,0.569
25.084,0.544
25.102,0.595
25.102,0.388
25.120,0.453
25.139,0.440
25.139,0.362
25.157,0.595
25.175,0.233
25.175,0.556
25.194,0.207
25.211,0.531
25.211,0.660
25.229,0.492
25.247,0.647
25.248,0.712
25.266,0.608
25.284,0.686
25.284,0.725
25.302,0.673
25.320,0.712
25.320,0.712
25.339,0.699
25.339,0.712
25.358,0.686
25.378,0.725
25.378,0.686
25.396,0.634
25.415,0.699
25.415,0.647
25.433,0.518
25.452,0.660
25.452,0.544
25.470,0.259
25.470,0.582
25.489,0.349
25.507,0.569
25.508,0.427
25.525,0.285
25.544,0.544
25.544,0.181
25.562,0.518
25.580,0.634
25.580,0.479
25.599,0.725
25.617,0.453
25.617,0.608
25.635,0.673
25.653,0.582
25.653,0.673
25.672,0.699
25.672,0.660
25.690,0.699
25.710,0.712
25.710,0.699
25.728,0.712
25.747,0.686
25.747,0.712
25.766,0.699
25.785,0.647
25.785,0.712
25.804,0.699
25.804,0.556
25.822,0.673
25.841,0.582
25.841,0.349
25.859,0.621
25.879,0.440
25.879,0.349
25.897,0.492
25.916,0.582
25.916,0.556
25.935,0.207
25.935,0.518
25.954,0.660
25.972,0.492
25.972,0.647
25.990,0.427
26.010,0.634
26.010,0.699
26.029,0.621
26.046,0.699
26.047,0.738
26.065,0.699
26.085,0.751
26.085,0.751
26.103,0.738
26.103,0.764
26.122,0.751
26.140,0.776
26.140,0.764
26.158,0.725
26.177,0.776
26.177,0.738
26.195,0.647
26.215,0.764
26.215,0.686
26.232,0.492
26.232,0.725
26.250,0.556
26.269,0.336
26.270,0.608
26.288,0.168
26.307,0.634
26.307,0.349
26.326,0.595
26.344,0.738
26.344,0.531
26.362,0.725
26.380,0.479
26.380,0.712
26.399,0.776
26.399,0.673
26.417,0.764
26.437,0.815
26.437,0.764
26.455,0.815
26.473,0.828
26.473,0.802
26.492,0.815
26.511,0.802
26.511,0.815
26.529,0.815
26.529,0.764
26.548,0.815
26.566,0.789
26.566,0.699
26.584,0.789
26.602,0.712
26.602,0.544
26.621,0.738
26.639,0.595
26.639,0.272
26.657,0.634
26.675,0.142
26.675,0.621
26.694,0.311
26.712,0.569
26.712,0.725
26.730,0.518
26.749,0.712
26.749,0.414
26.767,0.699
26.785,0.764
26.785,0.647
26.804,0.751
26.804,0.802
26.822,0.751
26.841,0.802
26.841,0.815
26.858,0.789
26.877,0.815
26.877,0.802
26.894,0.802
26.913,0.815
26.913,0.764
26.931,0.802
26.948,0.776
26.948,0.699
26.966,0.789
26.985,0.712
26.985,0.556
27.003,0.738
27.021,0.608
27.021,0.168
27.039,0.634
27.058,0.259
27.058,0.582
27.075,0.375
27.093,0.531
27.093,0.712
27.112,0.453
27.129,0.660
27.129,0.595
27.147,0.634
27.166,0.725
27.166,0.582
27.184,0.712
27.202,0.751
27.202,0.686
27.220,0.738
27.239,0.751
27.239,0.725
27.256,0.751
27.256,0.725
27.275,0.725
27.295,0.738
27.295,0.699
27.312,0.725
27.329,0.686
27.329,0.621
27.348,0.699
27.367,0.647
27.367,0.479
27.385,0.647
27.405,0.531
27.405,0.168
27.425,0.556
27.425,0.233
27.448,0.466
27.448,0.336
27.468,0.414
27.488,0.595
27.488,0.336
27.508,0.569
27.508,0.207
27.527,0.544
27.546,0.647
27.546,0.505
27.563,0.634
27.581,0.686
27.581,0.621
27.599,0.673
27.618,0.699
27.619,0.673
27.637,0.699
27.637,0.725
27.656,0.699
27.674,0.699
27.674,0.673
27.693,0.699
27.712,0.686
27.712,0.621
27.730,0.686
27.750,0.634
27.750,0.492
27.767,0.647
27.785,0.544
27.785,0.181
27.804,0.569
27.804,0.298
27.822,0.466
27.839,0.414
27.839,0.518
27.858,0.608
27.875,0.298
27.875,0.582
27.894,0.168
27.912,0.544
27.912,0.673
27.930,0.505
27.948,0.660
27.948,0.725
27.966,0.660
27.984,0.725
27.984,0.751
28.003,0.725
28.021,0.764
28.021,0.764
28.039,0.764
28.057,0.776
28.057,0.751
28.076,0.776
28.093,0.764
28.093,0.699
28.114,0.776
28.114,0.725
28.133,0.595
28.151,0.738
28.151,0.647
28.169,0.466
28.187,0.686
28.187,0.453
28.204,0.492
28.222,0.531
28.222,0.414
28.239,0.686
28.257,0.311
28.257,0.660
28.275,0.738
28.292,0.621
28.293,0.751
28.311,0.569
28.327,0.738
28.328,0.802
28.345,0.712
28.364,0.789
28.364,0.815
28.381,0.776
28.399,0.815
28.417,0.802
28.417,0.802
28.434,0.815
28.452,0.789
28.452,0.802
28.469,0.789
28.488,0.738
28.488,0.802
28.507,0.738
28.507,0.621
28.524,0.738
28.541,0.647
28.559,0.362
28.559,0.673
28.577,0.453
28.595,0.440
28.595,0.505
28.614,0.324
28.614,0.608
28.631,0.155
28.649,0.556
28.649,0.686
28.667,0.621
28.685,0.634
28.685,0.427
28.704,0.608
28.722,0.660
28.722,0.569
28.739,0.634
28.757,0.660
28.757,0.595
28.775,0.634
28.792,0.634
28.810,0.608
28.810,0.595
28.828,0.569
28.828,0.582
28.846,0.544
28.865,0.492
28.865,0.556
28.883,0.492
28.901,0.362
28.901,0.479
28.919,0.375
28.936,0.194
28.936,0.388
28.954,0.233
28.972,0.194
28.972,0.285
28.989,0.194
29.008,0.375
29.008,0.181
29.026,0.349
29.045,0.479
29.045,0.349
29.062,0.492
29.080,0.324
29.080,0.556
29.097,0.595
29.116,0.492
29.116,0.595
29.135,0.660
29.153,0.595
29.153,0.660
29.172,0.686
29.190,0.673
29.190,0.699
29.208,0.673
29.225,0.699
29.225,0.699
29.243,0.660
29.261,0.712
29.261,0.673
29.279,0.582
29.296,0.686
29.296,0.621
29.314,0.414
29.331,0.634
29.331,0.479
29.349,0.285
29.367,0.544
29.367,0.155
29.386,0.569
29.403,0.168
29.403,0.544
29.421,0.673
29.439,0.492
29.439,0.660
29.456,0.427
29.474,0.647
29.474,0.725
29.492,0.634
29.511,0.725
29.511,0.751
29.528,0.699
29.547,0.764
29.547,0.776
29.564,0.751
29.581,0.776
29.581,0.764
29.600,0.776
29.618,0.764
29.618,0.738
29.636,0.776
29.654,0.751
29.654,0.660
29.672,0.751
29.690,0.699
29.690,0.569
29.708,0.712
29.727,0.556
29.727,0.246
29.746,0.608
29.746,0.181
29.763,0.595
29.781,0.298
29.799,0.556
29.799,0.712
29.817,0.492
29.817,0.699
29.834,0.414
29.853,0.673
29.853,0.764
29.871,0.647
29.890,0.764
29.890,0.802
29.908,0.751
29.927,0.789
29.927,0.815
29.944,0.789
29.962,0.828
29.962,0.815
29.981,0.815
29.999,0.815
29.999,0.776
30.017,0.815
30.035,0.789
30.035,0.725
30.053,0.802
30.071,0.738
30.071,0.582
30.089,0.751
30.106,0.621
30.107,0.181
30.125,0.660
30.143,0.259
30.144,0.608
30.162,0.375
30.162,0.556
30.180,0.725
30.199,0.492
30.199,0.725
30.218,0.388
30.236,0.673
30.236,0.764
30.254,0.634
30.273,0.751
30.273,0.802
30.291,0.738
30.310,0.789
30.310,0.802
30.329,0.776
30.329,0.802
30.348,0.789
30.365,0.802
30.365,0.789
30.384,0.751
30.402,0.802
30.402,0.751
30.421,0.699
30.439,0.776
30.439,0.712
30.457,0.544
30.476,0.712
30.476,0.582
30.494,0.142
30.512,0.621
30.512,0.272
30.529,0.518
30.548,0.388
30.548,0.440
30.566,0.634
30.585,0.349
30.585,0.595
30.603,0.246
30.603,0.544
30.622,0.660
30.639,0.505
30.639,0.621
30.658,0.673
30.675,0.595
30.675,0.647
30.693,0.673
30.712,0.621
30.712,0.660
30.730,0.647
30.749,0.634
30.749,0.634
30.767,0.595
30.784,0.608
30.785,0.595
30.804,0.518
30.822,0.582
30.822,0.518
30.840,0.375
30.840,0.518
30.859,0.401
30.876,0.194
30.876,0.414
30.895,0.181
30.913,0.285
30.913,0.634
30.932,0.233
30.949,0.401
30.949,0.194
30.967,0.375
30.986,0.155
30.986,0.336
31.005,0.453
31.025,0.324
31.025,0.427
31.045,0.492
31.045,0.427
31.063,0.505
31.081,0.531
31.081,0.518
31.100,0.556
31.119,0.556
31.119,0.569
31.137,0.582
31.157,0.556
31.157,0.608
31.176,0.569
31.176,0.531
31.193,0.595
31.211,0.556
31.211,0.453
31.230,0.582
31.249,0.505
31.249,0.220
31.267,0.544
31.285,0.324
31.285,0.388
31.306,0.401
31.306,0.324
31.327,0.582
31.348,0.207
31.348,0.556
31.368,0.673
31.368,0.531
31.388,0.647
31.407,0.479
31.407,0.660
31.428,0.725
31.428,0.647
31.448,0.725
31.467,0.751
31.467,0.712
31.487,0.751
31.488,0.764
31.508,0.764
31.508,0.764
31.529,0.738
31.549,0.764
31.550,0.751
31.570,0.699
31.570,0.764
31.589,0.712
31.608,0.621
31.609,0.738
31.630,0.634
31.630,0.401
31.650,0.673
31.650,0.479
31.673,0.440
31.693,0.544
31.693,0.324
31.714,0.647
31.714,0.168
31.735,0.621
31.735,0.738
31.753,0.595
31.772,0.738
31.772,0.531
31.790,0.712
31.809,0.776
31.809,0.686
31.827,0.776
31.845,0.815
31.845,0.764
31.863,0.802
31.881,0.828
31.881,0.802
31.901,0.828
31.901,0.802
31.918,0.828
31.936,0.802
31.954,0.764
31.954,0.815
31.972,0.776
31.990,0.673
31.990,0.789
32.009,0.699
32.009,0.466
32.027,0.725
32.045,0.531
32.045,0.440
32.064,0.595
32.082,0.298
32.082,0.647
32.100,0.194
32.119,0.634
32.119,0.751
32.136,0.582
32.155,0.725
32.155,0.531
32.174,0.712
32.192,0.789
32.192,0.699
32.209,0.776
32.228,0.815
32.228,0.764
32.246,0.802
32.246,0.802
32.264,0.802
32.281,0.815
32.281,0.789
32.299,0.802
32.317,0.789
32.335,0.751
32.335,0.789
32.355,0.751
32.355,0.673
32.372,0.764
32.390,0.686
32.390,0.479
32.407,0.686
32.426,0.531
32.426,0.311
32.444,0.569
32.462,0.207
32.462,0.595
32.480,0.220
32.499,0.531
32.499,0.686
32.516,0.479
32.534,0.660
32.534,0.414
32.552,0.634
32.570,0.725
32.570,0.595
32.589,0.699
32.607,0.751
32.607,0.686
32.624,0.738
32.643,0.725
32.643,0.725
32.660,0.738
32.678,0.712
32.678,0.725
32.696,0.725
32.714,0.673
32.714,0.712
32.732,0.673
32.750,0.582
32.750,0.673
32.768,0.686
32.787,0.414
32.787,0.634
32.805,0.466
32.824,0.233
32.824,0.518
32.845,0.168
32.845,0.492
32.866,0.220
32.866,0.440
32.886,0.595
32.906,0.388
32.906,0.582
32.927,0.298
32.927,0.556
32.947,0.647
32.968,0.518
32.968,0.647
32.986,0.660
32.986,0.595
33.005,0.660
33.023,0.673
33.023,0.647
33.042,0.673
33.060,0.660
33.060,0.673
33.080,0.673
33.098,0.621
33.098,0.647
33.116,0.621
33.116,0.544
33.136,0.621
33.155,0.556
33.155,0.401
33.175,0.569
33.175,0.440
33.195,0.181
33.213,0.479
33.213,0.259
33.230,0.414
33.250,0.298
33.250,0.349
33.267,0.518
33.286,0.285
33.286,0.492
33.303,0.246
33.323,0.466
33.323,0.569
33.341,0.440
33.359,0.556
33.359,0.608
33.377,0.531
33.395,0.595
33.395,0.608
33.412,0.582
33.430,0.621
33.430,0.608
33.449,0.608
33.466,0.608
33.466,0.569
33.484,0.608
33.502,0.582
33.502,0.492
33.521,0.595
33.521,0.518
33.540,0.479
33.558,0.531
33.558,0.414
33.577,0.233
33.594,0.440
33.594,0.285
33.612,0.349
33.630,0.233
33.631,0.311
33.650,0.479
33.668,0.259
33.668,0.440
33.685,0.181
33.704,0.414
33.704,0.531
33.721,0.388
33.740,0.505
33.740,0.556
33.758,0.479
33.779,0.556
33.779,0.569
33.797,0.544
33.797,0.582
33.815,0.556
33.833,0.556
33.833,0.556
33.851,0.544
33.869,0.569
33.869,0.544
33.888,0.479
33.905,0.544
33.905,0.492
33.924,0.375
33.941,0.505
33.942,0.401
33.960,0.233
33.979,0.440
33.979,0.259
33.996,0.634
34.014,0.272
34.014,0.246
34.033,0.466
34.033,0.207
34.052,0.427
34.070,0.233
34.070,0.414
34.088,0.531
34.106,0.388
34.106,0.518
34.124,0.582
34.141,0.518
34.141,0.582
34.160,0.608
34.178,0.582
34.178,0.621
34.198,0.621
34.217,0.608
34.217,0.621
34.235,0.595
34.236,0.621
34.253,0.595
34.271,0.544
34.271,0.608
34.290,0.556
34.307,0.440
34.307,0.556
34.325,0.466
34.343,0.220
34.343,0.479
34.362,0.272
34.379,0.285
34.379,0.336
34.397,0.259
34.416,0.492
34.416,0.207
34.434,0.453
34.452,0.544
34.452,0.414
34.469,0.544
34.487,0.375
34.487,0.531
34.505,0.595
34.523,0.505
34.523,0.582
34.541,0.621
34.561,0.569
34.561,0.608
34.579,0.621
34.598,0.608
34.598,0.621
34.617,0.595
34.617,0.608
34.635,0.608
34.655,0.544
34.655,0.608
34.673,0.569
34.692,0.466
34.692,0.582
34.711,0.492
34.730,0.246
34.730,0.531
34.749,0.324
34.749,0.324
34.768,0.401
34.787,0.233
34.787,0.505
34.805,0.181
34.824,0.479
34.824,0.582
34.842,0.440
34.842,0.569
34.861,0.388
34.879,0.544
34.879,0.621
34.898,0.531
34.916,0.608
34.916,0.647
34.933,0.595
34.951,0.647
34.951,0.647
34.970,0.621
34.987,0.647
34.987,0.621
35.005,0.647
35.024,0.634
35.024,0.582
35.041,0.634
35.059,0.595
35.059,0.518
35.077,0.621
35.096,0.518
35.096,0.324
35.113,0.556
35.131,0.388
35.131,0.259
35.149,0.427
35.167,0.246
35.167,0.479
35.186,0.155
35.205,0.427
35.205,0.582
35.223,0.401
35.224,0.556
35.242,0.336
35.259,0.544
35.259,0.621
35.279,0.531
35.297,0.634
35.297,0.673
35.314,0.621
35.332,0.673
35.332,0.686
35.350,0.673
35.368,0.699
35.368,0.686
35.386,0.712
35.405,0.699
35.405,0.647
35.422,0.712
35.439,0.673
35.439,0.582
35.457,0.699
35.475,0.621
35.475,0.427
35.493,0.660
35.511,0.505
35.511,0.298
35.528,0.569
35.545,0.207
35.545,0.582
35.563,0.233
35.581,0.556
35.581,0.712
35.600,0.505
35.618,0.699
35.618,0.453
35.636,0.686
35.654,0.764
35.654,0.660
35.672,0.751
35.690,0.789
35.690,0.738
35.709,0.789
35.727,0.802
35.727,0.776
35.745,0.802
35.762,0.789
35.762,0.802
35.781,0.789
35.798,0.751
35.798,0.802
35.816,0.764
35.833,0.673
35.833,0.776
35.851,0.699
35.869,0.531
35.869,0.725
35.888,0.569
35.905,0.285
35.905,0.621
35.922,0.194
35.940,0.595
35.940,0.349
35.957,0.544
35.976,0.712
35.976,0.479
35.994,0.686
36.012,0.375
36.012,0.660
36.030,0.751
36.047,0.621
36.048,0.725
36.066,0.789
36.084,0.712
36.084,0.764
36.102,0.776
36.120,0.764
36.120,0.776
36.137,0.751
36.156,0.764
36.156,0.751
36.174,0.725
36.191,0.764
36.191,0.725
36.209,0.647
36.226,0.725
36.227,0.660
36.245,0.492
36.263,0.660
36.263,0.531
36.280,0.181
36.298,0.556
36.298,0.259
36.316,0.492
36.334,0.336
36.335,0.414
36.352,0.634
36.369,0.362
36.369,0.582
36.387,0.298
36.405,0.544
36.405,0.647
36.423,0.518
36.440,0.634
36.441,0.686
36.459,0.608
36.476,0.673
36.476,0.686
36.494,0.634
36.512,0.686
36.512,0.660
36.529,0.647
36.546,0.647
36.546,0.621
36.564,0.634
36.582,0.608
36.582,0.531
36.600,0.595
36.618,0.531
36.619,0.414
36.636,0.531
36.654,0.414
36.654,0.194
36.673,0.453
36.692,0.246
36.692,0.336
36.710,0.272
36.728,0.272
36.728,0.466
36.746,0.220
36.764,0.660
36.764,0.194
36.781,0.388
36.800,0.505
36.800,0.375
36.818,0.479
36.836,0.544
36.836,0.466
36.854,0.544
36.872,0.569
36.872,0.531
36.891,0.544
36.908,0.556
36.908,0.556
36.926,0.556
36.945,0.531
36.945,0.582
36.963,0.544
36.963,0.492
36.981,0.556
36.998,0.505
36.999,0.388
37.017,0.518
37.034,0.414
37.034,0.220
37.052,0.440
37.070,0.556
37.070,0.298
37.089,0.311
37.107,0.272
37.107,0.453
37.125,0.246
37.143,0.414
37.143,0.233
37.160,0.388
37.178,0.505
37.178,0.336
37.197,0.492
37.214,0.544
37.214,0.466
37.234,0.544
37.251,0.569
37.252,0.544
37.269,0.621
37.287,0.569
37.287,0.569
37.304,0.582
37.322,0.569
37.322,0.582
37.341,0.582
37.359,0.544
37.359,0.595
37.376,0.569
37.394,0.466
37.394,0.595
37.413,0.518
37.430,0.246
37.430,0.556
37.448,0.336
37.466,0.375
37.466,0.440
37.484,0.298
37.502,0.582
37.502,0.220
37.520,0.569
37.538,0.686
37.538,0.544
37.556,0.699
37.573,0.518
37.573,0.725
37.591,0.764
37.609,0.673
37.609,0.764
37.628,0.802
37.646,0.764
37.646,0.802
37.664,0.802
37.682,0.815
37.682,0.815
37.699,0.802
37.717,0.815
37.717,0.802
37.735,0.738
37.754,0.802
37.754,0.751
37.772,0.634
37.789,0.751
37.789,0.647
37.808,0.401
37.808,0.621
37.826,0.440
37.844,0.311
37.845,0.440
37.862,0.207
37.881,0.453
37.881,0.608
37.901,0.362
37.919,0.453
37.919,0.311
37.937,0.479
37.956,0.324
37.956,0.531
37.973,0.634
37.992,0.569
37.992,0.686
38.010,0.738
38.028,0.712
38.028,0.764
38.045,0.789
38.046,0.789
38.064,0.815
38.082,0.802
38.082,0.828
38.101,0.815
38.119,0.764
38.119,0.828
38.137,0.789
38.156,0.699
38.156,0.789
38.173,0.712
38.191,0.492
38.192,0.725
38.211,0.556
38.231,0.388
38.231,0.608
38.249,0.207
38.249,0.660
38.267,0.168
38.287,0.608
38.287,0.738
38.306,0.544
38.325,0.686
38.325,0.479
38.346,0.699
38.346,0.764
38.366,0.673
38.386,0.751
38.386,0.789
38.406,0.738
38.406,0.776
38.425,0.802
38.444,0.776
38.444,0.789
38.462,0.776
38.462,0.789
38.481,0.776
38.498,0.738
38.498,0.776
38.517,0.738
38.534,0.647
38.534,0.751
38.553,0.673
38.573,0.479
38.573,0.686
38.592,0.544
38.610,0.595
38.610,0.582
38.629,0.181
38.648,0.582
38.649,0.285
38.667,0.531
38.667,0.699
38.686,0.479
38.705,0.673
38.705,0.401
38.723,0.660
38.741,0.738
38.741,0.608
38.759,0.738
38.778,0.764
38.778,0.712
38.795,0.764
38.813,0.776
38.813,0.751
38.831,0.776
38.849,0.764
38.849,0.764
38.866,0.751
38.884,0.725
38.884,0.776
38.903,0.751
38.921,0.660
38.921,0.738
38.938,0.673
38.956,0.518
38.956,0.699
38.975,0.556
38.975,0.181
38.993,0.595
39.011,0.207
39.011,0.569
39.028,0.349
39.047,0.505
39.047,0.686
39.065,0.453
39.084,0.673
39.084,0.349
39.104,0.647
39.122,0.751
39.122,0.621
39.141,0.738
39.158,0.776
39.158,0.725
39.176,0.776
39.194,0.802
39.194,0.776
39.213,0.802
39.213,0.802
39.231,0.802
39.249,0.815
39.249,0.776
39.267,0.815
39.285,0.776
39.285,0.712
39.303,0.789
39.321,0.725
39.321,0.582
39.339,0.751
39.356,0.621
39.356,0.142
39.375,0.660
39.392,0.298
39.392,0.595
39.411,0.453
39.428,0.531
39.428,0.712
39.447,0.453
39.465,0.699
39.465,0.311
39.484,0.673
39.502,0.764
39.502,0.634
39.520,0.764
39.538,0.815
39.538,0.751
39.556,0.815
39.574,0.828
39.574,0.802
39.592,0.828
39.610,0.828
39.610,0.828
39.628,0.828
39.646,0.802
39.646,0.828
39.664,0.815
39.682,0.738
39.682,0.815
39.701,0.764
39.719,0.634
39.719,0.776
39.736,0.712
39.755,0.259
39.755,0.699
39.772,0.427
39.791,0.556
39.791,0.518
39.811,0.466
39.811,0.712
39.828,0.634
39.846,0.686
39.846,0.207
39.864,0.660
39.881,0.776
39.881,0.621
39.901,0.764
39.920,0.815
39.920,0.738
39.937,0.802
39.955,0.841
39.955,0.789
39.973,0.828
39.992,0.828
39.992,0.828
40.010,0.828
40.028,0.802
40.028,0.828
40.046,0.802
40.065,0.738
40.065,0.815
40.082,0.764
40.100,0.634
40.100,0.776
40.118,0.673
40.118,0.324
40.136,0.699
40.154,0.453
40.154,0.505
40.173,0.531
40.190,0.427
40.190,0.686
40.209,0.285
40.227,0.647
40.227,0.336
40.245,0.634
40.264,0.738
40.264,0.569
40.283,0.725
40.301,0.776
40.301,0.712
40.320,0.764
40.337,0.802
40.337,0.764
40.354,0.789
40.372,0.802
40.372,0.789
40.390,0.789
40.409,0.776
40.409,0.802
40.427,0.764
40.445,0.712
40.445,0.776
40.463,0.725
40.480,0.621
40.480,0.738
40.498,0.634
40.516,0.362
40.516,0.660
40.534,0.466
40.552,0.427
40.552,0.518
40.570,0.311
40.588,0.621
40.588,0.168
40.606,0.582
40.606,0.686
40.625,0.531
40.643,0.673
40.643,0.479
40.660,0.647
40.677,0.712
40.696,0.621
40.696,0.699
40.714,0.738
40.714,0.699
40.733,0.725
40.751,0.738
40.751,0.712
40.768,0.725
40.786,0.712
40.786,0.712
40.803,0.699
40.822,0.647
40.822,0.699
40.840,0.660
40.858,0.544
40.858,0.660
40.875,0.569
40.893,0.362
40.893,0.595
40.912,0.401
40.930,0.311
40.930,0.440
40.949,0.207
40.967,0.518
40.967,0.233
40.985,0.466
41.003,0.582
41.003,0.414
41.021,0.569
41.039,0.349
41.039,0.531
41.058,0.621
41.076,0.505
41.076,0.595
41.093,0.621
41.111,0.556
41.111,0.608
41.129,0.608
41.148,0.582
41.148,0.608
41.166,0.608
41.183,0.595
41.183,0.569
41.201,0.505
41.219,0.556
41.219,0.518
41.238,0.414
41.255,0.492
41.255,0.414
41.276,0.259
41.276,0.440
41.294,0.298
41.311,0.207
41.311,0.311
41.329,0.168
41.347,0.311
41.347,0.220
41.365,0.427
41.382,0.401
41.382,0.233
41.400,0.388
41.418,0.246
41.418,0.349
41.436,0.453
41.454,0.336
41.454,0.440
41.472,0.479
41.489,0.505
41.489,0.479
41.507,0.492
41.527,0.479
41.527,0.505
41.543,0.492
41.562,0.505
41.562,0.505
41.578,0.466
41.597,0.518
41.597,0.492
41.614,0.401
41.632,0.505
