时间(s),电压(V)
20.781,0.582
20.799,0.608
20.800,0.531
20.817,0.375
20.836,0.544
20.836,0.414
20.853,0.181
20.871,0.453
20.871,0.194
20.890,0.414
20.908,0.220
20.908,0.349
20.925,0.505
20.942,0.285
20.942,0.453
20.960,0.207
20.979,0.440
20.979,0.660
20.997,0.388
21.018,0.479
21.018,0.518
21.037,0.453
21.037,0.518
21.056,0.531
21.073,0.505
21.073,0.544
21.091,0.621
21.110,0.556
21.110,0.556
21.127,0.518
21.145,0.569
21.145,0.556
21.162,0.479
21.180,0.582
21.181,0.505
21.198,0.595
21.215,0.531
21.215,0.414
21.234,0.181
21.251,0.453
21.251,0.595
21.268,0.388
21.286,0.259
21.303,0.324
21.303,0.634
21.322,0.259
21.340,0.466
21.340,0.194
21.358,0.401
21.358,0.531
21.376,0.375
21.394,0.492
21.394,0.544
21.411,0.466
21.431,0.531
21.431,0.544
21.449,0.518
21.466,0.544
21.466,0.531
21.484,0.544
21.501,0.699
21.502,0.505
21.520,0.556
21.539,0.518
21.539,0.466
21.560,0.544
21.560,0.492
21.579,0.362
21.597,0.505
21.597,0.414
21.616,0.168
21.636,0.440
21.636,0.207
21.654,0.324
21.673,0.272
21.673,0.259
21.693,0.466
21.693,0.233
21.713,0.440
21.731,0.168
21.731,0.388
21.748,0.505
21.766,0.349
21.766,0.466
21.784,0.518
21.802,0.440
21.802,0.712
21.820,0.531
21.840,0.505
21.840,0.531
21.858,0.531
21.858,0.531
21.877,0.531
21.895,0.518
21.895,0.544
21.913,0.531
21.931,0.466
21.931,0.518
21.950,0.479
21.969,0.362
21.969,0.492
21.990,0.401
21.990,0.181
22.010,0.427
22.032,0.531
22.032,0.569
22.054,0.259
22.054,0.207
22.073,0.414
22.073,0.155
22.092,0.375
22.112,0.401
22.112,0.336
22.131,0.453
22.150,0.285
22.150,0.427
22.170,0.492
22.170,0.414
22.189,0.479
22.208,0.505
22.208,0.479
22.227,0.505
22.246,0.518
22.246,0.505
22.266,0.518
22.266,0.505
22.284,0.518
22.304,0.518
22.304,0.466
22.322,0.518
22.322,0.479
22.340,0.362
22.358,0.479
22.358,0.505
22.376,0.194
22.394,0.427
22.394,0.233
22.413,0.246
22.431,0.285
22.431,0.194
22.449,0.388
22.466,0.168
22.466,0.349
22.483,0.453
22.503,0.311
22.503,0.440
22.522,0.582
22.540,0.440
22.540,0.492
22.558,0.427
22.576,0.492
22.576,0.531
22.594,0.479
22.611,0.531
22.612,0.531
22.630,0.518
22.649,0.531
22.649,0.505
22.667,0.518
22.685,0.518
22.685,0.466
22.702,0.518
22.720,0.479
22.720,0.544
22.738,0.492
22.756,0.388
22.756,0.220
22.775,0.414
22.775,0.246
22.793,0.181
22.810,0.298
22.811,0.168
22.828,0.621
22.847,0.168
22.847,0.336
22.865,0.440
22.883,0.285
22.883,0.414
22.901,0.233
22.918,0.401
22.918,0.479
22.937,0.595
22.955,0.466
22.955,0.492
22.974,0.440
22.993,0.492
22.993,0.505
23.010,0.479
23.027,0.505
23.027,0.634
23.046,0.492
23.065,0.479
23.065,0.427
23.082,0.492
23.100,0.440
23.100,0.362
23.117,0.453
23.136,0.375
23.136,0.220
23.155,0.388
23.173,0.259
23.173,0.168
23.191,0.298
23.209,0.168
23.209,0.324
23.227,0.155
23.245,0.492
23.245,0.414
23.262,0.259
23.280,0.401
23.280,0.220
23.298,0.388
23.316,0.479
23.316,0.375
23.334,0.453
23.352,0.505
23.352,0.453
23.369,0.518
23.387,0.531
23.387,0.505
23.405,0.531
23.422,0.518
23.422,0.531
23.441,0.518
23.458,0.479
23.458,0.531
23.476,0.479
23.494,0.401
23.494,0.505
23.511,0.427
23.529,0.259
23.529,0.440
23.546,0.285
23.566,0.725
23.566,0.324
23.583,0.168
23.599,0.311
23.601,0.181
23.618,0.272
23.636,0.401
23.636,0.233
23.654,0.375
23.672,0.207
23.673,0.362
23.691,0.466
23.710,0.349
23.710,0.440
23.728,0.505
23.728,0.427
23.747,0.634
23.765,0.518
23.765,0.492
23.783,0.518
23.804,0.505
23.804,0.531
23.822,0.505
23.839,0.479
23.839,0.518
23.857,0.608
23.875,0.414
23.875,0.492
23.892,0.427
23.910,0.285
23.910,0.427
23.928,0.311
23.946,0.207
23.946,0.349
23.964,0.181
23.981,0.298
23.981,0.207
23.999,0.246
24.017,0.414
24.017,0.220
24.035,0.388
24.054,0.168
24.054,0.608
24.072,0.466
24.091,0.324
24.091,0.440
24.109,0.505
24.127,0.427
24.127,0.492
24.145,0.492
24.145,0.479
24.165,0.505
24.181,0.492
24.181,0.505
24.199,0.492
24.217,0.466
24.217,0.492
24.234,0.466
24.253,0.401
24.253,0.544
24.270,0.414
24.288,0.285
24.288,0.427
24.305,0.311
24.323,0.168
24.341,0.336
24.341,0.194
24.358,0.246
24.358,0.181
24.377,0.220
24.395,0.349
24.396,0.181
24.413,0.336
24.432,0.168
24.432,0.285
24.449,0.401
24.467,0.259
24.467,0.634
24.485,0.453
24.504,0.375
24.504,0.440
24.522,0.479
24.538,0.453
24.538,0.505
24.556,0.505
24.574,0.492
24.574,0.531
24.591,0.505
24.610,0.544
24.610,0.518
24.628,0.466
24.646,0.556
24.646,0.505
24.663,0.362
24.683,0.531
24.683,0.427
24.700,0.155
24.720,0.453
24.720,0.233
24.739,0.349
24.757,0.324
24.757,0.298
24.777,0.518
24.777,0.427
24.796,0.479
24.814,0.168
24.814,0.453
24.832,0.569
24.850,0.427
24.850,0.556
24.868,0.621
24.886,0.595
24.886,0.608
24.904,0.647
24.922,0.595
24.922,0.634
24.939,0.634
24.957,0.634
24.957,0.647
24.975,0.621
24.994,0.647
24.994,0.621
25.012,0.569
25.029,0.634
25.029,0.595
25.047,0.479
25.065,0.608
25.065,0.505
25.084,0.660
25.102,0.531
25.102,0.336
25.120,0.336
25.139,0.388
25.139,0.246
25.157,0.518
25.157,0.168
25.175,0.479
25.194,0.595
25.194,0.427
25.211,0.569
25.229,0.375
25.229,0.544
25.247,0.621
25.266,0.518
25.266,0.608
25.284,0.634
25.302,0.582
25.302,0.621
25.320,0.621
25.339,0.608
25.339,0.621
25.358,0.595
25.378,0.621
25.378,0.595
25.396,0.544
25.396,0.608
25.415,0.556
25.433,0.440
25.433,0.556
25.452,0.479
25.470,0.233
25.470,0.492
25.489,0.298
25.507,0.479
25.508,0.362
25.525,0.207
25.544,0.440
25.544,0.155
25.562,0.414
25.562,0.531
25.580,0.388
25.599,0.673
25.599,0.336
25.617,0.518
25.635,0.569
25.635,0.466
25.653,0.569
25.672,0.608
25.672,0.556
25.690,0.608
25.710,0.608
25.710,0.595
25.728,0.621
25.747,0.595
25.747,0.608
25.766,0.595
25.766,0.569
25.785,0.608
25.804,0.582
25.804,0.492
25.822,0.582
25.841,0.505
25.841,0.298
25.859,0.531
25.879,0.375
25.879,0.246
25.897,0.440
25.897,0.544
25.916,0.466
25.935,0.207
25.935,0.427
25.954,0.569
25.972,0.375
25.972,0.544
25.990,0.324
25.990,0.544
26.010,0.621
26.029,0.518
26.029,0.621
26.047,0.660
26.065,0.621
26.065,0.673
26.085,0.686
26.102,0.686
26.103,0.712
26.122,0.686
26.122,0.712
26.140,0.712
26.158,0.673
26.158,0.738
26.177,0.712
26.195,0.621
26.196,0.725
26.215,0.660
26.232,0.505
26.232,0.686
26.250,0.544
26.269,0.233
26.269,0.595
26.288,0.181
26.288,0.595
26.307,0.466
26.326,0.556
26.326,0.699
26.344,0.505
26.362,0.686
26.362,0.427
26.380,0.673
26.399,0.751
26.399,0.634
26.417,0.751
26.437,0.789
26.437,0.738
26.455,0.789
26.455,0.802
26.473,0.776
26.492,0.802
26.492,0.802
26.511,0.802
26.529,0.802
26.529,0.751
26.548,0.802
26.565,0.776
26.566,0.686
26.584,0.776
26.602,0.725
26.602,0.556
26.621,0.738
26.639,0.595
26.639,0.194
26.657,0.634
26.675,0.207
26.675,0.595
26.694,0.388
26.694,0.544
26.712,0.712
26.730,0.479
26.730,0.686
26.749,0.349
26.767,0.673
26.767,0.764
26.785,0.621
26.804,0.751
26.804,0.789
26.822,0.738
26.841,0.776
26.841,0.802
26.858,0.776
26.877,0.802
26.877,0.789
26.894,0.789
26.913,0.789
26.913,0.764
26.931,0.789
26.948,0.764
26.948,0.699
26.966,0.776
26.985,0.725
26.985,0.569
27.003,0.725
27.003,0.608
27.021,0.181
27.039,0.647
27.039,0.336
27.058,0.544
27.075,0.427
27.075,0.492
27.093,0.686
27.112,0.401
27.112,0.647
27.129,0.466
27.147,0.621
27.147,0.712
27.166,0.582
27.184,0.699
27.185,0.751
27.202,0.673
27.220,0.751
27.220,0.751
27.239,0.712
27.256,0.751
27.256,0.738
27.275,0.738
27.295,0.738
27.295,0.712
27.312,0.738
27.329,0.712
27.329,0.647
27.348,0.712
27.367,0.660
27.367,0.505
27.385,0.673
27.385,0.569
27.405,0.220
27.425,0.608
27.425,0.298
27.448,0.466
27.448,0.401
27.468,0.414
27.468,0.608
27.488,0.311
27.508,0.582
27.508,0.181
27.527,0.544
27.527,0.660
27.546,0.505
27.563,0.647
27.563,0.699
27.581,0.621
27.599,0.686
27.599,0.712
27.619,0.673
27.637,0.712
27.637,0.712
27.656,0.712
27.674,0.725
27.674,0.686
27.693,0.712
27.712,0.699
27.712,0.634
27.730,0.712
27.730,0.660
27.750,0.531
27.767,0.673
27.767,0.569
27.785,0.259
27.804,0.595
27.804,0.375
27.822,0.453
27.839,0.453
27.839,0.569
27.858,0.608
27.875,0.259
27.875,0.582
27.894,0.686
27.912,0.556
27.912,0.686
27.930,0.505
27.948,0.660
27.948,0.738
27.966,0.647
27.984,0.738
27.984,0.764
28.003,0.725
28.003,0.764
28.021,0.764
28.039,0.764
28.039,0.776
28.057,0.751
28.076,0.789
28.076,0.764
28.093,0.712
28.114,0.776
28.114,0.725
28.133,0.608
28.151,0.738
28.151,0.660
28.169,0.569
28.187,0.686
28.187,0.492
28.204,0.466
28.221,0.544
28.222,0.349
28.239,0.660
28.257,0.233
28.257,0.621
28.275,0.738
28.292,0.595
28.293,0.725
28.311,0.544
28.327,0.699
28.327,0.776
28.345,0.673
28.364,0.764
28.364,0.789
28.381,0.738
28.399,0.789
28.399,0.789
28.417,0.764
28.434,0.789
28.434,0.751
28.452,0.776
28.469,0.764
28.469,0.712
28.488,0.751
28.507,0.712
28.507,0.608
28.524,0.712
28.541,0.621
28.542,0.362
28.559,0.634
28.577,0.440
28.577,0.349
28.595,0.479
28.614,0.233
28.614,0.518
28.631,0.155
28.649,0.466
28.649,0.595
28.667,0.505
28.685,0.544
28.685,0.311
28.704,0.505
28.722,0.569
28.722,0.453
28.739,0.518
28.757,0.531
28.757,0.479
28.774,0.505
28.792,0.505
28.792,0.479
28.810,0.479
28.828,0.440
28.828,0.453
28.846,0.440
28.865,0.401
28.865,0.518
28.883,0.414
28.901,0.336
28.901,0.453
28.919,0.388
28.936,0.220
28.936,0.414
28.954,0.298
28.972,0.194
28.972,0.362
28.989,0.181
29.008,0.401
29.008,0.181
29.025,0.401
29.045,0.544
29.045,0.375
29.062,0.556
29.079,0.336
29.080,0.595
29.097,0.634
29.116,0.544
29.116,0.647
29.135,0.699
29.135,0.647
29.153,0.699
29.172,0.725
29.172,0.699
29.190,0.725
29.208,0.725
29.208,0.738
29.225,0.738
29.243,0.699
29.243,0.751
29.261,0.712
29.279,0.634
29.279,0.725
29.296,0.660
29.314,0.479
29.314,0.686
29.331,0.531
29.349,0.259
29.349,0.582
29.367,0.155
29.386,0.582
29.386,0.259
29.403,0.544
29.421,0.699
29.421,0.505
29.439,0.686
29.456,0.427
29.456,0.660
29.474,0.751
29.492,0.634
29.492,0.738
29.511,0.776
29.528,0.725
29.528,0.776
29.547,0.802
29.564,0.764
29.564,0.802
29.581,0.789
29.600,0.789
29.600,0.789
29.618,0.738
29.636,0.789
29.636,0.764
29.654,0.686
29.672,0.776
29.672,0.712
29.690,0.556
29.708,0.725
29.708,0.595
29.727,0.194
29.746,0.634
29.746,0.259
29.763,0.582
29.781,0.388
29.781,0.531
29.799,0.712
29.817,0.479
29.817,0.686
29.834,0.375
29.853,0.673
29.853,0.764
29.871,0.634
29.890,0.751
29.890,0.802
29.908,0.751
29.927,0.802
29.927,0.815
29.944,0.802
29.944,0.828
29.962,0.802
29.981,0.815
29.981,0.815
29.999,0.776
30.017,0.815
30.017,0.789
30.035,0.712
30.053,0.802
30.053,0.738
30.071,0.582
30.089,0.751
30.089,0.634
30.107,0.168
30.125,0.673
30.125,0.336
30.144,0.582
30.162,0.440
30.162,0.531
30.180,0.712
30.199,0.453
30.199,0.686
30.218,0.324
30.236,0.660
30.236,0.764
30.254,0.621
30.254,0.738
30.273,0.789
30.291,0.725
30.291,0.789
30.310,0.815
30.329,0.776
30.329,0.802
30.348,0.802
30.365,0.802
30.365,0.789
30.384,0.776
30.402,0.802
30.402,0.776
30.421,0.712
30.421,0.776
30.439,0.725
30.457,0.582
30.457,0.738
30.476,0.621
30.494,0.207
30.494,0.647
30.512,0.362
30.529,0.518
30.529,0.453
30.548,0.440
30.566,0.647
30.566,0.324
30.585,0.608
30.602,0.207
30.603,0.569
30.622,0.673
30.639,0.518
30.639,0.647
30.658,0.699
30.675,0.634
30.675,0.686
30.693,0.712
30.712,0.673
30.712,0.686
30.730,0.686
30.731,0.673
30.749,0.673
30.767,0.647
30.767,0.673
30.784,0.647
30.804,0.569
30.805,0.647
30.822,0.582
30.840,0.453
30.840,0.595
30.859,0.466
30.876,0.207
30.876,0.492
30.895,0.272
30.913,0.311
30.913,0.414
30.932,0.246
30.949,0.440
30.949,0.181
30.967,0.414
30.986,0.414
30.986,0.362
31.005,0.466
31.005,0.311
31.025,0.427
31.045,0.479
31.045,0.401
31.063,0.453
31.081,0.479
31.081,0.427
31.100,0.466
31.100,0.453
31.119,0.466
31.137,0.466
31.137,0.453
31.157,0.479
31.176,0.466
31.176,0.427
31.193,0.492
31.211,0.453
31.211,0.362
31.230,0.492
31.249,0.427
31.249,0.207
31.267,0.453
31.267,0.298
31.285,0.285
31.306,0.362
31.306,0.233
31.327,0.492
31.327,0.168
31.348,0.466
31.368,0.582
31.368,0.440
31.388,0.595
31.388,0.427
31.407,0.595
31.428,0.647
31.428,0.582
31.448,0.660
31.448,0.686
31.467,0.660
31.487,0.699
31.488,0.712
31.508,0.699
31.508,0.712
31.529,0.699
31.529,0.725
31.550,0.712
31.570,0.660
31.570,0.725
31.589,0.686
31.589,0.582
31.609,0.699
31.630,0.621
31.630,0.401
31.650,0.647
31.650,0.479
31.673,0.362
31.673,0.531
31.693,0.233
31.714,0.608
31.714,0.181
31.735,0.569
31.735,0.699
31.753,0.556
31.772,0.699
31.772,0.466
31.790,0.673
31.790,0.751
31.809,0.647
31.827,0.725
31.827,0.789
31.845,0.738
31.863,0.776
31.863,0.789
31.881,0.776
31.901,0.789
31.901,0.776
31.918,0.789
31.936,0.776
31.936,0.738
31.954,0.789
31.972,0.751
31.972,0.660
31.990,0.764
32.009,0.686
32.009,0.479
32.027,0.712
32.045,0.544
32.045,0.375
32.064,0.595
32.082,0.233
32.082,0.621
32.100,0.259
32.100,0.595
32.119,0.725
32.136,0.544
32.136,0.712
32.155,0.492
32.174,0.686
32.174,0.764
32.192,0.673
32.209,0.751
32.209,0.802
32.228,0.738
32.246,0.789
32.246,0.789
32.264,0.776
32.281,0.802
32.281,0.776
32.299,0.789
32.317,0.789
32.317,0.738
32.335,0.789
32.355,0.751
32.355,0.673
32.372,0.764
32.390,0.686
32.390,0.518
32.407,0.699
32.426,0.556
32.426,0.246
32.444,0.582
32.462,0.233
32.462,0.582
32.480,0.298
32.499,0.518
32.499,0.686
32.516,0.453
32.534,0.647
32.534,0.375
32.552,0.621
32.570,0.712
32.570,0.595
32.589,0.699
32.589,0.738
32.607,0.673
32.624,0.725
32.625,0.738
32.643,0.725
32.660,0.738
32.660,0.725
32.678,0.738
32.696,0.738
32.696,0.686
32.714,0.712
32.732,0.686
32.732,0.608
32.750,0.699
32.768,0.621
32.768,0.453
32.787,0.647
32.805,0.505
32.805,0.181
32.824,0.531
32.845,0.207
32.845,0.479
32.866,0.285
32.866,0.440
32.886,0.595
32.886,0.362
32.906,0.582
32.927,0.285
32.927,0.556
32.947,0.634
32.947,0.518
32.968,0.634
32.986,0.673
32.986,0.608
33.005,0.673
33.005,0.686
33.023,0.660
33.042,0.686
33.042,0.673
33.060,0.673
33.080,0.673
33.080,0.634
33.098,0.660
33.116,0.647
33.116,0.556
33.136,0.647
33.154,0.582
33.155,0.440
33.175,0.595
33.175,0.466
33.195,0.181
33.213,0.505
33.213,0.246
33.230,0.414
33.250,0.298
33.250,0.349
33.267,0.531
33.267,0.272
33.286,0.505
33.303,0.194
33.304,0.466
33.323,0.569
33.341,0.440
33.341,0.556
33.359,0.608
33.377,0.544
33.377,0.595
33.395,0.621
33.412,0.595
33.412,0.608
33.430,0.608
33.449,0.608
33.449,0.608
33.466,0.569
33.484,0.621
33.484,0.582
33.502,0.505
33.521,0.595
33.521,0.531
33.540,0.466
33.558,0.544
33.558,0.427
33.577,0.168
33.594,0.453
33.594,0.336
33.612,0.311
33.613,0.259
33.631,0.259
33.650,0.440
33.650,0.207
33.668,0.401
33.685,0.168
33.686,0.349
33.704,0.453
33.721,0.336
33.721,0.427
33.740,0.505
33.758,0.414
33.758,0.479
33.779,0.505
33.779,0.479
33.797,0.518
33.814,0.505
33.833,0.518
33.833,0.518
33.851,0.492
33.851,0.518
33.869,0.492
33.888,0.453
33.888,0.518
33.905,0.453
33.923,0.349
33.924,0.466
33.942,0.375
33.960,0.207
33.960,0.388
33.979,0.220
33.996,0.518
33.996,0.259
34.014,0.207
34.033,0.362
34.033,0.181
34.052,0.324
34.069,0.440
34.070,0.285
34.088,0.427
34.106,0.285
34.106,0.401
34.124,0.479
34.141,0.388
34.141,0.466
34.160,0.492
34.178,0.466
34.178,0.518
34.198,0.505
34.198,0.518
34.217,0.518
34.235,0.505
34.236,0.531
34.253,0.505
34.271,0.466
34.271,0.505
34.290,0.466
34.307,0.349
34.307,0.531
34.325,0.388
34.343,0.220
34.343,0.401
34.362,0.246
34.379,0.220
34.379,0.285
34.397,0.207
34.416,0.518
34.416,0.168
34.434,0.349
34.451,0.466
34.452,0.311
34.469,0.453
34.487,0.285
34.487,0.440
34.504,0.505
34.523,0.414
34.523,0.492
34.541,0.531
34.541,0.492
34.561,0.531
34.579,0.544
34.579,0.531
34.598,0.544
34.617,0.531
34.617,0.544
34.635,0.518
34.655,0.479
34.655,0.544
34.673,0.518
34.673,0.414
34.692,0.518
34.711,0.440
34.711,0.246
34.730,0.466
34.749,0.298
34.749,0.233
34.768,0.349
34.787,0.181
34.787,0.427
34.805,0.194
34.805,0.401
34.824,0.505
34.842,0.349
34.842,0.492
34.861,0.298
34.879,0.479
34.879,0.544
34.898,0.466
34.916,0.531
34.916,0.569
34.933,0.518
34.951,0.556
34.951,0.569
34.970,0.556
34.987,0.569
34.987,0.544
35.005,0.556
35.024,0.544
35.024,0.518
35.041,0.569
35.059,0.531
35.059,0.453
35.077,0.531
35.077,0.466
35.096,0.285
35.113,0.479
35.113,0.336
35.131,0.194
35.149,0.362
35.149,0.168
35.167,0.388
35.186,0.181
35.186,0.349
35.205,0.505
35.223,0.311
35.224,0.479
35.242,0.259
35.259,0.479
35.259,0.556
35.279,0.453
35.297,0.556
35.297,0.608
35.314,0.544
35.332,0.608
35.332,0.634
35.350,0.608
35.368,0.647
35.368,0.634
35.386,0.647
35.405,0.647
35.405,0.608
35.422,0.673
35.439,0.634
35.439,0.569
35.457,0.660
35.475,0.595
35.475,0.427
35.493,0.634
35.511,0.492
35.511,0.233
35.528,0.556
35.545,0.181
35.545,0.544
35.563,0.298
35.581,0.505
35.581,0.673
35.600,0.466
35.618,0.660
35.618,0.388
35.636,0.647
35.654,0.738
35.654,0.621
35.672,0.725
35.690,0.776
35.690,0.725
35.709,0.776
35.726,0.789
35.727,0.764
35.745,0.776
35.745,0.776
35.762,0.789
35.781,0.776
35.781,0.738
35.798,0.776
35.816,0.764
35.816,0.673
35.833,0.751
35.851,0.699
35.869,0.531
35.869,0.712
35.888,0.582
35.888,0.194
35.905,0.608
35.922,0.246
35.940,0.556
35.940,0.401
35.957,0.505
35.976,0.686
35.976,0.427
35.994,0.660
36.012,0.298
36.012,0.621
36.030,0.725
36.047,0.582
36.048,0.712
36.066,0.751
36.084,0.686
36.084,0.738
36.102,0.751
36.102,0.725
36.120,0.751
36.137,0.738
36.156,0.738
36.156,0.725
36.174,0.686
36.174,0.725
36.191,0.699
36.209,0.621
36.210,0.699
36.227,0.634
36.245,0.492
36.245,0.647
36.263,0.518
36.280,0.220
36.298,0.544
36.298,0.259
36.316,0.414
36.316,0.336
36.335,0.349
36.352,0.556
36.353,0.272
36.369,0.531
36.387,0.220
36.388,0.492
36.405,0.582
36.423,0.453
36.423,0.569
36.441,0.621
36.459,0.544
36.476,0.608
36.476,0.621
36.494,0.582
36.512,0.608
36.512,0.595
36.529,0.595
36.546,0.582
36.546,0.556
36.564,0.569
36.582,0.544
36.582,0.466
36.600,0.518
36.618,0.466
36.618,0.336
36.636,0.466
36.654,0.362
36.654,0.181
36.673,0.388
36.673,0.207
36.692,0.246
36.710,0.246
36.710,0.220
36.728,0.388
36.746,0.194
36.746,0.427
36.764,0.181
36.781,0.336
36.782,0.453
36.800,0.311
36.818,0.440
36.818,0.505
36.836,0.427
36.854,0.505
36.854,0.531
36.872,0.492
36.891,0.544
36.891,0.544
36.908,0.544
36.926,0.544
36.926,0.531
36.945,0.569
36.963,0.556
36.963,0.492
36.981,0.556
36.998,0.505
36.998,0.414
37.017,0.531
37.034,0.440
37.034,0.233
37.052,0.453
37.070,0.388
37.070,0.259
37.089,0.298
37.107,0.220
37.107,0.440
37.125,0.181
37.143,0.401
37.143,0.505
37.160,0.362
37.178,0.492
37.178,0.311
37.197,0.466
37.214,0.544
37.214,0.453
37.234,0.531
37.234,0.556
37.252,0.518
37.269,0.569
37.269,0.582
37.287,0.582
37.304,0.582
37.322,0.582
37.322,0.608
37.341,0.595
37.341,0.556
37.359,0.621
37.376,0.595
37.376,0.492
37.394,0.621
37.413,0.544
37.413,0.298
37.430,0.582
37.448,0.401
37.448,0.349
37.466,0.479
37.484,0.259
37.484,0.569
37.502,0.207
37.520,0.556
37.520,0.686
37.538,0.531
37.556,0.686
37.556,0.492
37.573,0.686
37.591,0.751
37.591,0.660
37.609,0.751
37.628,0.789
37.628,0.738
37.646,0.789
37.664,0.815
37.664,0.789
37.682,0.802
37.699,0.776
37.699,0.802
37.717,0.776
37.735,0.725
37.735,0.764
37.754,0.725
37.772,0.621
37.772,0.712
37.789,0.621
37.808,0.414
37.808,0.595
37.826,0.414
37.844,0.233
37.845,0.375
37.862,0.220
37.881,0.336
37.881,0.582
37.901,0.259
37.901,0.414
37.919,0.285
37.937,0.492
37.937,0.324
37.956,0.556
37.973,0.660
37.973,0.582
37.992,0.699
38.010,0.738
38.010,0.712
38.028,0.776
38.045,0.802
38.046,0.789
38.064,0.815
38.082,0.802
38.082,0.828
38.101,0.815
38.119,0.751
38.119,0.815
38.137,0.776
38.156,0.686
38.156,0.776
38.173,0.712
38.191,0.518
38.192,0.712
38.211,0.556
38.211,0.298
38.231,0.608
38.249,0.168
38.249,0.595
38.267,0.246
38.287,0.556
38.287,0.699
38.306,0.505
38.306,0.673
38.325,0.440
38.346,0.647
38.346,0.738
38.366,0.621
38.366,0.725
38.386,0.764
38.406,0.699
38.406,0.751
38.425,0.764
38.425,0.751
38.444,0.764
38.462,0.751
38.462,0.751
38.481,0.751
38.498,0.699
38.498,0.738
38.517,0.712
38.534,0.634
38.534,0.725
38.553,0.660
38.573,0.492
38.573,0.660
38.592,0.531
38.592,0.492
38.610,0.569
38.629,0.220
38.629,0.531
38.649,0.336
38.667,0.479
38.667,0.647
38.686,0.414
38.686,0.621
38.705,0.298
38.723,0.595
38.723,0.699
38.741,0.556
38.759,0.673
38.759,0.725
38.778,0.673
38.795,0.725
38.795,0.725
38.813,0.712
38.831,0.725
38.831,0.725
38.849,0.738
38.866,0.725
38.866,0.699
38.884,0.738
38.903,0.712
38.903,0.634
38.921,0.712
38.938,0.647
38.938,0.492
38.956,0.673
38.975,0.544
38.975,0.181
38.993,0.582
39.011,0.259
39.011,0.505
39.028,0.375
39.047,0.466
39.047,0.647
39.065,0.388
39.084,0.621
39.084,0.272
39.104,0.595
39.104,0.712
39.122,0.569
39.141,0.699
39.141,0.751
39.158,0.686
39.176,0.751
39.176,0.776
39.194,0.738
39.213,0.776
39.213,0.764
39.231,0.776
39.249,0.776
39.249,0.751
39.267,0.789
39.285,0.764
39.285,0.699
39.303,0.764
39.321,0.712
39.321,0.569
39.339,0.725
39.356,0.608
39.356,0.194
39.375,0.647
39.392,0.362
39.392,0.544
39.411,0.466
39.428,0.479
39.428,0.673
39.447,0.388
39.465,0.660
39.465,0.233
39.484,0.634
39.502,0.738
39.502,0.595
39.520,0.725
39.521,0.789
39.538,0.712
39.556,0.789
39.556,0.802
39.574,0.776
39.592,0.802
39.592,0.802
39.610,0.789
39.628,0.815
39.628,0.776
39.646,0.802
39.664,0.789
39.664,0.738
39.682,0.789
39.701,0.751
39.701,0.634
39.719,0.764
39.736,0.660
39.736,0.349
39.755,0.686
39.772,0.466
39.772,0.505
39.791,0.544
39.811,0.414
39.811,0.686
39.828,0.505
39.846,0.660
39.846,0.233
39.864,0.621
39.881,0.751
39.881,0.582
39.901,0.738
39.901,0.789
39.920,0.712
39.937,0.789
39.937,0.815
39.955,0.776
39.973,0.815
39.973,0.815
39.992,0.815
40.010,0.841
40.010,0.789
40.028,0.828
40.046,0.802
40.046,0.751
40.065,0.802
40.082,0.764
40.082,0.647
40.100,0.776
40.118,0.686
40.118,0.375
40.136,0.712
40.154,0.492
40.154,0.479
40.173,0.556
40.190,0.375
40.190,0.673
40.209,0.220
40.226,0.634
40.227,0.751
40.245,0.608
40.264,0.738
40.264,0.556
40.283,0.712
40.283,0.776
40.301,0.699
40.320,0.764
40.320,0.802
40.337,0.764
40.354,0.789
40.354,0.802
40.372,0.789
40.390,0.802
40.390,0.776
40.409,0.789
40.427,0.789
40.427,0.738
40.445,0.789
40.463,0.738
40.463,0.647
40.480,0.751
40.498,0.647
40.499,0.427
40.516,0.686
40.534,0.505
40.534,0.401
40.552,0.556
40.570,0.259
40.570,0.621
40.588,0.181
40.606,0.569
40.606,0.699
40.625,0.531
40.643,0.686
40.643,0.466
40.660,0.660
40.677,0.738
40.678,0.621
40.696,0.712
40.714,0.751
40.714,0.699
40.733,0.738
40.751,0.738
40.751,0.725
40.768,0.738
40.785,0.725
40.786,0.738
40.803,0.725
40.822,0.673
40.822,0.725
40.840,0.686
40.858,0.595
40.858,0.686
40.875,0.595
40.892,0.401
40.893,0.621
40.912,0.453
40.930,0.285
40.930,0.505
40.949,0.181
40.949,0.531
40.967,0.194
40.985,0.479
40.985,0.608
41.003,0.414
41.021,0.582
41.021,0.336
41.039,0.544
41.058,0.621
41.058,0.518
41.076,0.608
41.093,0.647
41.093,0.582
41.111,0.634
41.129,0.634
41.130,0.608
41.148,0.621
41.166,0.608
41.166,0.621
41.183,0.608
41.201,0.556
41.201,0.595
41.219,0.556
41.238,0.453
41.238,0.556
41.255,0.466
41.276,0.298
41.276,0.479
41.294,0.324
41.311,0.168
41.311,0.349
41.329,0.168
41.347,0.324
41.347,0.207
41.365,0.505
41.382,0.414
41.382,0.233
41.400,0.375
41.418,0.181
41.418,0.336
41.436,0.427
41.454,0.324
41.454,0.401
41.472,0.466
41.489,0.440
41.489,0.440
41.507,0.453
41.526,0.427
41.527,0.453
41.543,0.427
41.562,0.453
41.562,0.427
41.578,0.401
41.597,0.427
